seriescode,unit,StatVar
GC.TAX.OTHR.CN,,worldBank/GC_TAX_OTHR_CN
GC.TAX.OTHR.RV.ZS,dcs:Percent,worldBank/GC_TAX_OTHR_RV_ZS
GC.TAX.TOTL.CN,,worldBank/GC_TAX_TOTL_CN
GC.TAX.TOTL.GD.ZS,dcs:Percent,worldBank/GC_TAX_TOTL_GD_ZS
GC.TAX.YPKG.CN,,worldBank/GC_TAX_YPKG_CN
GC.TAX.YPKG.RV.ZS,dcs:Percent,worldBank/GC_TAX_YPKG_RV_ZS
GC.TAX.YPKG.ZS,dcs:Percent,worldBank/GC_TAX_YPKG_ZS
GC.XPN.COMP.CN,,worldBank/GC_XPN_COMP_CN
GC.XPN.COMP.ZS,dcs:Percent,worldBank/GC_XPN_COMP_ZS
GC.XPN.GSRV.CN,,worldBank/GC_XPN_GSRV_CN
GC.XPN.GSRV.ZS,dcs:Percent,worldBank/GC_XPN_GSRV_ZS
GC.XPN.INTP.CN,,worldBank/GC_XPN_INTP_CN
GC.XPN.INTP.RV.ZS,dcs:Percent,worldBank/GC_XPN_INTP_RV_ZS
GC.XPN.INTP.ZS,dcs:Percent,worldBank/GC_XPN_INTP_ZS
GC.XPN.OTHR.CN,,worldBank/GC_XPN_OTHR_CN
GC.XPN.OTHR.ZS,dcs:Percent,worldBank/GC_XPN_OTHR_ZS
GC.XPN.TOTL.CN,,worldBank/GC_XPN_TOTL_CN
GC.XPN.TOTL.GD.ZS,dcs:Percent,worldBank/GC_XPN_TOTL_GD_ZS
GC.XPN.TRFT.CN,,worldBank/GC_XPN_TRFT_CN
GC.XPN.TRFT.ZS,dcs:Percent,worldBank/GC_XPN_TRFT_ZS
GE.EST,,worldBank/GE_EST
GE.NO.SRC,,worldBank/GE_NO_SRC
GE.PER.RNK,,worldBank/GE_PER_RNK
GE.PER.RNK.LOWER,,worldBank/GE_PER_RNK_LOWER
GE.PER.RNK.UPPER,,worldBank/GE_PER_RNK_UPPER
GE.STD.ERR,,worldBank/GE_STD_ERR
GF.XPD.BUDG.ZS,dcs:Percent,worldBank/GF_XPD_BUDG_ZS
GFDD.AI.01,,worldBank/GFDD_AI_01
GFDD.AI.02,,worldBank/GFDD_AI_02
GFDD.AI.05,,worldBank/GFDD_AI_05
GFDD.AI.06,,worldBank/GFDD_AI_06
GFDD.AI.07,,worldBank/GFDD_AI_07
GFDD.AI.18,,worldBank/GFDD_AI_18
GFDD.AI.20,,worldBank/GFDD_AI_20
GFDD.AI.21,,worldBank/GFDD_AI_21
GFDD.AI.25,,worldBank/GFDD_AI_25
GFDD.AM.01,,worldBank/GFDD_AM_01
GFDD.AM.02,,worldBank/GFDD_AM_02
GFDD.AM.03,,worldBank/GFDD_AM_03
GFDD.DI.01,,worldBank/GFDD_DI_01
GFDD.DI.02,,worldBank/GFDD_DI_02
GFDD.DI.03,,worldBank/GFDD_DI_03
GFDD.DI.04,,worldBank/GFDD_DI_04
GFDD.DI.05,,worldBank/GFDD_DI_05
GFDD.DI.06,,worldBank/GFDD_DI_06
GFDD.DI.07,,worldBank/GFDD_DI_07
GFDD.DI.08,,worldBank/GFDD_DI_08
GFDD.DI.09,,worldBank/GFDD_DI_09
GFDD.DI.10,,worldBank/GFDD_DI_10
GFDD.DI.11,,worldBank/GFDD_DI_11
GFDD.DI.12,,worldBank/GFDD_DI_12
GFDD.DI.13,,worldBank/GFDD_DI_13
GFDD.DI.14,,worldBank/GFDD_DI_14
GFDD.DM.01,,worldBank/GFDD_DM_01
GFDD.DM.02,,worldBank/GFDD_DM_02
GFDD.DM.03,,worldBank/GFDD_DM_03
GFDD.DM.04,,worldBank/GFDD_DM_04
GFDD.DM.05,,worldBank/GFDD_DM_05
GFDD.DM.06,,worldBank/GFDD_DM_06
GFDD.DM.07,,worldBank/GFDD_DM_07
GFDD.DM.08,,worldBank/GFDD_DM_08
GFDD.DM.09,,worldBank/GFDD_DM_09
GFDD.DM.10,,worldBank/GFDD_DM_10
GFDD.DM.11,,worldBank/GFDD_DM_11
GFDD.DM.12,,worldBank/GFDD_DM_12
GFDD.DM.13,,worldBank/GFDD_DM_13
GFDD.DM.14,,worldBank/GFDD_DM_14
GFDD.DM.15,,worldBank/GFDD_DM_15
GFDD.DM.16,,worldBank/GFDD_DM_16
GFDD.EI.01,,worldBank/GFDD_EI_01
GFDD.EI.02,,worldBank/GFDD_EI_02
GFDD.EI.03,,worldBank/GFDD_EI_03
GFDD.EI.04,,worldBank/GFDD_EI_04
GFDD.EI.05,,worldBank/GFDD_EI_05
GFDD.EI.06,,worldBank/GFDD_EI_06
GFDD.EI.07,,worldBank/GFDD_EI_07
GFDD.EI.08,,worldBank/GFDD_EI_08
GFDD.EI.09,,worldBank/GFDD_EI_09
GFDD.EI.10,,worldBank/GFDD_EI_10
GFDD.EM.01,,worldBank/GFDD_EM_01
GFDD.OI.01,,worldBank/GFDD_OI_01
GFDD.OI.02,,worldBank/GFDD_OI_02
GFDD.OI.06,,worldBank/GFDD_OI_06
GFDD.OI.07,,worldBank/GFDD_OI_07
GFDD.OI.08,,worldBank/GFDD_OI_08
GFDD.OI.09,,worldBank/GFDD_OI_09
GFDD.OI.10,,worldBank/GFDD_OI_10
GFDD.OI.11,,worldBank/GFDD_OI_11
GFDD.OI.12,,worldBank/GFDD_OI_12
GFDD.OI.13,,worldBank/GFDD_OI_13
GFDD.OI.14,,worldBank/GFDD_OI_14
GFDD.OI.15,,worldBank/GFDD_OI_15
GFDD.OI.16,,worldBank/GFDD_OI_16
GFDD.OI.16a,,worldBank/GFDD_OI_16a
GFDD.OI.17,,worldBank/GFDD_OI_17
GFDD.OI.18,,worldBank/GFDD_OI_18
GFDD.OI.19,,worldBank/GFDD_OI_19
GFDD.OI.20a,,worldBank/GFDD_OI_20a
GFDD.OM.01,,worldBank/GFDD_OM_01
GFDD.OM.02,,worldBank/GFDD_OM_02
GFDD.SI.01,,worldBank/GFDD_SI_01
GFDD.SI.02,,worldBank/GFDD_SI_02
GFDD.SI.03,,worldBank/GFDD_SI_03
GFDD.SI.04,,worldBank/GFDD_SI_04
GFDD.SI.05,,worldBank/GFDD_SI_05
GFDD.SI.06,,worldBank/GFDD_SI_06
GFDD.SI.07,,worldBank/GFDD_SI_07
GFDD.SM.01,,worldBank/GFDD_SM_01
GPFI4,,worldBank/GPFI4
HD.HCI.AMRT,,worldBank/HD_HCI_AMRT
HD.HCI.AMRT.FE,,worldBank/HD_HCI_AMRT_FE
HD.HCI.AMRT.MA,,worldBank/HD_HCI_AMRT_MA
HD.HCI.EYRS,,worldBank/HD_HCI_EYRS
HD.HCI.EYRS.FE,,worldBank/HD_HCI_EYRS_FE
HD.HCI.EYRS.MA,,worldBank/HD_HCI_EYRS_MA
HD.HCI.HLOS,,worldBank/HD_HCI_HLOS
HD.HCI.HLOS.FE,,worldBank/HD_HCI_HLOS_FE
HD.HCI.HLOS.MA,,worldBank/HD_HCI_HLOS_MA
HD.HCI.LAYS,,worldBank/HD_HCI_LAYS
HD.HCI.LAYS.FE,,worldBank/HD_HCI_LAYS_FE
HD.HCI.LAYS.MA,,worldBank/HD_HCI_LAYS_MA
HD.HCI.MORT,,worldBank/HD_HCI_MORT
HD.HCI.MORT.FE,,worldBank/HD_HCI_MORT_FE
HD.HCI.MORT.MA,,worldBank/HD_HCI_MORT_MA
HD.HCI.OVRL,,worldBank/HD_HCI_OVRL
HD.HCI.OVRL.FE,,worldBank/HD_HCI_OVRL_FE
HD.HCI.OVRL.LB,,worldBank/HD_HCI_OVRL_LB
HD.HCI.OVRL.LB.FE,,worldBank/HD_HCI_OVRL_LB_FE
HD.HCI.OVRL.LB.MA,,worldBank/HD_HCI_OVRL_LB_MA
HD.HCI.OVRL.MA,,worldBank/HD_HCI_OVRL_MA
HD.HCI.OVRL.UB,,worldBank/HD_HCI_OVRL_UB
HD.HCI.OVRL.UB.FE,,worldBank/HD_HCI_OVRL_UB_FE
HD.HCI.OVRL.UB.MA,,worldBank/HD_HCI_OVRL_UB_MA
HF.UHC.CONS.ZS,dcs:Percent,worldBank/HF_UHC_CONS_ZS
HF.UHC.NOP1.CG,,worldBank/HF_UHC_NOP1_CG
HF.UHC.NOP1.ZS,dcs:Percent,worldBank/HF_UHC_NOP1_ZS
HF.UHC.NOP2.CG,,worldBank/HF_UHC_NOP2_CG
HF.UHC.NOP2.ZS,dcs:Percent,worldBank/HF_UHC_NOP2_ZS
HF.UHC.NOP3.CG,,worldBank/HF_UHC_NOP3_CG
HF.UHC.NOP3.ZS,dcs:Percent,worldBank/HF_UHC_NOP3_ZS
HF.UHC.NOP4.CG,,worldBank/HF_UHC_NOP4_CG
HF.UHC.NOP4.ZS,dcs:Percent,worldBank/HF_UHC_NOP4_ZS
HF.UHC.NOPX.ZS,dcs:Percent,worldBank/HF_UHC_NOPX_ZS
HF.UHC.OOP.CG,,worldBank/HF_UHC_OOP_CG
HF.UHC.OOP.ZS,dcs:Percent,worldBank/HF_UHC_OOP_ZS
HF.UHC.OOPC.10.ZS,dcs:Percent,worldBank/HF_UHC_OOPC_10_ZS
HF.UHC.OOPC.25.ZS,dcs:Percent,worldBank/HF_UHC_OOPC_25_ZS
i_ATMs_pop,,worldBank/i_ATMs_pop
i_branches_A1_pop,,worldBank/i_branches_A1_pop
i_deposit_acc_A1_pop,,worldBank/i_deposit_acc_A1_pop
IC.FRM.FEMM.ZS,dcs:Percent,worldBank/IC_FRM_FEMM_ZS
IC.FRM.FEMO.ZS,dcs:Percent,worldBank/IC_FRM_FEMO_ZS
IC.IMP.CSBC.CD,dcs:USDollar,worldBank/IC_IMP_CSBC_CD
IC.IMP.CSDC.CD,dcs:USDollar,worldBank/IC_IMP_CSDC_CD
IC.REG.COST.PC.FE.ZS,dcs:Percent,worldBank/IC_REG_COST_PC_FE_ZS
IC.REG.COST.PC.MA.ZS,dcs:Percent,worldBank/IC_REG_COST_PC_MA_ZS
IC.REG.COST.PC.ZS,dcs:Percent,worldBank/IC_REG_COST_PC_ZS
IC.REG.DURS,,worldBank/IC_REG_DURS
IC.REG.DURS.FE,,worldBank/IC_REG_DURS_FE
IC.REG.DURS.MA,,worldBank/IC_REG_DURS_MA
IC.TAX.PAYM,,worldBank/IC_TAX_PAYM
IC.TAX.PRFT.CP.ZS,dcs:Percent,worldBank/IC_TAX_PRFT_CP_ZS
IC.TAX.TOTL.CP.ZS,dcs:Percent,worldBank/IC_TAX_TOTL_CP_ZS
IE.PPI.ENGY.CD,dcs:USDollar,worldBank/IE_PPI_ENGY_CD
IE.PPI.TELE.CD,dcs:USDollar,worldBank/IE_PPI_TELE_CD
IE.PPI.TRAN.CD,dcs:USDollar,worldBank/IE_PPI_TRAN_CD
IE.PPI.WATR.CD,dcs:USDollar,worldBank/IE_PPI_WATR_CD
IE.PPN.ENGY.CD,dcs:USDollar,worldBank/IE_PPN_ENGY_CD
IE.PPN.TRAN.CD,dcs:USDollar,worldBank/IE_PPN_TRAN_CD
IP.PAT.NRES,,worldBank/IP_PAT_NRES
IP.PAT.RESD,,worldBank/IP_PAT_RESD
IP.TMK.NRCT,,worldBank/IP_TMK_NRCT
IP.TMK.RSCT,,worldBank/IP_TMK_RSCT
IS.AIR.DPRT,,worldBank/IS_AIR_DPRT
IS.AIR.GOOD.MT.K1,,worldBank/IS_AIR_GOOD_MT_K1
IS.AIR.PSGR,,worldBank/IS_AIR_PSGR
IS.RRS.GOOD.MT.K6,,worldBank/IS_RRS_GOOD_MT_K6
IS.RRS.PASG.KM,,worldBank/IS_RRS_PASG_KM
IS.RRS.TOTL.KM,,worldBank/IS_RRS_TOTL_KM
IS.SHP.GOOD.TU,,worldBank/IS_SHP_GOOD_TU
IT.CEL.SETS,,worldBank/IT_CEL_SETS
IT.CEL.SETS.P2,,worldBank/IT_CEL_SETS_P2
IT.CMP.PCMP.P2,,worldBank/IT_CMP_PCMP_P2
IT.MLT.MAIN,,worldBank/IT_MLT_MAIN
IT.MLT.MAIN.P2,,worldBank/IT_MLT_MAIN_P2
IT.NET.BBND,,worldBank/IT_NET_BBND
IT.NET.BBND.P2,,worldBank/IT_NET_BBND_P2
IT.NET.SECR,,worldBank/IT_NET_SECR
IT.NET.SECR.P6,,worldBank/IT_NET_SECR_P6
IT.NET.USER.P2,,worldBank/IT_NET_USER_P2
IT.NET.USER.ZS,dcs:Percent,worldBank/IT_NET_USER_ZS
LP.EXP.DURS.MD,,worldBank/LP_EXP_DURS_MD
mobileaccount.t.d,,worldBank/mobileaccount_t_d
mobileaccount.t.d.1,,worldBank/mobileaccount_t_d_1
mobileaccount.t.d.2,,worldBank/mobileaccount_t_d_2
MS.MIL.MPRT.KD,,worldBank/MS_MIL_MPRT_KD
MS.MIL.TOTL.P1,,worldBank/MS_MIL_TOTL_P1
MS.MIL.TOTL.TF.ZS,dcs:Percent,worldBank/MS_MIL_TOTL_TF_ZS
MS.MIL.XPRT.KD,,worldBank/MS_MIL_XPRT_KD
NE.CON.GOVT.CD,dcs:USDollar,worldBank/NE_CON_GOVT_CD
NE.CON.GOVT.CN,,worldBank/NE_CON_GOVT_CN
NE.CON.GOVT.KD,,worldBank/NE_CON_GOVT_KD
NE.CON.GOVT.KD.ZG,,worldBank/NE_CON_GOVT_KD_ZG
NE.CON.GOVT.KN,,worldBank/NE_CON_GOVT_KN
NE.CON.GOVT.ZS,dcs:Percent,worldBank/NE_CON_GOVT_ZS
NE.CON.PRVT.CD,dcs:USDollar,worldBank/NE_CON_PRVT_CD
NE.CON.PRVT.CN,,worldBank/NE_CON_PRVT_CN
NE.CON.PRVT.CN.AD,,worldBank/NE_CON_PRVT_CN_AD
NE.CON.PRVT.KD,,worldBank/NE_CON_PRVT_KD
NE.CON.PRVT.KD.ZG,,worldBank/NE_CON_PRVT_KD_ZG
NE.CON.PRVT.KN,,worldBank/NE_CON_PRVT_KN
NE.CON.PRVT.PC.KD,,worldBank/NE_CON_PRVT_PC_KD
NE.CON.PRVT.PC.KD.ZG,,worldBank/NE_CON_PRVT_PC_KD_ZG
NE.CON.PRVT.PP.CD,dcs:USDollar,worldBank/NE_CON_PRVT_PP_CD
NE.CON.PRVT.PP.KD,,worldBank/NE_CON_PRVT_PP_KD
NE.CON.PRVT.ZS,dcs:Percent,worldBank/NE_CON_PRVT_ZS
NE.CON.TOTL.CD,dcs:USDollar,worldBank/NE_CON_TOTL_CD
NE.CON.TOTL.CN,,worldBank/NE_CON_TOTL_CN
NE.CON.TOTL.KD,,worldBank/NE_CON_TOTL_KD
NE.CON.TOTL.KD.ZG,,worldBank/NE_CON_TOTL_KD_ZG
NE.CON.TOTL.KN,,worldBank/NE_CON_TOTL_KN
NE.CON.TOTL.ZS,dcs:Percent,worldBank/NE_CON_TOTL_ZS
NE.DAB.DEFL.ZS,dcs:Percent,worldBank/NE_DAB_DEFL_ZS
NE.DAB.TOTL.CD,dcs:USDollar,worldBank/NE_DAB_TOTL_CD
NE.DAB.TOTL.CN,,worldBank/NE_DAB_TOTL_CN
NE.DAB.TOTL.KD,,worldBank/NE_DAB_TOTL_KD
NE.DAB.TOTL.KN,,worldBank/NE_DAB_TOTL_KN
NE.DAB.TOTL.ZS,dcs:Percent,worldBank/NE_DAB_TOTL_ZS
NE.EXP.GNFS.CD,dcs:USDollar,worldBank/NE_EXP_GNFS_CD
NE.EXP.GNFS.CN,,worldBank/NE_EXP_GNFS_CN
NE.EXP.GNFS.KD,,worldBank/NE_EXP_GNFS_KD
NE.EXP.GNFS.KD.ZG,,worldBank/NE_EXP_GNFS_KD_ZG
NE.EXP.GNFS.KN,,worldBank/NE_EXP_GNFS_KN
NE.EXP.GNFS.ZS,dcs:Percent,worldBank/NE_EXP_GNFS_ZS
NE.GDI.FPRV.CN,,worldBank/NE_GDI_FPRV_CN
NE.GDI.FPRV.ZS,dcs:Percent,worldBank/NE_GDI_FPRV_ZS
NE.GDI.FTOT.CD,dcs:USDollar,worldBank/NE_GDI_FTOT_CD
NE.GDI.FTOT.CN,,worldBank/NE_GDI_FTOT_CN
NE.GDI.FTOT.KD,,worldBank/NE_GDI_FTOT_KD
NE.GDI.FTOT.KD.ZG,,worldBank/NE_GDI_FTOT_KD_ZG
NE.GDI.FTOT.KN,,worldBank/NE_GDI_FTOT_KN
NE.GDI.FTOT.ZS,dcs:Percent,worldBank/NE_GDI_FTOT_ZS
NE.GDI.STKB.CD,dcs:USDollar,worldBank/NE_GDI_STKB_CD
NE.GDI.STKB.CN,,worldBank/NE_GDI_STKB_CN
NE.GDI.STKB.KN,,worldBank/NE_GDI_STKB_KN
NE.GDI.TOTL.CD,dcs:USDollar,worldBank/NE_GDI_TOTL_CD
NE.GDI.TOTL.CN,,worldBank/NE_GDI_TOTL_CN
NE.GDI.TOTL.KD,,worldBank/NE_GDI_TOTL_KD
NE.GDI.TOTL.KD.ZG,,worldBank/NE_GDI_TOTL_KD_ZG
NE.GDI.TOTL.KN,,worldBank/NE_GDI_TOTL_KN
NE.GDI.TOTL.ZS,dcs:Percent,worldBank/NE_GDI_TOTL_ZS
NE.IMP.GNFS.CD,dcs:USDollar,worldBank/NE_IMP_GNFS_CD
NE.IMP.GNFS.CN,,worldBank/NE_IMP_GNFS_CN
NE.IMP.GNFS.KD,,worldBank/NE_IMP_GNFS_KD
NE.IMP.GNFS.KD.ZG,,worldBank/NE_IMP_GNFS_KD_ZG
NE.IMP.GNFS.KN,,worldBank/NE_IMP_GNFS_KN
NE.IMP.GNFS.ZS,dcs:Percent,worldBank/NE_IMP_GNFS_ZS
NE.RSB.GNFS.CD,dcs:USDollar,worldBank/NE_RSB_GNFS_CD
NE.RSB.GNFS.CN,,worldBank/NE_RSB_GNFS_CN
NE.RSB.GNFS.KN,,worldBank/NE_RSB_GNFS_KN
NE.RSB.GNFS.ZS,dcs:Percent,worldBank/NE_RSB_GNFS_ZS
NE.TRD.GNFS.ZS,dcs:PercentGrossDomesticProduct,worldBank/NE_TRD_GNFS_ZS
NV.AGR.EMPL.KD,,worldBank/NV_AGR_EMPL_KD
NV.AGR.TOTL.CD,dcs:USDollar,worldBank/NV_AGR_TOTL_CD
NV.AGR.TOTL.CN,,worldBank/NV_AGR_TOTL_CN
NV.AGR.TOTL.KD,,worldBank/NV_AGR_TOTL_KD
NV.AGR.TOTL.KD.ZG,,worldBank/NV_AGR_TOTL_KD_ZG
NV.AGR.TOTL.KN,,worldBank/NV_AGR_TOTL_KN
NV.AGR.TOTL.ZS,dcs:Percent,worldBank/NV_AGR_TOTL_ZS
NV.FSM.TOTL.CN,,worldBank/NV_FSM_TOTL_CN
NV.FSM.TOTL.KN,,worldBank/NV_FSM_TOTL_KN
NV.IND.EMPL.KD,,worldBank/NV_IND_EMPL_KD
NV.IND.MANF.CD,dcs:USDollar,worldBank/NV_IND_MANF_CD
NV.IND.MANF.CN,,worldBank/NV_IND_MANF_CN
NV.IND.MANF.KD,,worldBank/NV_IND_MANF_KD
NV.IND.MANF.KD.ZG,,worldBank/NV_IND_MANF_KD_ZG
NV.IND.MANF.KN,,worldBank/NV_IND_MANF_KN
NV.IND.MANF.ZS,dcs:Percent,worldBank/NV_IND_MANF_ZS
NV.IND.TOTL.CD,dcs:USDollar,worldBank/NV_IND_TOTL_CD
NV.IND.TOTL.CN,,worldBank/NV_IND_TOTL_CN
NV.IND.TOTL.KD,,worldBank/NV_IND_TOTL_KD
NV.IND.TOTL.KD.ZG,,worldBank/NV_IND_TOTL_KD_ZG
NV.IND.TOTL.KN,,worldBank/NV_IND_TOTL_KN
NV.IND.TOTL.ZS,dcs:Percent,worldBank/NV_IND_TOTL_ZS
NV.MNF.CHEM.ZS.UN,dcs:Percent,worldBank/NV_MNF_CHEM_ZS_UN
NV.MNF.FBTO.ZS.UN,dcs:Percent,worldBank/NV_MNF_FBTO_ZS_UN
NV.MNF.MTRN.ZS.UN,dcs:Percent,worldBank/NV_MNF_MTRN_ZS_UN
NV.MNF.OTHR.ZS.UN,dcs:Percent,worldBank/NV_MNF_OTHR_ZS_UN
NV.MNF.TECH.ZS.UN,dcs:Percent,worldBank/NV_MNF_TECH_ZS_UN
NV.MNF.TXTL.ZS.UN,dcs:Percent,worldBank/NV_MNF_TXTL_ZS_UN
NV.SRV.EMPL.KD,,worldBank/NV_SRV_EMPL_KD
NV.SRV.TOTL.CD,dcs:USDollar,worldBank/NV_SRV_TOTL_CD
NV.SRV.TOTL.CN,,worldBank/NV_SRV_TOTL_CN
NV.SRV.TOTL.KD,,worldBank/NV_SRV_TOTL_KD
NV.SRV.TOTL.KD.ZG,,worldBank/NV_SRV_TOTL_KD_ZG
NV.SRV.TOTL.KN,,worldBank/NV_SRV_TOTL_KN
NV.SRV.TOTL.ZS,dcs:Percent,worldBank/NV_SRV_TOTL_ZS
NY.ADJ.AEDU.CD,dcs:USDollar,worldBank/NY_ADJ_AEDU_CD
NY.ADJ.AEDU.GN.ZS,dcs:Percent,worldBank/NY_ADJ_AEDU_GN_ZS
NY.ADJ.DCO2.CD,dcs:USDollar,worldBank/NY_ADJ_DCO2_CD
NY.ADJ.DCO2.GN.ZS,dcs:Percent,worldBank/NY_ADJ_DCO2_GN_ZS
NY.ADJ.DFOR.CD,dcs:USDollar,worldBank/NY_ADJ_DFOR_CD
NY.ADJ.DFOR.GN.ZS,dcs:Percent,worldBank/NY_ADJ_DFOR_GN_ZS
NY.ADJ.DKAP.CD,dcs:USDollar,worldBank/NY_ADJ_DKAP_CD
NY.ADJ.DKAP.GN.ZS,dcs:Percent,worldBank/NY_ADJ_DKAP_GN_ZS
NY.ADJ.DMIN.CD,dcs:USDollar,worldBank/NY_ADJ_DMIN_CD
NY.ADJ.DMIN.GN.ZS,dcs:Percent,worldBank/NY_ADJ_DMIN_GN_ZS
NY.ADJ.DNGY.CD,dcs:USDollar,worldBank/NY_ADJ_DNGY_CD
NY.ADJ.DNGY.GN.ZS,dcs:Percent,worldBank/NY_ADJ_DNGY_GN_ZS
NY.ADJ.DPEM.CD,dcs:USDollar,worldBank/NY_ADJ_DPEM_CD
NY.ADJ.DPEM.GN.ZS,dcs:Percent,worldBank/NY_ADJ_DPEM_GN_ZS
NY.ADJ.DRES.GN.ZS,dcs:Percent,worldBank/NY_ADJ_DRES_GN_ZS
NY.ADJ.ICTR.GN.ZS,dcs:Percent,worldBank/NY_ADJ_ICTR_GN_ZS
NY.ADJ.NNAT.CD,dcs:USDollar,worldBank/NY_ADJ_NNAT_CD
NY.ADJ.NNAT.GN.ZS,dcs:Percent,worldBank/NY_ADJ_NNAT_GN_ZS
NY.ADJ.NNTY.CD,dcs:USDollar,worldBank/NY_ADJ_NNTY_CD
NY.ADJ.NNTY.KD,,worldBank/NY_ADJ_NNTY_KD
NY.ADJ.NNTY.KD.ZG,,worldBank/NY_ADJ_NNTY_KD_ZG
NY.ADJ.NNTY.PC.CD,dcs:USDollar,worldBank/NY_ADJ_NNTY_PC_CD
NY.ADJ.NNTY.PC.KD,,worldBank/NY_ADJ_NNTY_PC_KD
NY.ADJ.NNTY.PC.KD.ZG,,worldBank/NY_ADJ_NNTY_PC_KD_ZG
NY.ADJ.SVNG.CD,dcs:USDollar,worldBank/NY_ADJ_SVNG_CD
NY.ADJ.SVNG.GN.ZS,dcs:Percent,worldBank/NY_ADJ_SVNG_GN_ZS
NY.ADJ.SVNX.CD,dcs:USDollar,worldBank/NY_ADJ_SVNX_CD
NY.ADJ.SVNX.GN.ZS,dcs:Percent,worldBank/NY_ADJ_SVNX_GN_ZS
NY.AGR.SUBS.GD.ZS,dcs:Percent,worldBank/NY_AGR_SUBS_GD_ZS
NY.EXP.CAPM.KN,,worldBank/NY_EXP_CAPM_KN
NY.GDP.COAL.RT.ZS,dcs:Percent,worldBank/NY_GDP_COAL_RT_ZS
NY.GDP.DEFL.KD.ZG,,worldBank/NY_GDP_DEFL_KD_ZG
NY.GDP.DEFL.KD.ZG.AD,,worldBank/NY_GDP_DEFL_KD_ZG_AD
NY.GDP.DEFL.ZS,dcs:Percent,worldBank/NY_GDP_DEFL_ZS
NY.GDP.DEFL.ZS.AD,dcs:Percent,worldBank/NY_GDP_DEFL_ZS_AD
NY.GDP.DISC.CN,,worldBank/NY_GDP_DISC_CN
NY.GDP.DISC.KN,,worldBank/NY_GDP_DISC_KN
NY.GDP.FCST.CD,dcs:USDollar,worldBank/NY_GDP_FCST_CD
NY.GDP.FCST.CN,,worldBank/NY_GDP_FCST_CN
NY.GDP.FCST.KD,,worldBank/NY_GDP_FCST_KD
NY.GDP.FCST.KN,,worldBank/NY_GDP_FCST_KN
NY.GDP.FRST.RT.ZS,dcs:Percent,worldBank/NY_GDP_FRST_RT_ZS
NY.GDP.MINR.RT.ZS,dcs:Percent,worldBank/NY_GDP_MINR_RT_ZS
NY.GDP.MKTP.CD,dcs:USDollar,worldBank/NY_GDP_MKTP_CD
NY.GDP.MKTP.CN,,worldBank/NY_GDP_MKTP_CN
NY.GDP.MKTP.CN.AD,,worldBank/NY_GDP_MKTP_CN_AD
NY.GDP.MKTP.KD,,worldBank/NY_GDP_MKTP_KD
NY.GDP.MKTP.KD.ZG,,worldBank/NY_GDP_MKTP_KD_ZG
NY.GDP.MKTP.KN,,worldBank/NY_GDP_MKTP_KN
NY.GDP.MKTP.PP.CD,dcs:USDollar,worldBank/NY_GDP_MKTP_PP_CD
NY.GDP.MKTP.PP.KD,,worldBank/NY_GDP_MKTP_PP_KD
NY.GDP.NGAS.RT.ZS,dcs:Percent,worldBank/NY_GDP_NGAS_RT_ZS
NY.GDP.PCAP.CD,dcs:USDollar,worldBank/NY_GDP_PCAP_CD
NY.GDP.PCAP.CN,,worldBank/NY_GDP_PCAP_CN
NY.GDP.PCAP.KD,,worldBank/NY_GDP_PCAP_KD
NY.GDP.PCAP.KD.ZG,,worldBank/NY_GDP_PCAP_KD_ZG
NY.GDP.PCAP.KN,,worldBank/NY_GDP_PCAP_KN
NY.GDP.PCAP.PP.CD,dcs:USDollar,worldBank/NY_GDP_PCAP_PP_CD
NY.GDP.PCAP.PP.KD,,worldBank/NY_GDP_PCAP_PP_KD
NY.GDP.PETR.RT.ZS,dcs:Percent,worldBank/NY_GDP_PETR_RT_ZS
NY.GDP.TOTL.RT.ZS,dcs:Percent,worldBank/NY_GDP_TOTL_RT_ZS
NY.GDS.TOTL.CD,dcs:USDollar,worldBank/NY_GDS_TOTL_CD
NY.GDS.TOTL.CN,,worldBank/NY_GDS_TOTL_CN
NY.GDS.TOTL.ZS,dcs:Percent,worldBank/NY_GDS_TOTL_ZS
NY.GDY.TOTL.KN,,worldBank/NY_GDY_TOTL_KN
NY.GNP.ATLS.CD,dcs:USDollar,worldBank/NY_GNP_ATLS_CD
NY.GNP.MKTP.CD,dcs:USDollar,worldBank/NY_GNP_MKTP_CD
NY.GNP.MKTP.CN,,worldBank/NY_GNP_MKTP_CN
NY.GNP.MKTP.CN.AD,,worldBank/NY_GNP_MKTP_CN_AD
NY.GNP.MKTP.KD,,worldBank/NY_GNP_MKTP_KD
NY.GNP.MKTP.KD.ZG,,worldBank/NY_GNP_MKTP_KD_ZG
NY.GNP.MKTP.KN,,worldBank/NY_GNP_MKTP_KN
NY.GNP.MKTP.PC.CD,dcs:USDollar,worldBank/NY_GNP_MKTP_PC_CD
NY.GNP.MKTP.PP.CD,dcs:USDollar,worldBank/NY_GNP_MKTP_PP_CD
NY.GNP.MKTP.PP.KD,,worldBank/NY_GNP_MKTP_PP_KD
NY.GNP.PCAP.CD,dcs:USDollar,worldBank/NY_GNP_PCAP_CD
NY.GNP.PCAP.CN,,worldBank/NY_GNP_PCAP_CN
NY.GNP.PCAP.KD,,worldBank/NY_GNP_PCAP_KD
NY.GNP.PCAP.KD.ZG,,worldBank/NY_GNP_PCAP_KD_ZG
