Date,GeoId,MeanMothersAge_BirthEvent,MedianMothersAge_BirthEvent,FertilityRate_Person_Female
2016,nuts/NO034,29.8,29.4,1.72
2017,nuts/NO034,30.1,29.6,1.53
2018,nuts/NO034,30.1,29.7,1.56
2019,nuts/NO034,30.5,30.2,1.5
2013,nuts/NO04,,29.8,
2014,nuts/NO04,30.1,29.8,1.87
2015,nuts/NO04,30.2,29.9,1.85
2016,nuts/NO04,30.3,30.1,1.85
2017,nuts/NO04,30.4,30.2,1.77
2018,nuts/NO04,30.4,30.2,1.68
2019,nuts/NO04,30.7,30.7,1.64
2013,nuts/NO041,,29.5,
2014,nuts/NO041,30.0,29.9,1.8
2015,nuts/NO041,30.1,29.9,1.76
2016,nuts/NO041,30.3,30.2,1.78
2017,nuts/NO041,30.0,29.9,1.62
2018,nuts/NO041,29.8,29.5,1.61
2019,nuts/NO041,30.6,30.6,1.54
2013,nuts/NO042,,29.5,
2014,nuts/NO042,29.9,29.6,1.8
2015,nuts/NO042,30.1,29.8,1.83
2016,nuts/NO042,30.1,29.7,1.83
2017,nuts/NO042,30.5,30.0,1.71
2018,nuts/NO042,30.7,30.3,1.61
2019,nuts/NO042,30.7,30.4,1.62
2013,nuts/NO043,,30.0,
2014,nuts/NO043,30.1,29.9,1.91
2015,nuts/NO043,30.2,30.0,1.87
2016,nuts/NO043,30.4,30.3,1.88
2017,nuts/NO043,30.4,30.4,1.83
2018,nuts/NO043,30.4,30.4,1.73
2019,nuts/NO043,30.8,30.9,1.67
2013,nuts/NO05,,30.0,
2014,nuts/NO05,30.6,30.4,1.81
2015,nuts/NO05,30.5,30.1,1.82
2016,nuts/NO05,30.7,30.4,1.79
2017,nuts/NO05,30.8,30.6,1.7
2018,nuts/NO05,30.9,30.8,1.64
2019,nuts/NO05,31.1,31.0,1.6
2013,nuts/NO051,,30.2,
2014,nuts/NO051,30.7,30.4,1.78
2015,nuts/NO051,30.7,30.4,1.83
2016,nuts/NO051,30.8,30.5,1.8
2017,nuts/NO051,31.0,30.7,1.67
2018,nuts/NO051,31.1,30.9,1.6
2019,nuts/NO051,31.2,31.1,1.57
2013,nuts/NO052,,29.9,
2014,nuts/NO052,30.8,30.8,1.95
2015,nuts/NO052,30.2,30.0,1.82
2016,nuts/NO052,30.8,30.6,1.78
2017,nuts/NO052,30.8,30.6,1.78
2018,nuts/NO052,30.7,30.5,1.72
2019,nuts/NO052,31.2,31.1,1.7
2013,nuts/NO053,,29.7,
2014,nuts/NO053,30.3,30.2,1.83
2015,nuts/NO053,30.0,29.7,1.8
2016,nuts/NO053,30.4,30.2,1.77
2017,nuts/NO053,30.5,30.3,1.73
2018,nuts/NO053,30.6,30.5,1.7
2019,nuts/NO053,30.7,30.6,1.64
2013,nuts/NO06,,29.5,
2014,nuts/NO06,30.2,29.8,1.79
2015,nuts/NO06,30.4,29.7,1.74
2016,nuts/NO06,30.5,30.0,1.72
2017,nuts/NO06,30.5,29.9,1.63
2018,nuts/NO06,30.6,30.2,1.54
2019,nuts/NO06,30.9,30.4,1.52
2020,nuts/NO06,31.0,30.6,1.47
2021,nuts/NO06,31.2,30.9,1.56
2022,nuts/NO06,31.2,30.9,1.44
2013,nuts/NO060,30.0,29.5,
2014,nuts/NO060,30.2,29.8,1.79
2015,nuts/NO060,30.4,29.7,1.74
2016,nuts/NO060,30.5,30.0,1.72
2017,nuts/NO060,30.5,29.9,1.63
2018,nuts/NO060,30.6,30.2,1.54
2019,nuts/NO060,30.9,30.4,1.52
2020,nuts/NO060,31.0,30.6,1.47
2021,nuts/NO060,31.2,30.9,1.56
2022,nuts/NO060,31.2,30.9,1.44
2013,nuts/NO061,,29.9,
2014,nuts/NO061,30.6,30.3,1.75
2015,nuts/NO061,30.8,30.1,1.7
2016,nuts/NO061,30.9,30.4,1.7
2017,nuts/NO061,30.8,30.2,1.6
2013,nuts/NO062,,28.6,
2014,nuts/NO062,29.3,28.7,1.91
2015,nuts/NO062,29.5,28.7,1.84
2016,nuts/NO062,29.5,28.9,1.78
2017,nuts/NO062,29.6,29.0,1.73
2013,nuts/NO07,,29.3,
2014,nuts/NO07,29.8,29.3,1.71
2015,nuts/NO07,30.0,29.4,1.74
2016,nuts/NO07,30.1,29.4,1.68
2017,nuts/NO07,30.2,29.5,1.59
2018,nuts/NO07,30.1,29.5,1.54
2019,nuts/NO07,30.4,29.8,1.49
2020,nuts/NO07,30.5,30.2,1.41
2021,nuts/NO07,30.5,30.3,1.57
2022,nuts/NO07,30.7,30.4,1.39
2013,nuts/NO071,,28.9,
2014,nuts/NO071,29.6,29.0,1.75
2015,nuts/NO071,29.4,28.8,1.76
2016,nuts/NO071,29.7,29.0,1.68
2017,nuts/NO071,29.9,29.2,1.62
2018,nuts/NO071,29.9,29.3,1.54
2019,nuts/NO071,29.9,29.3,1.5
2020,nuts/NO071,30.3,30.1,1.41
2021,nuts/NO071,30.3,30.2,1.6
2022,nuts/NO071,30.5,30.3,1.43
2013,nuts/NO072,,30.0,
2014,nuts/NO072,30.1,29.8,1.68
2015,nuts/NO072,30.7,30.5,1.7
2016,nuts/NO072,30.5,30.0,1.65
2017,nuts/NO072,30.6,30.2,1.53
2018,nuts/NO072,30.5,29.9,1.54
2019,nuts/NO072,31.1,30.6,1.46
2013,nuts/NO073,,28.9,
2014,nuts/NO073,29.9,29.1,1.65
2015,nuts/NO073,30.0,29.4,1.76
2016,nuts/NO073,30.0,29.2,1.74
2017,nuts/NO073,30.3,29.4,1.62
2018,nuts/NO073,29.9,29.1,1.51
2019,nuts/NO073,30.5,29.7,1.56
2020,nuts/NO074,,30.3,
2021,nuts/NO074,30.8,30.4,1.55
2022,nuts/NO074,30.9,30.5,1.36
2020,nuts/NO08,,32.3,
2021,nuts/NO08,32.4,32.4,1.5
2022,nuts/NO08,32.5,32.5,1.34
2020,nuts/NO081,,32.9,
2021,nuts/NO081,33.6,32.9,1.44
2022,nuts/NO081,33.8,33.1,1.26
2020,nuts/NO082,,31.7,
2021,nuts/NO082,31.5,31.8,1.6
2022,nuts/NO082,31.5,31.9,1.46
2020,nuts/NO09,,30.8,
2021,nuts/NO09,30.8,30.9,1.54
2022,nuts/NO09,31.0,31.1,1.46
2020,nuts/NO091,,31.0,
2021,nuts/NO091,30.8,31.0,1.5
2022,nuts/NO091,31.0,31.3,1.41
2020,nuts/NO092,,30.6,
2021,nuts/NO092,30.8,30.8,1.59
2022,nuts/NO092,30.9,30.8,1.52
2020,nuts/NO0A,,31.1,
2021,nuts/NO0A,31.2,31.3,1.67
2022,nuts/NO0A,31.2,31.3,1.51
2020,nuts/NO0A1,,31.1,
2021,nuts/NO0A1,31.0,31.2,1.74
2022,nuts/NO0A1,31.0,31.3,1.57
2020,nuts/NO0A2,,31.2,
2021,nuts/NO0A2,31.5,31.4,1.61
2022,nuts/NO0A2,31.5,31.4,1.47
2020,nuts/NO0A3,,30.8,
2021,nuts/NO0A3,31.0,31.2,1.73
2022,nuts/NO0A3,31.0,31.1,1.51
2013,nuts/PL2,29.1,29.2,1.3
2014,nuts/PL2,29.2,29.5,1.32
2015,nuts/PL2,29.3,29.8,1.32
2016,nuts/PL2,29.5,30.0,1.39
2017,nuts/PL2,29.6,30.2,1.48
2018,nuts/PL2,29.6,30.3,1.47
2019,nuts/PL2,29.8,30.5,1.44
2020,nuts/PL2,29.9,30.6,1.4
2021,nuts/PL2,30.0,30.8,1.33
2022,nuts/PL2,30.1,30.9,1.28
2013,nuts/PL21,29.4,29.3,1.33
2014,nuts/PL21,29.6,29.7,1.34
2015,nuts/PL21,29.7,30.0,1.36
2016,nuts/PL21,29.8,30.2,1.44
2017,nuts/PL21,29.9,30.3,1.52
2018,nuts/PL21,30.0,30.5,1.53
2019,nuts/PL21,30.0,30.6,1.52
2020,nuts/PL21,30.2,30.7,1.48
2021,nuts/PL21,30.3,30.9,1.41
2022,nuts/PL21,30.4,31.1,1.35
2013,nuts/PL213,,31.0,
2014,nuts/PL213,30.8,31.4,1.16
2015,nuts/PL213,30.7,31.5,1.24
2016,nuts/PL213,30.6,31.6,1.37
2017,nuts/PL213,30.6,31.7,1.45
2018,nuts/PL213,30.6,31.8,1.52
2019,nuts/PL213,30.5,31.8,1.56
2020,nuts/PL213,30.6,31.9,1.51
2021,nuts/PL213,30.8,32.1,1.48
2022,nuts/PL213,31.2,32.2,1.26
2013,nuts/PL214,,29.1,
2014,nuts/PL214,29.4,29.5,1.39
2015,nuts/PL214,29.7,29.8,1.4
2016,nuts/PL214,29.7,29.9,1.46
2017,nuts/PL214,29.8,30.1,1.54
2018,nuts/PL214,29.9,30.3,1.55
2019,nuts/PL214,30.2,30.5,1.49
2020,nuts/PL214,30.4,30.8,1.5
2021,nuts/PL214,30.4,30.9,1.43
2022,nuts/PL214,30.4,31.0,1.37
2013,nuts/PL217,,28.9,
2014,nuts/PL217,29.7,29.4,1.3
2015,nuts/PL217,29.7,29.6,1.28
2016,nuts/PL217,29.8,29.7,1.32
2017,nuts/PL217,29.9,29.8,1.43
2018,nuts/PL217,30.1,30.1,1.43
2019,nuts/PL217,30.1,30.2,1.37
2020,nuts/PL217,30.2,30.3,1.34
2021,nuts/PL217,30.5,30.7,1.26
2022,nuts/PL217,30.4,30.6,1.32
2013,nuts/PL218,,28.7,
2014,nuts/PL218,29.3,28.8,1.56
2015,nuts/PL218,29.5,29.1,1.53
2016,nuts/PL218,29.7,29.3,1.6
2017,nuts/PL218,29.8,29.5,1.69
2018,nuts/PL218,29.8,29.5,1.7
2019,nuts/PL218,29.9,29.7,1.67
2020,nuts/PL218,30.1,29.9,1.62
2021,nuts/PL218,30.1,30.0,1.53
2022,nuts/PL218,30.1,30.2,1.51
2013,nuts/PL219,,28.3,
2014,nuts/PL219,28.8,28.4,1.37
2015,nuts/PL219,29.0,28.7,1.4
2016,nuts/PL219,29.2,29.0,1.47
2017,nuts/PL219,29.3,29.2,1.55
2018,nuts/PL219,29.4,29.3,1.49
2019,nuts/PL219,29.3,29.4,1.52
2020,nuts/PL219,29.3,29.3,1.45
2021,nuts/PL219,29.6,29.7,1.4
2022,nuts/PL219,29.8,30.0,1.41
2013,nuts/PL21A,,29.0,
2014,nuts/PL21A,29.1,29.2,1.33
2015,nuts/PL21A,29.3,29.5,1.34
2016,nuts/PL21A,29.4,29.8,1.36
2017,nuts/PL21A,29.4,29.8,1.46
2018,nuts/PL21A,29.6,30.0,1.42
2019,nuts/PL21A,29.8,30.1,1.42
2020,nuts/PL21A,29.9,30.2,1.32
2021,nuts/PL21A,30.0,30.4,1.27
2022,nuts/PL21A,30.1,30.7,1.25
2013,nuts/PL22,28.8,29.1,1.29
2014,nuts/PL22,29.0,29.3,1.3
2015,nuts/PL22,29.0,29.6,1.29
2016,nuts/PL22,29.2,29.8,1.35
2017,nuts/PL22,29.3,30.1,1.45
2018,nuts/PL22,29.4,30.2,1.41
2019,nuts/PL22,29.5,30.4,1.38
2020,nuts/PL22,29.6,30.5,1.34
2021,nuts/PL22,29.8,30.7,1.25
2022,nuts/PL22,29.8,30.8,1.22
2013,nuts/PL224,,29.4,
2014,nuts/PL224,29.2,29.5,1.18
2015,nuts/PL224,29.3,29.7,1.18
2016,nuts/PL224,29.5,30.0,1.23
2017,nuts/PL224,29.7,30.2,1.31
2018,nuts/PL224,29.7,30.4,1.27
2019,nuts/PL224,29.8,30.4,1.26
2020,nuts/PL224,29.9,30.5,1.25
2021,nuts/PL224,30.2,30.7,1.13
2022,nuts/PL224,30.3,31.0,1.2
2013,nuts/PL225,,29.2,
2014,nuts/PL225,29.3,29.5,1.42
2015,nuts/PL225,29.3,29.7,1.41
2016,nuts/PL225,29.5,29.9,1.46
2017,nuts/PL225,29.7,30.1,1.56
2018,nuts/PL225,29.6,30.1,1.53
2019,nuts/PL225,29.7,30.3,1.48
2020,nuts/PL225,29.8,30.4,1.45
2021,nuts/PL225,30.1,30.7,1.38
2022,nuts/PL225,30.0,30.7,1.33
2013,nuts/PL227,,28.6,
2014,nuts/PL227,28.7,28.8,1.38
2015,nuts/PL227,28.6,28.9,1.36
2016,nuts/PL227,29.0,29.3,1.42
2017,nuts/PL227,29.1,29.5,1.52
2018,nuts/PL227,29.1,29.6,1.45
2019,nuts/PL227,29.3,29.9,1.41
2020,nuts/PL227,29.3,30.0,1.36
2021,nuts/PL227,29.5,30.2,1.24
2022,nuts/PL227,29.6,30.4,1.23
2013,nuts/PL228,,28.9,
2014,nuts/PL228,28.7,29.0,1.26
2015,nuts/PL228,29.0,29.6,1.22
2016,nuts/PL228,29.1,29.8,1.28
2017,nuts/PL228,29.2,29.9,1.44
2018,nuts/PL228,29.2,29.9,1.33
2019,nuts/PL228,29.2,30.0,1.37
2020,nuts/PL228,29.4,30.2,1.32
2021,nuts/PL228,29.4,30.4,1.27
2022,nuts/PL228,29.5,30.4,1.18
2013,nuts/PL229,,29.0,
2014,nuts/PL229,29.0,29.5,1.25
2015,nuts/PL229,28.9,29.7,1.26
2016,nuts/PL229,29.1,30.1,1.33
2017,nuts/PL229,28.9,29.9,1.45
2018,nuts/PL229,29.1,30.1,1.44
2019,nuts/PL229,29.4,30.4,1.37
2020,nuts/PL229,29.3,30.5,1.37
2021,nuts/PL229,29.5,30.5,1.24
2022,nuts/PL229,29.6,30.8,1.23
2013,nuts/PL22A,,28.9,
2014,nuts/PL22A,28.8,29.5,1.3
2015,nuts/PL22A,28.8,29.7,1.29
2016,nuts/PL22A,28.9,29.8,1.36
2017,nuts/PL22A,29.1,30.3,1.46
2018,nuts/PL22A,29.2,30.3,1.46
2019,nuts/PL22A,29.3,30.6,1.41
2020,nuts/PL22A,29.4,30.6,1.34
2021,nuts/PL22A,29.6,30.9,1.27
2022,nuts/PL22A,29.6,30.9,1.17
2013,nuts/PL22B,,29.4,
2014,nuts/PL22B,28.9,29.7,1.19
2015,nuts/PL22B,29.1,30.0,1.19
2016,nuts/PL22B,29.1,30.2,1.27
2017,nuts/PL22B,29.4,30.5,1.31
2018,nuts/PL22B,29.4,30.5,1.28
2019,nuts/PL22B,29.5,30.6,1.25
2020,nuts/PL22B,29.8,30.9,1.21
2021,nuts/PL22B,29.8,30.9,1.16
2022,nuts/PL22B,29.9,31.0,1.12
2013,nuts/PL22C,,29.0,
2014,nuts/PL22C,29.2,29.4,1.47
2015,nuts/PL22C,29.2,29.6,1.45
2016,nuts/PL22C,29.2,29.8,1.5
2017,nuts/PL22C,29.6,30.1,1.6
2018,nuts/PL22C,29.6,30.4,1.55
2019,nuts/PL22C,29.8,30.7,1.5
2020,nuts/PL22C,29.8,30.6,1.44
2021,nuts/PL22C,30.1,31.0,1.36
2022,nuts/PL22C,30.0,31.0,1.28
2013,nuts/PL4,28.6,28.8,1.33
2014,nuts/PL4,28.7,29.1,1.36
2015,nuts/PL4,28.9,29.4,1.35
2016,nuts/PL4,29.0,29.6,1.43
2017,nuts/PL4,29.1,29.8,1.53
2018,nuts/PL4,29.2,29.8,1.49
2019,nuts/PL4,29.3,30.0,1.46
2020,nuts/PL4,29.4,30.1,1.42
2021,nuts/PL4,29.5,30.3,1.36
2022,nuts/PL4,29.6,30.4,1.29
2013,nuts/PL41,28.8,28.9,1.37
2014,nuts/PL41,28.9,29.1,1.41
2015,nuts/PL41,29.0,29.4,1.41
2016,nuts/PL41,29.1,29.7,1.49
2017,nuts/PL41,29.3,29.8,1.6
2018,nuts/PL41,29.3,29.9,1.57
2019,nuts/PL41,29.3,30.0,1.55
2020,nuts/PL41,29.5,30.2,1.52
2021,nuts/PL41,29.6,30.3,1.46
2022,nuts/PL41,29.7,30.4,1.36
2013,nuts/PL411,,28.1,
2014,nuts/PL411,28.4,28.5,1.36
2015,nuts/PL411,28.4,28.6,1.38
2016,nuts/PL411,28.5,28.8,1.43
2017,nuts/PL411,28.7,29.0,1.54
2018,nuts/PL411,28.8,29.0,1.47
2019,nuts/PL411,29.0,29.3,1.44
2020,nuts/PL411,29.2,29.5,1.41
2021,nuts/PL411,29.0,29.5,1.27
2022,nuts/PL411,29.1,29.4,1.25
2013,nuts/PL414,,28.3,
2014,nuts/PL414,28.7,28.7,1.4
2015,nuts/PL414,28.7,28.8,1.34
2016,nuts/PL414,28.9,29.0,1.41
2017,nuts/PL414,29.1,29.3,1.48
2018,nuts/PL414,29.1,29.3,1.47
2019,nuts/PL414,29.2,29.3,1.46
2020,nuts/PL414,29.4,29.5,1.37
2021,nuts/PL414,29.4,29.6,1.32
2022,nuts/PL414,29.6,30.0,1.31
2013,nuts/PL415,,30.5,
2014,nuts/PL415,30.3,30.9,1.21
2015,nuts/PL415,30.2,31.1,1.23
2016,nuts/PL415,30.1,31.2,1.39
2017,nuts/PL415,30.2,31.5,1.48
2018,nuts/PL415,29.9,31.3,1.51
2019,nuts/PL415,30.0,31.5,1.51
2020,nuts/PL415,30.1,31.7,1.52
2021,nuts/PL415,29.9,31.6,1.53
2022,nuts/PL415,30.3,31.6,1.21
2013,nuts/PL416,,28.5,
2014,nuts/PL416,28.5,28.5,1.42
2015,nuts/PL416,28.7,28.8,1.41
2016,nuts/PL416,28.9,29.1,1.45
2017,nuts/PL416,29.0,29.3,1.56
2018,nuts/PL416,29.2,29.4,1.5
2019,nuts/PL416,29.2,29.4,1.49
2020,nuts/PL416,29.4,29.7,1.44
2021,nuts/PL416,29.5,29.7,1.39
2022,nuts/PL416,29.6,30.0,1.35
2013,nuts/PL417,,28.4,
2014,nuts/PL417,28.6,28.5,1.49
2015,nuts/PL417,28.8,28.9,1.49
2016,nuts/PL417,28.8,29.0,1.55
2017,nuts/PL417,29.0,29.2,1.7
2018,nuts/PL417,29.0,29.2,1.68
2019,nuts/PL417,29.1,29.3,1.64
2020,nuts/PL417,29.1,29.5,1.63
2021,nuts/PL417,29.4,29.6,1.51
2022,nuts/PL417,29.2,29.6,1.48
2013,nuts/PL418,,29.4,
2014,nuts/PL418,29.1,29.7,1.5
2015,nuts/PL418,29.3,30.1,1.56
2016,nuts/PL418,29.5,30.4,1.65
2017,nuts/PL418,29.5,30.4,1.79
2018,nuts/PL418,29.5,30.5,1.73
2019,nuts/PL418,29.6,30.6,1.7
2020,nuts/PL418,29.6,30.7,1.69
2021,nuts/PL418,29.9,31.0,1.63
2022,nuts/PL418,30.0,31.0,1.49
2013,nuts/PL42,28.4,28.7,1.25
2014,nuts/PL42,28.5,29.0,1.28
2015,nuts/PL42,28.7,29.3,1.26
2016,nuts/PL42,28.8,29.5,1.34
2017,nuts/PL42,29.0,29.7,1.41
2018,nuts/PL42,29.0,29.8,1.37
2019,nuts/PL42,29.2,30.0,1.33
2020,nuts/PL42,29.3,30.1,1.28
2021,nuts/PL42,29.4,30.2,1.23
2022,nuts/PL42,29.5,30.4,1.18
2013,nuts/PL424,,30.3,
2014,nuts/PL424,29.6,30.7,1.16
2015,nuts/PL424,29.6,30.8,1.18
2016,nuts/PL424,29.8,31.1,1.26
2017,nuts/PL424,29.6,31.0,1.38
2018,nuts/PL424,29.6,30.9,1.4
2019,nuts/PL424,29.9,31.4,1.35
2020,nuts/PL424,30.0,31.2,1.34
2021,nuts/PL424,29.8,31.3,1.37
2022,nuts/PL424,30.1,31.4,1.28
2013,nuts/PL426,,28.7,
2014,nuts/PL426,28.5,28.7,1.26
2015,nuts/PL426,28.5,29.0,1.25
2016,nuts/PL426,28.7,29.3,1.35
2017,nuts/PL426,29.0,29.4,1.44
2018,nuts/PL426,28.9,29.6,1.39
2019,nuts/PL426,29.1,29.8,1.37
2020,nuts/PL426,29.1,29.8,1.28
2021,nuts/PL426,29.3,30.0,1.21
2022,nuts/PL426,29.4,30.1,1.14
2013,nuts/PL427,,27.8,
2014,nuts/PL427,28.1,28.1,1.34
2015,nuts/PL427,28.3,28.4,1.3
2016,nuts/PL427,28.2,28.3,1.33
2017,nuts/PL427,28.6,28.9,1.37
2018,nuts/PL427,28.6,29.1,1.29
2019,nuts/PL427,28.7,29.0,1.25
2020,nuts/PL427,28.9,29.2,1.21
2021,nuts/PL427,29.1,29.4,1.13
2022,nuts/PL427,29.2,29.7,1.12
2013,nuts/PL428,,28.4,
2014,nuts/PL428,28.3,28.7,1.3
2015,nuts/PL428,28.6,29.0,1.29
2016,nuts/PL428,28.6,29.2,1.36
2017,nuts/PL428,28.7,29.3,1.42
2018,nuts/PL428,28.9,29.6,1.37
2019,nuts/PL428,29.0,29.6,1.32
2020,nuts/PL428,29.2,29.8,1.26
2021,nuts/PL428,29.2,29.9,1.2
2022,nuts/PL428,29.4,29.9,1.16
2013,nuts/PL43,28.4,28.7,1.29
2014,nuts/PL43,28.5,28.9,1.31
2015,nuts/PL43,28.6,29.2,1.29
2016,nuts/PL43,28.7,29.4,1.36
2017,nuts/PL43,29.0,29.7,1.46
2018,nuts/PL43,28.9,29.7,1.38
2019,nuts/PL43,29.1,29.8,1.35
2020,nuts/PL43,29.2,29.9,1.32
2021,nuts/PL43,29.3,30.2,1.25
2022,nuts/PL43,29.3,30.2,1.2
2013,nuts/PL431,,28.6,
2014,nuts/PL431,28.3,28.7,1.33
2015,nuts/PL431,28.5,29.0,1.31
2016,nuts/PL431,28.5,29.2,1.37
2017,nuts/PL431,28.9,29.5,1.45
2018,nuts/PL431,28.8,29.6,1.38
2019,nuts/PL431,29.0,29.8,1.38
2020,nuts/PL431,29.1,29.9,1.32
2021,nuts/PL431,29.3,30.2,1.22
2022,nuts/PL431,29.2,30.2,1.19
2013,nuts/PL432,,28.8,
2014,nuts/PL432,28.6,29.0,1.3
2015,nuts/PL432,28.6,29.3,1.29
2016,nuts/PL432,28.9,29.6,1.36
2017,nuts/PL432,29.1,29.8,1.47
2018,nuts/PL432,29.0,29.7,1.38
2019,nuts/PL432,29.2,29.9,1.33
2020,nuts/PL432,29.3,30.0,1.33
2021,nuts/PL432,29.4,30.1,1.27
2022,nuts/PL432,29.4,30.2,1.21
2013,nuts/PL5,28.8,29.1,1.19
2014,nuts/PL5,29.0,29.5,1.26
2015,nuts/PL5,29.0,29.7,1.24
2016,nuts/PL5,29.1,30.0,1.32
2017,nuts/PL5,29.3,30.2,1.39
2018,nuts/PL5,29.3,30.3,1.38
2019,nuts/PL5,29.5,30.5,1.37
2020,nuts/PL5,29.6,30.7,1.34
2021,nuts/PL5,29.8,30.9,1.29
2022,nuts/PL5,29.8,30.8,1.25
2013,nuts/PL51,28.8,29.3,1.2
2014,nuts/PL51,29.0,29.7,1.27
2015,nuts/PL51,29.0,29.8,1.25
2016,nuts/PL51,29.2,30.2,1.33
2017,nuts/PL51,29.3,30.4,1.4
2018,nuts/PL51,29.4,30.5,1.4
2019,nuts/PL51,29.5,30.7,1.39
2020,nuts/PL51,29.6,30.8,1.35
2021,nuts/PL51,29.8,31.0,1.32
2022,nuts/PL51,29.8,31.0,1.25
2013,nuts/PL514,,30.7,
2014,nuts/PL514,30.4,31.3,1.22
2015,nuts/PL514,30.3,31.4,1.2
2016,nuts/PL514,30.4,31.6,1.33
2017,nuts/PL514,30.2,31.6,1.37
2018,nuts/PL514,30.1,31.6,1.49
2019,nuts/PL514,30.2,31.8,1.5
2020,nuts/PL514,30.1,31.8,1.51
2021,nuts/PL514,30.3,32.0,1.52
2022,nuts/PL514,30.6,32.0,1.29
2013,nuts/PL515,,28.5,
2014,nuts/PL515,28.4,28.8,1.22
2015,nuts/PL515,28.5,29.0,1.22
2016,nuts/PL515,28.5,29.1,1.23
2017,nuts/PL515,28.9,29.5,1.3
2018,nuts/PL515,28.8,29.4,1.24
2019,nuts/PL515,29.2,30.0,1.21
2020,nuts/PL515,29.2,29.9,1.17
2021,nuts/PL515,29.4,30.3,1.08
2022,nuts/PL515,29.4,30.2,1.1
2013,nuts/PL516,,28.8,
2014,nuts/PL516,28.6,29.0,1.34
2015,nuts/PL516,28.7,29.2,1.33
2016,nuts/PL516,28.8,29.3,1.39
2017,nuts/PL516,28.9,29.5,1.45
2018,nuts/PL516,29.2,29.8,1.42
2019,nuts/PL516,29.1,29.7,1.38
2020,nuts/PL516,29.3,30.0,1.34
2021,nuts/PL516,29.4,30.1,1.3
2022,nuts/PL516,29.4,30.2,1.24
2013,nuts/PL517,,28.7,
2014,nuts/PL517,28.6,29.0,1.22
2015,nuts/PL517,28.4,28.9,1.15
2016,nuts/PL517,28.6,29.5,1.17
2017,nuts/PL517,28.7,29.6,1.28
2018,nuts/PL517,28.9,29.7,1.22
2019,nuts/PL517,28.8,29.8,1.21
2020,nuts/PL517,29.1,30.1,1.16
2021,nuts/PL517,29.2,30.2,1.07
2022,nuts/PL517,29.2,30.2,1.11
2013,nuts/PL518,,29.3,
2014,nuts/PL518,29.0,29.5,1.37
2015,nuts/PL518,29.0,29.6,1.36
2016,nuts/PL518,29.3,30.1,1.47
2017,nuts/PL518,29.4,30.3,1.56
2018,nuts/PL518,29.5,30.4,1.56
2019,nuts/PL518,29.7,30.6,1.54
2020,nuts/PL518,29.9,30.8,1.51
2021,nuts/PL518,30.0,31.0,1.5
2022,nuts/PL518,30.0,31.1,1.43
2013,nuts/PL52,28.6,28.6,1.17
2014,nuts/PL52,29.0,29.1,1.24
2015,nuts/PL52,29.0,29.2,1.22
2016,nuts/PL52,29.0,29.3,1.29
2017,nuts/PL52,29.2,29.5,1.37
2018,nuts/PL52,29.2,29.7,1.33
2019,nuts/PL52,29.4,29.9,1.34
2020,nuts/PL52,29.7,30.3,1.28
2021,nuts/PL52,29.6,30.4,1.21
2022,nuts/PL52,29.5,30.2,1.22
2013,nuts/PL523,,28.3,
2014,nuts/PL523,28.8,28.9,1.19
2015,nuts/PL523,28.7,28.9,1.13
2016,nuts/PL523,28.9,29.1,1.25
2017,nuts/PL523,29.2,29.5,1.28
2018,nuts/PL523,28.9,29.2,1.29
2019,nuts/PL523,29.1,29.5,1.23
2020,nuts/PL523,29.4,30.0,1.16
2021,nuts/PL523,29.4,29.8,1.11
2022,nuts/PL523,29.2,29.8,1.09
2013,nuts/PL524,,28.8,
2014,nuts/PL524,29.1,29.2,1.27
2015,nuts/PL524,29.1,29.3,1.27
2016,nuts/PL524,29.0,29.4,1.31
2017,nuts/PL524,29.2,29.6,1.43
2018,nuts/PL524,29.5,30.0,1.35
2019,nuts/PL524,29.6,30.2,1.41
2020,nuts/PL524,29.8,30.4,1.36
2021,nuts/PL524,29.8,30.6,1.28
2022,nuts/PL524,29.6,30.4,1.31
2013,nuts/PL6,28.5,28.6,1.33
2014,nuts/PL6,28.7,28.9,1.37
2015,nuts/PL6,28.8,29.1,1.35
2016,nuts/PL6,28.8,29.3,1.42
2017,nuts/PL6,29.0,29.5,1.53
2018,nuts/PL6,29.1,29.6,1.49
2019,nuts/PL6,29.2,29.8,1.48
2020,nuts/PL6,29.3,30.0,1.41
2021,nuts/PL6,29.4,30.2,1.34
2022,nuts/PL6,29.5,30.2,1.28
2013,nuts/PL61,28.4,28.5,1.29
2014,nuts/PL61,28.6,28.8,1.32
2015,nuts/PL61,28.7,29.1,1.28
2016,nuts/PL61,28.7,29.1,1.35
2017,nuts/PL61,28.9,29.4,1.44
2018,nuts/PL61,29.0,29.4,1.4
2019,nuts/PL61,29.1,29.6,1.39
2020,nuts/PL61,29.3,29.8,1.33
2021,nuts/PL61,29.4,30.0,1.26
2022,nuts/PL61,29.4,30.1,1.22
2013,nuts/PL613,,29.3,
2014,nuts/PL613,29.2,29.8,1.24
2015,nuts/PL613,29.4,30.1,1.23
2016,nuts/PL613,29.2,30.0,1.33
2017,nuts/PL613,29.5,30.5,1.38
2018,nuts/PL613,29.3,30.3,1.36
2019,nuts/PL613,29.5,30.5,1.37
2020,nuts/PL613,29.7,30.7,1.3
2021,nuts/PL613,29.8,30.9,1.26
2022,nuts/PL613,29.9,30.9,1.19
2013,nuts/PL616,,27.9,
2014,nuts/PL616,28.2,28.2,1.44
