place_name,dcid,placeId,name,alternateName,typeOf,containedInPlace
MX15034,wikidataId/Q524565,,,,,
MX24026,wikidataId/Q3849694,,,,,
MX28001,wikidataId/Q4663551,,,,,
MX16033,wikidataId/Q5515916,,,,,
MX30176,wikidataId/Q514426,,,,,
MX30060,wikidataId/Q3844933,,,,,
MX20224,wikidataId/Q3890538,,,,,
MX20149,wikidataId/Q12354867,,,,,
MX08044,wikidataId/Q2652261,,,,,
MX25007,wikidataId/Q2450344,,,,,
MX11018,wikidataId/Q20209188,,,,,
MX28038,wikidataId/Q7681788,,,,,
MX30193,wikidataId/Q20270915,,,,,
MX21020,wikidataId/Q2656491,,,,,
MX20562,wikidataId/Q8054290,,,,,
MX20265,wikidataId/Q3845646,,,,,
MX23001,wikidataId/Q26810461,,,,,
MX20246,wikidataId/Q4967892,,,,,
MX13054,wikidataId/Q3844533,,,,,
MX14008,wikidataId/Q2431905,,,,,
MX20176,wikidataId/Q3891868,,,,,
MX20230,wikidataId/Q3892239,,,,,
MX12042,wikidataId/Q2651777,,,,,
MX16039,wikidataId/Q9005333,,,,,
MX30106,wikidataId/Q3890246,,,,,
MX20002,wikidataId/Q405809,,,,,
MX21070,wikidataId/Q10769258,,,,,
MX07083,wikidataId/Q1747294,,,,,
MX20202,wikidataId/Q4967790,,,,,
MX30103,wikidataId/Q3846655,,,,,
MX19038,wikidataId/Q20263682,,,,,
MX31106,wikidataId/Q2588184,,,,,
MX20486,wikidataId/Q4968001,,,,,
MX20110,wikidataId/Q3890454,,,,,
MX14025,wikidataId/Q20478792,,,,,
MX21095,wikidataId/Q10783842,,,,,
MX30210,wikidataId/Q3847011,,,,,
MX20127,wikidataId/Q7413558,,,,,
MX20033,wikidataId/Q1658602,,,,,
MX21192,wikidataId/Q7857262,,,,,
MX29052,wikidataId/Q7414532,,,,,
MX16112,wikidataId/Q26731200,,,,,
MX21138,wikidataId/Q549962,,,,,
MX13081,wikidataId/Q4674278,,,,,
MX21172,wikidataId/Q1393877,,,,,
MX16008,wikidataId/Q3847312,,,,,
MX22015,wikidataId/Q3849478,,,,,
MX20389,wikidataId/Q12354937,,,,,
MX10020,wikidataId/Q2913809,,,,,
MX30039,wikidataId/Q20270881,,,,,
MX13018,wikidataId/Q3844613,,,,,
MX28014,wikidataId/Q11005534,,,,,
MX01006,wikidataId/Q2656546,,,,,
MX30136,wikidataId/Q13220124,,,,,
MX30199,wikidataId/Q6170963,,,,,
MX14031,wikidataId/Q2963652,,,,,
MX30078,wikidataId/Q3846947,,,,,
MX21169,wikidataId/Q3888990,,,,,
MX16095,wikidataId/Q3847335,,,,,
MX20197,wikidataId/Q7414582,,,,,
MX14006,wikidataId/Q2842525,,,,,
MX07057,wikidataId/Q74777,,,,,
MX12037,wikidataId/Q5923619,,,,,
MX29054,wikidataId/Q6119229,,,,,
MX14075,wikidataId/Q3174453,,,,,
MX21126,wikidataId/Q7414374,,,,,
MX20204,wikidataId/Q3887681,,,,,
MX30058,wikidataId/Q4968555,,,,,
MX08057,wikidataId/Q2466537,,,,,
MX20132,wikidataId/Q7413781,,,,,
MX30096,wikidataId/Q3846402,,,,,
MX20282,wikidataId/Q3892920,,,,,
MX05018,wikidataId/Q3849647,,,,,
MX31105,wikidataId/Q2588068,,,,,
MX15047,wikidataId/Q3300374,,,,,
MX07090,wikidataId/Q1785350,,,,,
MX13020,wikidataId/Q5264874,,,,,
MX07101,wikidataId/Q2002727,,,,,
MX07103,wikidataId/Q1785700,,,,,
MX12065,wikidataId/Q7810703,,,,,
MX27004,wikidataId/Q2994111,,,,,
MX21182,wikidataId/Q7810708,,,,,
MX31038,wikidataId/Q979568,,,,,
MX20128,wikidataId/Q7413560,,,,,
MX20479,wikidataId/Q3893770,,,,,
MX15019,wikidataId/Q3308583,,,,,
MX12061,wikidataId/Q2448991,,,,,
MX15007,wikidataId/Q2886226,,,,,
MX16085,wikidataId/Q4451075,,,,,
MX09007,wikidataId/Q741771,,,,,
MX13040,wikidataId/Q3849661,,,,,
MX20184,wikidataId/Q11200804,,,,,
MX15027,wikidataId/Q3844556,,,,,
MX08045,wikidataId/Q2991345,,,,,
MX21012,wikidataId/Q3846302,,,,,
MX14029,wikidataId/Q3007619,,,,,
MX07048,wikidataId/Q1643457,,,,,
MX10013,wikidataId/Q2348927,,,,,
MX30012,wikidataId/Q630287,,,,,
MX13055,wikidataId/Q3849654,,,,,
MX20004,wikidataId/Q13362645,,,,,
MX15049,wikidataId/Q3308471,,,,,
MX14041,wikidataId/Q3142198,,,,,
MX16092,wikidataId/Q432542,,,,,
MX21064,wikidataId/Q5484072,,,,,
MX24007,wikidataId/Q3049785,,,,,
MX30062,wikidataId/Q5103501,,,,,
MX13084,wikidataId/Q2606314,,,,,
MX13038,wikidataId/Q5935101,,,,,
MX16102,wikidataId/Q3868473,,,,,
MX32044,wikidataId/Q4449216,,,,,
MX20003,wikidataId/Q3172045,,,,,
MX20376,wikidataId/Q7419445,,,,,
MX20497,wikidataId/Q3889471,,,,,
MX20086,wikidataId/Q4358545,,,,,
MX20338,wikidataId/Q27767937,,,,,
MX02001,wikidataId/Q1548691,,,,,
MX31060,wikidataId/Q2588077,,,,,
MX23004,wikidataId/Q1709166,,,,,
MX12021,wikidataId/Q1997024,,,,,
MX30123,wikidataId/Q7339941,,,,,
MX08003,wikidataId/Q2606327,,,,,
MX14123,wikidataId/Q3311619,,,,,
MX30121,wikidataId/Q7116693,,,,,
MX30209,wikidataId/Q5665948,,,,,
MX12032,wikidataId/Q3888998,,,,,
MX20104,wikidataId/Q7413283,,,,,
MX20233,wikidataId/Q7414719,,,,,
MX13022,wikidataId/Q3845429,,,,,
MX20550,wikidataId/Q3890469,,,,,
MX04010,wikidataId/Q2605348,,,,,
MX21208,wikidataId/Q2509912,,,,,
MX29055,wikidataId/Q7414720,,,,,
MX19032,wikidataId/Q20234959,,,,,
MX20084,wikidataId/Q1658715,,,,,
MX14037,wikidataId/Q512102,,,,,
MX31005,wikidataId/Q2576175,,,,,
MX30014,wikidataId/Q2888015,,,,,
MX30020,wikidataId/Q3847260,,,,,
MX14033,wikidataId/Q3310845,,,,,
MX21209,wikidataId/Q4408128,,,,,
MX20167,wikidataId/Q7414544,,,,,
MX18006,wikidataId/Q151450,,,,,
MX20255,wikidataId/Q3887688,,,,,
MX15003,wikidataId/Q2278207,,,,,
MX14111,wikidataId/Q577803,,,,,
MX07079,wikidataId/Q1953169,,,,,
MX30147,wikidataId/Q79307538,,,,,
MX21017,wikidataId/Q3893117,,,,,
MX20241,wikidataId/Q7414872,,,,,
MX04011,wikidataId/Q2312662,,,,,
MX20380,wikidataId/Q4967220,,,,,
MX07117,wikidataId/Q3845881,,,,,
MX31065,wikidataId/Q2669540,,,,,
MX07100,wikidataId/Q204609,,,,,
MX31049,wikidataId/Q2764644,,,,,
MX20355,wikidataId/Q3888744,,,,,
MX20194,wikidataId/Q7414646,,,,,
MX10002,wikidataId/Q10998272,,,,,
MX20470,wikidataId/Q3891725,,,,,
MX30107,wikidataId/Q5970594,,,,,
MX20134,wikidataId/Q3846784,,,,,
MX21091,wikidataId/Q4501994,,,,,
MX20217,wikidataId/Q3889069,,,,,
MX13072,wikidataId/Q3844703,,,,,
MX30159,wikidataId/Q3845810,,,,,
MX14038,wikidataId/Q3098815,,,,,
MX13059,wikidataId/Q515448,,,,,
MX15078,wikidataId/Q2466621,,,,,
MX20518,wikidataId/Q4967363,,,,,
MX14125,wikidataId/Q7414301,,,,,
MX21049,wikidataId/Q5096475,,,,,
MX13063,wikidataId/Q2450298,,,,,
MX07037,wikidataId/Q666490,,,,,
MX24029,wikidataId/Q3846666,,,,,
MX08021,wikidataId/Q2652248,,,,,
MX20418,wikidataId/Q5817708,,,,,
MX30114,wikidataId/Q20270902,,,,,
MX30038,wikidataId/Q20270880,,,,,
MX21161,wikidataId/Q3888252,,,,,
MX30052,wikidataId/Q3847320,,,,,
MX20129,wikidataId/Q4407273,,,,,
MX20410,wikidataId/Q3890419,,,,,
MX31048,wikidataId/Q2651851,,,,,
MX08056,wikidataId/Q2990914,,,,,
MX22018,wikidataId/Q3849710,,,,,
MX21073,wikidataId/Q3891487,,,,,
MX20168,wikidataId/Q3891452,,,,,
MX30207,wikidataId/Q3845628,,,,,
MX20469,wikidataId/Q3846846,,,,,
MX12025,wikidataId/Q5191898,,,,,
MX16109,wikidataId/Q10838521,,,,,
MX21199,wikidataId/Q1997999,,,,,
MX19050,wikidataId/Q2000762,,,,,
MX32027,wikidataId/Q4290050,,,,,
MX20305,wikidataId/Q3889097,,,,,
MX15122,wikidataId/Q1962387,,,,,
MX15120,wikidataId/Q1115965,,,,,
MX29005,wikidataId/Q2790436,,,,,
MX24035,wikidataId/Q1962080,,,,,
MX11036,wikidataId/Q2651258,,,,,
MX21045,wikidataId/Q2652050,,,,,
MX13075,wikidataId/Q27796582,,,,,
MX13067,wikidataId/Q2652286,,,,,
MX30043,wikidataId/Q20270882,,,,,
MX20030,wikidataId/Q4968496,,,,,
MX20029,wikidataId/Q2651860,,,,,
MX13014,wikidataId/Q27796628,,,,,
MX21145,wikidataId/Q6119712,,,,,
MX13017,wikidataId/Q3844596,,,,,
MX07004,wikidataId/Q175830,,,,,
MX16091,wikidataId/Q3847151,,,,,
MX20198,wikidataId/Q3846992,,,,,
MX15108,wikidataId/Q15715203,,,,,
MX29031,wikidataId/Q3846648,,,,,
MX12027,wikidataId/Q1998007,,,,,
MX15117,wikidataId/Q2123273,,,,,
MX24022,wikidataId/Q3849472,,,,,
MX07062,wikidataId/Q540020,,,,,
MX05016,wikidataId/Q2656466,,,,,
MX30154,wikidataId/Q387963,,,,,
MX12074,wikidataId/Q8072845,,,,,
MX25002,wikidataId/Q2038545,,,,,
MX07028,wikidataId/Q2543857,,,,,
MX17010,wikidataId/Q17377213,,,,,
MX23009,wikidataId/Q1709171,,,,,
MX16071,wikidataId/Q175098,,,,,
MX20162,wikidataId/Q3890508,,,,,
MX15104,wikidataId/Q845307,,,,,
MX30130,wikidataId/Q2449320,,,,,
MX31033,wikidataId/Q3008522,,,,,
MX01008,wikidataId/Q3850526,,,,,
MX21022,wikidataId/Q1998791,,,,,
MX31088,wikidataId/Q2591063,,,,,
MX02004,wikidataId/Q2360428,,,,,
MX30197,wikidataId/Q2449088,,,,,
MX20027,wikidataId/Q2448246,,,,,
MX30160,wikidataId/Q1962146,,,,,
MX14120,wikidataId/Q2143868,,,,,
MX20553,wikidataId/Q3845839,,,,,
MX11023,wikidataId/Q20123036,,,,,
MX21189,wikidataId/Q7812015,,,,,
MX32054,wikidataId/Q4111399,,,,,
MX16073,wikidataId/Q20298199,,,,,
MX20254,wikidataId/Q3846475,,,,,
MX21165,wikidataId/Q7701269,,,,,
MX20501,wikidataId/Q3889440,,,,,
MX20415,wikidataId/Q3890432,,,,,
MX10038,wikidataId/Q7925160,,,,,
MX30143,wikidataId/Q4769997,,,,,
MX06008,wikidataId/Q1013819,,,,,
MX16020,wikidataId/Q5899035,,,,,
MX11019,wikidataId/Q20209189,,,,,
MX13068,wikidataId/Q3845637,,,,,
MX14020,wikidataId/Q13362653,,,,,
MX14022,wikidataId/Q2972384,,,,,
MX14043,wikidataId/Q3847025,,,,,
MX14050,wikidataId/Q20149456,,,,,
MX14059,wikidataId/Q1020745,,,,,
MX14060,wikidataId/Q3505226,,,,,
MX14068,wikidataId/Q935728,,,,,
MX14078,wikidataId/Q1658586,,,,,
MX14080,wikidataId/Q3051746,,,,,
MX14083,wikidataId/Q27796536,,,,,
MX14084,wikidataId/Q2892081,,,,,
MX14091,wikidataId/Q1921334,,,,,
MX14093,wikidataId/Q971699,,,,,
MX14102,wikidataId/Q3844600,,,,,
MX14113,wikidataId/Q3175349,,,,,
MX15041,wikidataId/Q3308590,,,,,
MX15055,wikidataId/Q3308578,,,,,
MX15061,wikidataId/Q3008526,,,,,
MX15083,wikidataId/Q3308496,,,,,
MX15085,wikidataId/Q3308565,,,,,
MX15089,wikidataId/Q2604977,,,,,
MX15098,wikidataId/Q3300406,,,,,
MX15101,wikidataId/Q2449561,,,,,
MX15102,wikidataId/Q3300331,,,,,
MX15114,wikidataId/Q3545911,,,,,
MX15116,wikidataId/Q3308513,,,,,
MX15124,wikidataId/Q3850521,,,,,
MX15125,wikidataId/Q1457985,,,,,
MX16005,wikidataId/Q27796869,,,,,
MX16014,wikidataId/Q958809,,,,,
MX16015,wikidataId/Q3847177,,,,,
MX16016,wikidataIdQ5659814,,,,,
MX16019,wikidataIdQ2411306,,,,,
MX16021,wikidataIdQ27796855,,,,,
MX16023,wikidataId/Q2447301,,,,,Earth
MX16027,wikidataIdQ8345882,,,,,
MX16028,wikidataIdQ10748091,,,,,
MX16030,wikidataId/Q10757945,,,,,
MX16032,wikidataId/Q2057767,,,,,
MX16034,wikidataId/Q4197829,,,,,
MX16036,wikidataIdQ15917404,,,,,
MX16037,wikidataId/Q5903891,,,,,
MX16038,wikidataId/Q2651175,,,,,
MX16040,wikidataId/Q9008300,,,,,
MX16041,wikidataIdQ20283867,,,,,
MX16042,wikidataId/Q25247768,,,,,
MX16046,wikidataIdQ27796832,,,,,
MX16047,wikidataId/Q4967875,,,,,
MX16054,wikidataIdQ10794738,,,,,
MX16056,wikidataId/Q17623268,,,,,
MX16058,wikidataId/Q964656,,,,,
MX16059,wikidataId/Q3888543,,,,,
MX16060,wikidataIdQ10801832,,,,,
MX16063,wikidataId/Q10803891,,,,,
MX16065,wikidataId/Q2447258,,,,,
MX16070,wikidataId/Q20290867,,,,,
MX16074,wikidataId/Q20276134,,,,,
MX16079,wikidataId/Q20290899,,,,,
MX16081,wikidataId/Q3847100,,,,,
MX16084,wikidataIdQ4451076,,,,,
MX16086,wikidataId/Q10823942,,,,,
MX16087,wikidataId/Q3847224,,,,,
MX16090,wikidataId/Q2652491,,,,,
MX16094,wikidataId/Q3847160,,,,,
MX16097,wikidataId/Q3847233,,,,,
MX16099,wikidataId/Q3891047,,,,,
MX16104,wikidataId/Q2918687,,,,,
MX16107,wikidataId/Q2448294,,,,,
MX16110,wikidataId/Q6171399,,,,,
MX17011,wikidataId/Q984646,,,,,
MX17013,wikidataId/Q3311632,,,,,
MX17014,wikidataId/Q2652103,,,,,
MX17015,wikidataId/Q3311362,,,,,
MX17019,wikidataId/Q3310718,,,,,
MX17020,wikidataId/Q1020785,,,,,
MX17021,wikidataId/Q2651761,,,,,
MX17022,wikidataIdQ2652196,,,,,
MX17024,wikidataIdQ2651781,,,,,
MX17025,wikidataId/Q2652063,,,,,
MX17026,wikidataId/Q2604992,,,,,
MX17027,wikidataId/Q2991063,,,,,
MX17029,wikidataIdQ2300777,,,,,
MX17031,wikidataId/Q139255,,,,,
MX17032,wikidataIdQ6170765,,,,,
MX17033,wikidataId/Q2449002,,,,,
MX18001,wikidataId/Q27796755,,,,,
MX18005,wikidataId/Q2651771,,,,,
MX18007,wikidataId/Q20290686,,,,,
MX18010,wikidataId/Q20264059,,,,,
MX18013,wikidataId/Q2449099,,,,,
MX18015,wikidataId/Q3849467,,,,,
MX18016,wikidataId/Q2449012,,,,,
MX18017,wikidataId/Q207972,,,,,
MX19003,wikidataId/Q3311650,,,,,
MX19006,wikidataId/Q1782406,,,,,
MX19009,wikidataId/Q2038325,,,,,
MX19010,wikidataId/Q6027733,,,,,
MX19011,wikidataIdQ3845791,,,,,
MX19012,wikidataId/Q3308035,,,,,
MX19013,wikidataId/Q942154,,,,,
MX19014,wikidataIdQ20233592,,,,,
MX19015,wikidataIdQ3311232,,,,,
MX19016,wikidataIdQ3849497,,,,,
MX19018,wikidataId/Q3505240,,,,,
MX19020,wikidataId/Q25479899,,,,,
MX19021,wikidataId/Q778941,,,,,
MX19022,wikidataId/Q3310753,,,,,
MX19023,wikidataIdQ3310741,,,,,
MX19026,wikidataId/Q938835,,,,,
MX19027,wikidataIdQ3311360,,,,,
MX19028,wikidataIdQ3311824,,,,,
MX19029,wikidataIdQ27769213,,,,,
MX19031,wikidataId/Q1827219,,,,,
MX19033,wikidataId/Q991413,,,,,
MX19034,wikidataIdQ3311727,,,,,
MX19035,wikidataId/Q3850258,,,,,
MX19037,wikidataId/Q6862661,,,,,
MX19040,wikidataId/Q3311878,,,,,
MX19041,wikidataId/Q3844518,,,,,
MX19042,wikidataIdQ3311869,,,,,
MX19043,wikidataIdQ3844502,,,,,
MX19044,wikidataId/Q2391830,,,,,
MX19045,wikidataIdQ3844496,,,,,
MX19046,wikidataId/Q914055,,,,,
MX19048,wikidataId/Q1798241,,,,,
MX20001,wikidataId/Q284216,,,,,
MX20005,wikidataId/Q13362646,,,,,
MX20013,wikidataId/Q3845604,,,,,
MX20021,wikidataId/Q16491588,,,,,
MX20032,wikidataId/Q4968485,,,,,
MX20038,wikidataIdQ27772343,,,,,
MX20039,wikidataIdQ1005759,,,,,
MX20044,wikidataId/Q2448133,,,,,
MX20045,wikidataId/Q1656601,,,,,
MX20052,wikidataId/Q2447707,,,,,
MX20053,wikidataId/Q3891051,,,,,
MX20061,wikidataIdQ2608718,,,,,
MX20062,wikidataIdQ44562269,,,,,
MX20063,wikidataId/Q1658592,,,,,
MX20064,wikidataIdQ20262596,,,,,
MX20071,wikidataId/Q3893698,,,,,
MX20077,wikidataId/Q1658623,,,,,
MX20107,wikidataId/Q1193761,,,,,
MX20108,wikidataId/Q1755563,,,,,
MX20112,wikidataId/Q1754432,,,,,
MX20123,wikidataId/Q2449343,,,,,
MX20130,wikidataId/Q558469,,,,,
MX20131,wikidataId/Q2066177,,,,,
MX20135,wikidataId/Q1656580,,,,,
MX20143,wikidataId/Q3846913,,,,,
MX20150,wikidataId/Q1656566,,,,,
MX20156,wikidataId/Q338096,,,,,
MX20165,wikidataId/Q1968621,,,,,
MX20173,wikidataId/Q394927,,,,,
MX20175,wikidataId/Q317229,,,,,
MX20178,wikidataId/Q1656594,,,,,
MX20193,wikidataId/Q1656559,,,,,
MX20227,wikidataId/Q1656269,,,,,
MX20229,wikidataId/Q3892243,,,,,
MX20247,wikidataId/Q590948,,,,,
MX20260,wikidataId/Q397659,,,,,
MX20280,wikidataId/Q3893708,,,,,
MX20291,wikidataId/Q4968966,,,,,
MX20296,wikidataId/Q284128,,,,,
MX20297,wikidataId/Q4969058,,,,,
MX20298,wikidataId/Q2396153,,,,,
MX20314,wikidataId/Q3890589,,,,,
MX20320,wikidataId/Q3892232,,,,,
MX20324,wikidataId/Q602726,,,,,
MX20325,wikidataId/Q2449374,,,,,
MX20328,wikidataId/Q3892691,,,,,
MX20329,wikidataId/Q425833,,,,,
MX20333,wikidataId/Q3893688,,,,,
MX20335,wikidataId/Q590965,,,,,
MX20337,wikidataId/Q556347,,,,,
MX20359,wikidataId/Q284571,,,,,
MX20366,wikidataId/Q3891064,,,,,
MX20378,wikidataId/Q3892861,,,,,
MX20382,wikidataId/Q3893719,,,,,
MX20386,wikidataId/Q3894964,,,,,
MX20392,wikidataId/Q4967762,,,,,
MX20404,wikidataId/Q3889528,,,,,
MX20421,wikidataId/Q3890803,,,,,
MX20429,wikidataId/Q69024773,,,,,
MX20433,wikidataId/Q2890358,,,,,
MX20458,wikidataId/Q985853,,,,,
MX20473,wikidataId/Q985859,,,,,
MX20482,wikidataId/Q2074180,,,,,
MX20541,wikidataId/Q3889969,,,,,
MX20549,wikidataId/Q7708627,,,,,
MX20554,wikidataId/Q3846485,,,,,
MX21047,wikidataId/Q2466631,,,,,
MX21105,wikidataId/Q3892749,,,,,
MX21133,wikidataId/Q7414882,,,,,
MX21143,wikidataId/Q16628524,,,,,
MX24001,wikidataId/Q3311907,,,,,
MX24005,wikidataId/Q1962471,,,,,
MX24008,wikidataId/Q2447563,,,,,
MX24012,wikidataId/Q3845656,,,,,
MX24017,wikidataId/Q10762837,,,,,
MX24025,wikidataId/Q11703483,,,,,
MX24027,wikidataId/Q3846966,,,,,
MX24028,wikidataId/Q204271,,,,,
MX24030,wikidataId/Q2879532,,,,,
MX24031,wikidataId/Q9044344,,,,,
MX24036,wikidataId/Q2918715,,,,,
MX24038,wikidataId/Q3849557,,,,,
MX24040,wikidataId/Q2655761,,,,,
MX24049,wikidataId/Q3311886,,,,,
MX24050,wikidataId/Q3311389,,,,,
MX24051,wikidataId/Q964665,,,,,
MX24052,wikidataId/Q3849466,,,,,
MX24054,wikidataId/Q2313212,,,,,
MX26001,wikidataId/Q20199700,,,,,
MX26002,wikidataId/Q397759,,,,,
MX26003,wikidataId/Q250531,,,,,
MX26004,wikidataId/Q434440,,,,,
MX26005,wikidataId/Q20431243,,,,,
MX26006,wikidataId/Q4791509,,,,,
MX26007,wikidataId/Q755883,,,,,
MX26008,wikidataId/Q24576717,,,,,
MX26009,wikidataId/Q2652290,,,,,
MX26010,wikidataId/Q2991325,,,,,
MX26012,wikidataId/Q3844371,,,,,
MX26013,wikidataId/Q3844416,,,,,
MX26014,wikidataId/Q3844655,,,,,
MX26015,wikidataId/Q2919569,,,,,
MX26016,wikidataId/Q20199830,,,,,
MX26019,wikidataId/Q176924,,,,,
MX26020,wikidataId/Q3844253,,,,,
MX26021,wikidataId/Q1798725,,,,,
MX26022,wikidataId/Q3844262,,,,,
MX26023,wikidataId/Q3844664,,,,,
MX26024,wikidataId/Q3844435,,,,,
MX26025,wikidataId/Q934086,,,,,
MX26026,wikidataId/Q1360265,,,,,
MX26027,wikidataId/Q1470224,,,,,
MX26028,wikidataId/Q3846541,,,,,
MX26029,wikidataId/Q985521,,,,,
MX26030,wikidataId/Q189138,,,,,
MX26031,wikidataId/Q5924973,,,,,
MX26033,wikidataId/Q5926298,,,,,
MX26034,wikidataId/Q3844423,,,,,
MX26035,wikidataId/Q2991598,,,,,
MX26036,wikidataId/Q1572516,,,,,
MX26042,wikidataId/Q1001522,,,,,
MX26043,wikidataId/Q990001,,,,,
MX26044,wikidataId/Q3844457,,,,,
MX26046,wikidataId/Q1971384,,,,,
MX26048,wikidataId/Q746968,,,,,
MX26049,wikidataId/Q3311475,,,,,
MX26050,wikidataId/Q3311502,,,,,
MX26052,wikidataId/Q376541,,,,,
MX26053,wikidataId/Q3844392,,,,,
MX26054,wikidataId/Q2991295,,,,,
MX26055,wikidataId/Q995380,,,,,
MX26056,wikidataId/Q3311516,,,,,
MX26057,wikidataId/Q3844258,,,,,
MX26058,wikidataId/Q1972455,,,,,
MX26059,wikidataId/Q3844397,,,,,
MX26060,wikidataId/Q7665321,,,,,
MX26061,wikidataId/Q3844403,,,,,
MX26062,wikidataId/Q3311962,,,,,
MX26064,wikidataId/Q1434929,,,,,
MX26065,wikidataId/Q6153667,,,,,
MX26070,wikidataId/Q20262764,,,,,
MX26071,wikidataId/Q28052100,,,,,
MX26072,wikidataId/Q7414308,,,,,
MX29004,wikidataId/Q4737061,,,,,
MX29030,wikidataId/Q3892040,,,,,
MX29043,wikidataId/Q3892974,,,,,
MX29049,wikidataId/Q6118601,,,,,
MX30023,wikidataId/Q3847243,,,,,
MX30117,wikidataId/Q3846876,,,,,
MX30141,wikidataId/Q7413253,,,,,
MX30196,wikidataId/Q2652465,,,,,
MX30203,wikidataId/Q3890679,,,,,
MX30212,wikidataId/Q6954041,,,,,
MX32004,wikidataId/Q2466592,,,,,
MX32005,wikidataId/Q1997547,,,,,
MX32011,wikidataId/Q4463116,,,,,
MX32012,wikidataId/Q4497213,,,,,
MX32013,wikidataId/Q3847464,,,,,
MX32015,wikidataId/Q3847453,,,,,
MX32016,wikidataId/Q20221152,,,,,
MX32019,wikidataId/Q2996852,,,,,
MX32020,wikidataId/Q16581365,,,,,
MX32021,wikidataId/Q20149322,,,,,
MX32024,wikidataId/Q2652498,,,,,
MX32025,wikidataId/Q20143446,,,,,
MX32026,wikidataId/Q4283742,,,,,
MX32028,wikidataId/Q20148222,,,,,
MX32029,wikidataId/Q20148565,,,,,
MX32030,wikidataId/Q20640761,,,,,
MX32032,wikidataId/Q20221840,,,,,
MX32035,wikidataId/Q970758,,,,,
MX32038,wikidataId/Q4363026,,,,,
MX32039,wikidataId/Q6115183,,,,,
MX32040,wikidataId/Q20131804,,,,,
MX32041,wikidataId/Q20221026,,,,,
MX32046,wikidataId/Q2651928,,,,,
MX32049,wikidataId/Q4103088,,,,,
MX32055,wikidataId/Q4111418,,,,,
MX32058,wikidataId/Q4407870,,,,,
