State,Year,Month,Period,Indicator,Data Value
NEW YORK,2023,August,Monthly,Number of Live Births,10003
NORTH CAROLINA,2023,August,Monthly,Number of Live Births,10760
NORTH DAKOTA,2023,August,Monthly,Number of Live Births,841
OHIO,2023,August,Monthly,Number of Live Births,11143
OKLAHOMA,2023,August,Monthly,Number of Live Births,4179
OREGON,2023,August,Monthly,Number of Live Births,3389
PENNSYLVANIA,2023,August,Monthly,Number of Live Births,11379
RHODE ISLAND,2023,August,Monthly,Number of Live Births,926
SOUTH CAROLINA,2023,August,Monthly,Number of Live Births,5187
SOUTH DAKOTA,2023,August,Monthly,Number of Live Births,986
TENNESSEE,2023,August,Monthly,Number of Live Births,7671
TEXAS,2023,August,Monthly,Number of Live Births,35428
UTAH,2023,August,Monthly,Number of Live Births,4112
VERMONT,2023,August,Monthly,Number of Live Births,480
VIRGINIA,2023,August,Monthly,Number of Live Births,8407
WASHINGTON,2023,August,Monthly,Number of Live Births,7225
WEST VIRGINIA,2023,August,Monthly,Number of Live Births,1455
WISCONSIN,2023,August,Monthly,Number of Live Births,5302
WYOMING,2023,August,Monthly,Number of Live Births,538
PUERTO RICO,2023,August,Monthly,Number of Live Births,1714
ALABAMA,2023,September,Monthly,Number of Live Births,4985
ALASKA,2023,September,Monthly,Number of Live Births,779
ARIZONA,2023,September,Monthly,Number of Live Births,6879
ARKANSAS,2023,September,Monthly,Number of Live Births,2992
CALIFORNIA,2023,September,Monthly,Number of Live Births,34409
COLORADO,2023,September,Monthly,Number of Live Births,5189
CONNECTICUT,2023,September,Monthly,Number of Live Births,2897
DELAWARE,2023,September,Monthly,Number of Live Births,875
DISTRICT OF COLUMBIA,2023,September,Monthly,Number of Live Births,642
FLORIDA,2023,September,Monthly,Number of Live Births,18956
GEORGIA,2023,September,Monthly,Number of Live Births,10703
HAWAII,2023,September,Monthly,Number of Live Births,1214
IDAHO,2023,September,Monthly,Number of Live Births,1878
ILLINOIS,2023,September,Monthly,Number of Live Births,10626
INDIANA,2023,September,Monthly,Number of Live Births,6557
IOWA,2023,September,Monthly,Number of Live Births,2940
KANSAS,2023,September,Monthly,Number of Live Births,2941
KENTUCKY,2023,September,Monthly,Number of Live Births,4238
LOUISIANA,2023,September,Monthly,Number of Live Births,4623
MAINE,2023,September,Monthly,Number of Live Births,990
MARYLAND,2023,September,Monthly,Number of Live Births,5466
MASSACHUSETTS,2023,September,Monthly,Number of Live Births,5668
MICHIGAN,2023,September,Monthly,Number of Live Births,8264
MINNESOTA,2023,September,Monthly,Number of Live Births,5120
MISSISSIPPI,2023,September,Monthly,Number of Live Births,2955
MISSOURI,2023,September,Monthly,Number of Live Births,5621
MONTANA,2023,September,Monthly,Number of Live Births,917
NEBRASKA,2023,September,Monthly,Number of Live Births,1946
NEVADA,2023,September,Monthly,Number of Live Births,2706
NEW HAMPSHIRE,2023,September,Monthly,Number of Live Births,958
NEW JERSEY,2023,September,Monthly,Number of Live Births,8647
NEW MEXICO,2023,September,Monthly,Number of Live Births,1746
NEW YORK,2023,September,Monthly,Number of Live Births,9410
NORTH CAROLINA,2023,September,Monthly,Number of Live Births,10271
NORTH DAKOTA,2023,September,Monthly,Number of Live Births,759
OHIO,2023,September,Monthly,Number of Live Births,10755
OKLAHOMA,2023,September,Monthly,Number of Live Births,3957
OREGON,2023,September,Monthly,Number of Live Births,3163
PENNSYLVANIA,2023,September,Monthly,Number of Live Births,10810
RHODE ISLAND,2023,September,Monthly,Number of Live Births,775
SOUTH CAROLINA,2023,September,Monthly,Number of Live Births,5040
SOUTH DAKOTA,2023,September,Monthly,Number of Live Births,912
TENNESSEE,2023,September,Monthly,Number of Live Births,6983
TEXAS,2023,September,Monthly,Number of Live Births,33679
UTAH,2023,September,Monthly,Number of Live Births,3774
VERMONT,2023,September,Monthly,Number of Live Births,423
VIRGINIA,2023,September,Monthly,Number of Live Births,7817
WASHINGTON,2023,September,Monthly,Number of Live Births,6807
WEST VIRGINIA,2023,September,Monthly,Number of Live Births,1426
WISCONSIN,2023,September,Monthly,Number of Live Births,5075
WYOMING,2023,September,Monthly,Number of Live Births,500
PUERTO RICO,2023,September,Monthly,Number of Live Births,1676
ALABAMA,2023,October,Monthly,Number of Live Births,4957
ALASKA,2023,October,Monthly,Number of Live Births,756
ARIZONA,2023,October,Monthly,Number of Live Births,6846
ARKANSAS,2023,October,Monthly,Number of Live Births,3115
CALIFORNIA,2023,October,Monthly,Number of Live Births,34800
COLORADO,2023,October,Monthly,Number of Live Births,5174
CONNECTICUT,2023,October,Monthly,Number of Live Births,2984
DELAWARE,2023,October,Monthly,Number of Live Births,864
DISTRICT OF COLUMBIA,2023,October,Monthly,Number of Live Births,674
FLORIDA,2023,October,Monthly,Number of Live Births,19489
GEORGIA,2023,October,Monthly,Number of Live Births,10837
HAWAII,2023,October,Monthly,Number of Live Births,1276
IDAHO,2023,October,Monthly,Number of Live Births,1881
ILLINOIS,2023,October,Monthly,Number of Live Births,10649
INDIANA,2023,October,Monthly,Number of Live Births,6657
IOWA,2023,October,Monthly,Number of Live Births,2923
KANSAS,2023,October,Monthly,Number of Live Births,2885
KENTUCKY,2023,October,Monthly,Number of Live Births,4472
LOUISIANA,2023,October,Monthly,Number of Live Births,4750
MAINE,2023,October,Monthly,Number of Live Births,941
MARYLAND,2023,October,Monthly,Number of Live Births,5639
MASSACHUSETTS,2023,October,Monthly,Number of Live Births,5647
MICHIGAN,2023,October,Monthly,Number of Live Births,8058
MINNESOTA,2023,October,Monthly,Number of Live Births,5205
MISSISSIPPI,2023,October,Monthly,Number of Live Births,2980
MISSOURI,2023,October,Monthly,Number of Live Births,5776
MONTANA,2023,October,Monthly,Number of Live Births,968
NEBRASKA,2023,October,Monthly,Number of Live Births,2007
NEVADA,2023,October,Monthly,Number of Live Births,2739
NEW HAMPSHIRE,2023,October,Monthly,Number of Live Births,1047
NEW JERSEY,2023,October,Monthly,Number of Live Births,8656
NEW MEXICO,2023,October,Monthly,Number of Live Births,1711
NEW YORK,2023,October,Monthly,Number of Live Births,9501
NORTH CAROLINA,2023,October,Monthly,Number of Live Births,10290
NORTH DAKOTA,2023,October,Monthly,Number of Live Births,795
OHIO,2023,October,Monthly,Number of Live Births,10708
OKLAHOMA,2023,October,Monthly,Number of Live Births,4124
OREGON,2023,October,Monthly,Number of Live Births,3334
PENNSYLVANIA,2023,October,Monthly,Number of Live Births,10850
RHODE ISLAND,2023,October,Monthly,Number of Live Births,838
SOUTH CAROLINA,2023,October,Monthly,Number of Live Births,4892
SOUTH DAKOTA,2023,October,Monthly,Number of Live Births,932
TENNESSEE,2023,October,Monthly,Number of Live Births,7053
TEXAS,2023,October,Monthly,Number of Live Births,34044
UTAH,2023,October,Monthly,Number of Live Births,3809
VERMONT,2023,October,Monthly,Number of Live Births,402
VIRGINIA,2023,October,Monthly,Number of Live Births,8065
WASHINGTON,2023,October,Monthly,Number of Live Births,6804
WEST VIRGINIA,2023,October,Monthly,Number of Live Births,1429
WISCONSIN,2023,October,Monthly,Number of Live Births,5053
WYOMING,2023,October,Monthly,Number of Live Births,499
PUERTO RICO,2023,October,Monthly,Number of Live Births,1693
ALABAMA,2023,November,Monthly,Number of Live Births,4798
ALASKA,2023,November,Monthly,Number of Live Births,760
ARIZONA,2023,November,Monthly,Number of Live Births,6595
ARKANSAS,2023,November,Monthly,Number of Live Births,2933
CALIFORNIA,2023,November,Monthly,Number of Live Births,33310
COLORADO,2023,November,Monthly,Number of Live Births,4990
CONNECTICUT,2023,November,Monthly,Number of Live Births,2792
DELAWARE,2023,November,Monthly,Number of Live Births,860
DISTRICT OF COLUMBIA,2023,November,Monthly,Number of Live Births,666
FLORIDA,2023,November,Monthly,Number of Live Births,18883
GEORGIA,2023,November,Monthly,Number of Live Births,10434
HAWAII,2023,November,Monthly,Number of Live Births,1211
IDAHO,2023,November,Monthly,Number of Live Births,1882
ILLINOIS,2023,November,Monthly,Number of Live Births,10353
INDIANA,2023,November,Monthly,Number of Live Births,6472
IOWA,2023,November,Monthly,Number of Live Births,3005
KANSAS,2023,November,Monthly,Number of Live Births,2820
KENTUCKY,2023,November,Monthly,Number of Live Births,4264
LOUISIANA,2023,November,Monthly,Number of Live Births,4602
MAINE,2023,November,Monthly,Number of Live Births,902
MARYLAND,2023,November,Monthly,Number of Live Births,5290
MASSACHUSETTS,2023,November,Monthly,Number of Live Births,5578
MICHIGAN,2023,November,Monthly,Number of Live Births,8052
MINNESOTA,2023,November,Monthly,Number of Live Births,4973
MISSISSIPPI,2023,November,Monthly,Number of Live Births,2845
MISSOURI,2023,November,Monthly,Number of Live Births,5599
MONTANA,2023,November,Monthly,Number of Live Births,854
NEBRASKA,2023,November,Monthly,Number of Live Births,2014
NEVADA,2023,November,Monthly,Number of Live Births,2644
NEW HAMPSHIRE,2023,November,Monthly,Number of Live Births,962
NEW JERSEY,2023,November,Monthly,Number of Live Births,8173
NEW MEXICO,2023,November,Monthly,Number of Live Births,1691
NEW YORK,2023,November,Monthly,Number of Live Births,9238
NORTH CAROLINA,2023,November,Monthly,Number of Live Births,9973
NORTH DAKOTA,2023,November,Monthly,Number of Live Births,800
OHIO,2023,November,Monthly,Number of Live Births,10091
OKLAHOMA,2023,November,Monthly,Number of Live Births,3983
OREGON,2023,November,Monthly,Number of Live Births,3191
PENNSYLVANIA,2023,November,Monthly,Number of Live Births,10195
RHODE ISLAND,2023,November,Monthly,Number of Live Births,837
SOUTH CAROLINA,2023,November,Monthly,Number of Live Births,4897
SOUTH DAKOTA,2023,November,Monthly,Number of Live Births,906
TENNESSEE,2023,November,Monthly,Number of Live Births,6810
TEXAS,2023,November,Monthly,Number of Live Births,33223
UTAH,2023,November,Monthly,Number of Live Births,3561
VERMONT,2023,November,Monthly,Number of Live Births,412
VIRGINIA,2023,November,Monthly,Number of Live Births,7480
WASHINGTON,2023,November,Monthly,Number of Live Births,6662
WEST VIRGINIA,2023,November,Monthly,Number of Live Births,1389
WISCONSIN,2023,November,Monthly,Number of Live Births,4641
WYOMING,2023,November,Monthly,Number of Live Births,479
PUERTO RICO,2023,November,Monthly,Number of Live Births,1545
ALABAMA,2023,December,Monthly,Number of Live Births,4858
ALASKA,2023,December,Monthly,Number of Live Births,738
ARIZONA,2023,December,Monthly,Number of Live Births,6627
ARKANSAS,2023,December,Monthly,Number of Live Births,2937
CALIFORNIA,2023,December,Monthly,Number of Live Births,33377
COLORADO,2023,December,Monthly,Number of Live Births,4921
CONNECTICUT,2023,December,Monthly,Number of Live Births,2817
DELAWARE,2023,December,Monthly,Number of Live Births,810
DISTRICT OF COLUMBIA,2023,December,Monthly,Number of Live Births,620
FLORIDA,2023,December,Monthly,Number of Live Births,19018
GEORGIA,2023,December,Monthly,Number of Live Births,10500
HAWAII,2023,December,Monthly,Number of Live Births,1201
IDAHO,2023,December,Monthly,Number of Live Births,1856
ILLINOIS,2023,December,Monthly,Number of Live Births,10150
INDIANA,2023,December,Monthly,Number of Live Births,6512
IOWA,2023,December,Monthly,Number of Live Births,2879
KANSAS,2023,December,Monthly,Number of Live Births,2830
KENTUCKY,2023,December,Monthly,Number of Live Births,4423
LOUISIANA,2023,December,Monthly,Number of Live Births,4482
MAINE,2023,December,Monthly,Number of Live Births,923
MARYLAND,2023,December,Monthly,Number of Live Births,5288
MASSACHUSETTS,2023,December,Monthly,Number of Live Births,5446
MICHIGAN,2023,December,Monthly,Number of Live Births,7995
MINNESOTA,2023,December,Monthly,Number of Live Births,4892
MISSISSIPPI,2023,December,Monthly,Number of Live Births,2795
MISSOURI,2023,December,Monthly,Number of Live Births,5492
MONTANA,2023,December,Monthly,Number of Live Births,889
NEBRASKA,2023,December,Monthly,Number of Live Births,1959
NEVADA,2023,December,Monthly,Number of Live Births,2694
NEW HAMPSHIRE,2023,December,Monthly,Number of Live Births,945
NEW JERSEY,2023,December,Monthly,Number of Live Births,8317
NEW MEXICO,2023,December,Monthly,Number of Live Births,1719
NEW YORK,2023,December,Monthly,Number of Live Births,8811
NORTH CAROLINA,2023,December,Monthly,Number of Live Births,9906
NORTH DAKOTA,2023,December,Monthly,Number of Live Births,771
OHIO,2023,December,Monthly,Number of Live Births,10221
OKLAHOMA,2023,December,Monthly,Number of Live Births,4065
OREGON,2023,December,Monthly,Number of Live Births,3133
PENNSYLVANIA,2023,December,Monthly,Number of Live Births,10404
RHODE ISLAND,2023,December,Monthly,Number of Live Births,773
SOUTH CAROLINA,2023,December,Monthly,Number of Live Births,4802
SOUTH DAKOTA,2023,December,Monthly,Number of Live Births,894
TENNESSEE,2023,December,Monthly,Number of Live Births,6926
TEXAS,2023,December,Monthly,Number of Live Births,32689
UTAH,2023,December,Monthly,Number of Live Births,3468
VERMONT,2023,December,Monthly,Number of Live Births,416
VIRGINIA,2023,December,Monthly,Number of Live Births,7852
WASHINGTON,2023,December,Monthly,Number of Live Births,6740
WEST VIRGINIA,2023,December,Monthly,Number of Live Births,1312
WISCONSIN,2023,December,Monthly,Number of Live Births,4735
WYOMING,2023,December,Monthly,Number of Live Births,471
PUERTO RICO,2023,December,Monthly,Number of Live Births,1554
ALABAMA,2024,January,Monthly,Number of Live Births,4932
ALASKA,2024,January,Monthly,Number of Live Births,753
ARIZONA,2024,January,Monthly,Number of Live Births,6522
ARKANSAS,2024,January,Monthly,Number of Live Births,2984
CALIFORNIA,2024,January,Monthly,Number of Live Births,32790
COLORADO,2024,January,Monthly,Number of Live Births,5123
CONNECTICUT,2024,January,Monthly,Number of Live Births,2726
DELAWARE,2024,January,Monthly,Number of Live Births,857
DISTRICT OF COLUMBIA,2024,January,Monthly,Number of Live Births,625
FLORIDA,2024,January,Monthly,Number of Live Births,18432
GEORGIA,2024,January,Monthly,Number of Live Births,10496
HAWAII,2024,January,Monthly,Number of Live Births,1233
IDAHO,2024,January,Monthly,Number of Live Births,1803
ILLINOIS,2024,January,Monthly,Number of Live Births,10210
INDIANA,2024,January,Monthly,Number of Live Births,6422
IOWA,2024,January,Monthly,Number of Live Births,3040
KANSAS,2024,January,Monthly,Number of Live Births,2812
KENTUCKY,2024,January,Monthly,Number of Live Births,4425
LOUISIANA,2024,January,Monthly,Number of Live Births,4433
MAINE,2024,January,Monthly,Number of Live Births,931
MARYLAND,2024,January,Monthly,Number of Live Births,5473
MASSACHUSETTS,2024,January,Monthly,Number of Live Births,5441
MICHIGAN,2024,January,Monthly,Number of Live Births,7973
MINNESOTA,2024,January,Monthly,Number of Live Births,4772
MISSISSIPPI,2024,January,Monthly,Number of Live Births,2841
MISSOURI,2024,January,Monthly,Number of Live Births,5691
MONTANA,2024,January,Monthly,Number of Live Births,888
NEBRASKA,2024,January,Monthly,Number of Live Births,2047
NEVADA,2024,January,Monthly,Number of Live Births,2585
NEW HAMPSHIRE,2024,January,Monthly,Number of Live Births,951
NEW JERSEY,2024,January,Monthly,Number of Live Births,8298
NEW MEXICO,2024,January,Monthly,Number of Live Births,1761
NEW YORK,2024,January,Monthly,Number of Live Births,9150
NORTH CAROLINA,2024,January,Monthly,Number of Live Births,10160
NORTH DAKOTA,2024,January,Monthly,Number of Live Births,778
OHIO,2024,January,Monthly,Number of Live Births,10219
OKLAHOMA,2024,January,Monthly,Number of Live Births,3914
OREGON,2024,January,Monthly,Number of Live Births,3107
PENNSYLVANIA,2024,January,Monthly,Number of Live Births,10642
RHODE ISLAND,2024,January,Monthly,Number of Live Births,823
SOUTH CAROLINA,2024,January,Monthly,Number of Live Births,4898
SOUTH DAKOTA,2024,January,Monthly,Number of Live Births,960
TENNESSEE,2024,January,Monthly,Number of Live Births,6724
TEXAS,2024,January,Monthly,Number of Live Births,32376
UTAH,2024,January,Monthly,Number of Live Births,3718
VERMONT,2024,January,Monthly,Number of Live Births,403
VIRGINIA,2024,January,Monthly,Number of Live Births,7719
WASHINGTON,2024,January,Monthly,Number of Live Births,6623
WEST VIRGINIA,2024,January,Monthly,Number of Live Births,1392
WISCONSIN,2024,January,Monthly,Number of Live Births,4664
WYOMING,2024,January,Monthly,Number of Live Births,492
PUERTO RICO,2024,January,Monthly,Number of Live Births,1582
ALABAMA,2024,February,Monthly,Number of Live Births,4485
ALASKA,2024,February,Monthly,Number of Live Births,735
ARIZONA,2024,February,Monthly,Number of Live Births,6120
ARKANSAS,2024,February,Monthly,Number of Live Births,2790
CALIFORNIA,2024,February,Monthly,Number of Live Births,31146
COLORADO,2024,February,Monthly,Number of Live Births,5013
CONNECTICUT,2024,February,Monthly,Number of Live Births,2732
DELAWARE,2024,February,Monthly,Number of Live Births,802
DISTRICT OF COLUMBIA,2024,February,Monthly,Number of Live Births,607
FLORIDA,2024,February,Monthly,Number of Live Births,17527
GEORGIA,2024,February,Monthly,Number of Live Births,9986
HAWAII,2024,February,Monthly,Number of Live Births,1216
IDAHO,2024,February,Monthly,Number of Live Births,1730
ILLINOIS,2024,February,Monthly,Number of Live Births,9672
INDIANA,2024,February,Monthly,Number of Live Births,6334
IOWA,2024,February,Monthly,Number of Live Births,2733
KANSAS,2024,February,Monthly,Number of Live Births,2652
KENTUCKY,2024,February,Monthly,Number of Live Births,4167
LOUISIANA,2024,February,Monthly,Number of Live Births,4252
MAINE,2024,February,Monthly,Number of Live Births,901
MARYLAND,2024,February,Monthly,Number of Live Births,5145
MASSACHUSETTS,2024,February,Monthly,Number of Live Births,5326
MICHIGAN,2024,February,Monthly,Number of Live Births,7707
MINNESOTA,2024,February,Monthly,Number of Live Births,4861
MISSISSIPPI,2024,February,Monthly,Number of Live Births,2684
MISSOURI,2024,February,Monthly,Number of Live Births,5377
MONTANA,2024,February,Monthly,Number of Live Births,916
NEBRASKA,2024,February,Monthly,Number of Live Births,2012
NEVADA,2024,February,Monthly,Number of Live Births,2587
NEW HAMPSHIRE,2024,February,Monthly,Number of Live Births,991
NEW JERSEY,2024,February,Monthly,Number of Live Births,7899
NEW MEXICO,2024,February,Monthly,Number of Live Births,1664
NEW YORK,2024,February,Monthly,Number of Live Births,8847
NORTH CAROLINA,2024,February,Monthly,Number of Live Births,9504
NORTH DAKOTA,2024,February,Monthly,Number of Live Births,734
OHIO,2024,February,Monthly,Number of Live Births,9980
OKLAHOMA,2024,February,Monthly,Number of Live Births,3703
OREGON,2024,February,Monthly,Number of Live Births,2931
PENNSYLVANIA,2024,February,Monthly,Number of Live Births,9817
RHODE ISLAND,2024,February,Monthly,Number of Live Births,738
SOUTH CAROLINA,2024,February,Monthly,Number of Live Births,4496
SOUTH DAKOTA,2024,February,Monthly,Number of Live Births,884
TENNESSEE,2024,February,Monthly,Number of Live Births,6520
TEXAS,2024,February,Monthly,Number of Live Births,30204
UTAH,2024,February,Monthly,Number of Live Births,3620
VERMONT,2024,February,Monthly,Number of Live Births,383
VIRGINIA,2024,February,Monthly,Number of Live Births,7409
WASHINGTON,2024,February,Monthly,Number of Live Births,6398
WEST VIRGINIA,2024,February,Monthly,Number of Live Births,1338
WISCONSIN,2024,February,Monthly,Number of Live Births,4747
WYOMING,2024,February,Monthly,Number of Live Births,470
PUERTO RICO,2024,February,Monthly,Number of Live Births,1416
ALABAMA,2024,March,Monthly,Number of Live Births,4640
ALASKA,2024,March,Monthly,Number of Live Births,771
ARIZONA,2024,March,Monthly,Number of Live Births,6669
ARKANSAS,2024,March,Monthly,Number of Live Births,2764
CALIFORNIA,2024,March,Monthly,Number of Live Births,33199
COLORADO,2024,March,Monthly,Number of Live Births,5311
CONNECTICUT,2024,March,Monthly,Number of Live Births,2865
DELAWARE,2024,March,Monthly,Number of Live Births,841
DISTRICT OF COLUMBIA,2024,March,Monthly,Number of Live Births,647
FLORIDA,2024,March,Monthly,Number of Live Births,17953
GEORGIA,2024,March,Monthly,Number of Live Births,10456
HAWAII,2024,March,Monthly,Number of Live Births,1201
IDAHO,2024,March,Monthly,Number of Live Births,1880
ILLINOIS,2024,March,Monthly,Number of Live Births,10257
INDIANA,2024,March,Monthly,Number of Live Births,6738
IOWA,2024,March,Monthly,Number of Live Births,3113
KANSAS,2024,March,Monthly,Number of Live Births,2820
KENTUCKY,2024,March,Monthly,Number of Live Births,4300
LOUISIANA,2024,March,Monthly,Number of Live Births,4281
MAINE,2024,March,Monthly,Number of Live Births,973
MARYLAND,2024,March,Monthly,Number of Live Births,5526
MASSACHUSETTS,2024,March,Monthly,Number of Live Births,5688
MICHIGAN,2024,March,Monthly,Number of Live Births,8378
MINNESOTA,2024,March,Monthly,Number of Live Births,5067
MISSISSIPPI,2024,March,Monthly,Number of Live Births,2731
MISSOURI,2024,March,Monthly,Number of Live Births,5498
MONTANA,2024,March,Monthly,Number of Live Births,955
NEBRASKA,2024,March,Monthly,Number of Live Births,2001
NEVADA,2024,March,Monthly,Number of Live Births,2637
NEW HAMPSHIRE,2024,March,Monthly,Number of Live Births,965
NEW JERSEY,2024,March,Monthly,Number of Live Births,8463
NEW MEXICO,2024,March,Monthly,Number of Live Births,1770
NEW YORK,2024,March,Monthly,Number of Live Births,9297
NORTH CAROLINA,2024,March,Monthly,Number of Live Births,9988
NORTH DAKOTA,2024,March,Monthly,Number of Live Births,816
OHIO,2024,March,Monthly,Number of Live Births,10445
OKLAHOMA,2024,March,Monthly,Number of Live Births,3900
OREGON,2024,March,Monthly,Number of Live Births,3269
PENNSYLVANIA,2024,March,Monthly,Number of Live Births,10727
RHODE ISLAND,2024,March,Monthly,Number of Live Births,855
SOUTH CAROLINA,2024,March,Monthly,Number of Live Births,4746
SOUTH DAKOTA,2024,March,Monthly,Number of Live Births,959
TENNESSEE,2024,March,Monthly,Number of Live Births,6816
TEXAS,2024,March,Monthly,Number of Live Births,30759
UTAH,2024,March,Monthly,Number of Live Births,3909
VERMONT,2024,March,Monthly,Number of Live Births,436
VIRGINIA,2024,March,Monthly,Number of Live Births,7814
WASHINGTON,2024,March,Monthly,Number of Live Births,6964
WEST VIRGINIA,2024,March,Monthly,Number of Live Births,1381
WISCONSIN,2024,March,Monthly,Number of Live Births,4941
WYOMING,2024,March,Monthly,Number of Live Births,522
PUERTO RICO,2024,March,Monthly,Number of Live Births,1429
ALABAMA,2024,April,Monthly,Number of Live Births,4544
ALASKA,2024,April,Monthly,Number of Live Births,704
ARIZONA,2024,April,Monthly,Number of Live Births,6081
ARKANSAS,2024,April,Monthly,Number of Live Births,2821
CALIFORNIA,2024,April,Monthly,Number of Live Births,31787
COLORADO,2024,April,Monthly,Number of Live Births,5167
CONNECTICUT,2024,April,Monthly,Number of Live Births,2828
DELAWARE,2024,April,Monthly,Number of Live Births,906
DISTRICT OF COLUMBIA,2024,April,Monthly,Number of Live Births,598
FLORIDA,2024,April,Monthly,Number of Live Births,17373
GEORGIA,2024,April,Monthly,Number of Live Births,9851
HAWAII,2024,April,Monthly,Number of Live Births,1211
IDAHO,2024,April,Monthly,Number of Live Births,1954
ILLINOIS,2024,April,Monthly,Number of Live Births,10200
INDIANA,2024,April,Monthly,Number of Live Births,6517
IOWA,2024,April,Monthly,Number of Live Births,2963
KANSAS,2024,April,Monthly,Number of Live Births,2762
KENTUCKY,2024,April,Monthly,Number of Live Births,4275
LOUISIANA,2024,April,Monthly,Number of Live Births,4080
MAINE,2024,April,Monthly,Number of Live Births,964
MARYLAND,2024,April,Monthly,Number of Live Births,5244
MASSACHUSETTS,2024,April,Monthly,Number of Live Births,5562
MICHIGAN,2024,April,Monthly,Number of Live Births,8212
MINNESOTA,2024,April,Monthly,Number of Live Births,5140
MISSISSIPPI,2024,April,Monthly,Number of Live Births,2456
MISSOURI,2024,April,Monthly,Number of Live Births,5447
MONTANA,2024,April,Monthly,Number of Live Births,935
NEBRASKA,2024,April,Monthly,Number of Live Births,2069
NEVADA,2024,April,Monthly,Number of Live Births,2521
NEW HAMPSHIRE,2024,April,Monthly,Number of Live Births,937
NEW JERSEY,2024,April,Monthly,Number of Live Births,8156
NEW MEXICO,2024,April,Monthly,Number of Live Births,1721
NEW YORK,2024,April,Monthly,Number of Live Births,9200
NORTH CAROLINA,2024,April,Monthly,Number of Live Births,9767
NORTH DAKOTA,2024,April,Monthly,Number of Live Births,809
OHIO,2024,April,Monthly,Number of Live Births,10328
OKLAHOMA,2024,April,Monthly,Number of Live Births,3858
OREGON,2024,April,Monthly,Number of Live Births,3201
PENNSYLVANIA,2024,April,Monthly,Number of Live Births,10276
RHODE ISLAND,2024,April,Monthly,Number of Live Births,804
SOUTH CAROLINA,2024,April,Monthly,Number of Live Births,4572
SOUTH DAKOTA,2024,April,Monthly,Number of Live Births,979
TENNESSEE,2024,April,Monthly,Number of Live Births,6562
TEXAS,2024,April,Monthly,Number of Live Births,30016
UTAH,2024,April,Monthly,Number of Live Births,3887
VERMONT,2024,April,Monthly,Number of Live Births,428
VIRGINIA,2024,April,Monthly,Number of Live Births,7565
WASHINGTON,2024,April,Monthly,Number of Live Births,6649
WEST VIRGINIA,2024,April,Monthly,Number of Live Births,1331
WISCONSIN,2024,April,Monthly,Number of Live Births,4894
WYOMING,2024,April,Monthly,Number of Live Births,512
PUERTO RICO,2024,April,Monthly,Number of Live Births,1441
ALABAMA,2024,May,Monthly,Number of Live Births,4752
ALASKA,2024,May,Monthly,Number of Live Births,767
ARIZONA,2024,May,Monthly,Number of Live Births,6182
ARKANSAS,2024,May,Monthly,Number of Live Births,2875
CALIFORNIA,2024,May,Monthly,Number of Live Births,32892
COLORADO,2024,May,Monthly,Number of Live Births,5495
CONNECTICUT,2024,May,Monthly,Number of Live Births,3049
DELAWARE,2024,May,Monthly,Number of Live Births,890
DISTRICT OF COLUMBIA,2024,May,Monthly,Number of Live Births,662
FLORIDA,2024,May,Monthly,Number of Live Births,17826
GEORGIA,2024,May,Monthly,Number of Live Births,10275
HAWAII,2024,May,Monthly,Number of Live Births,1224
IDAHO,2024,May,Monthly,Number of Live Births,2094
ILLINOIS,2024,May,Monthly,Number of Live Births,10698
INDIANA,2024,May,Monthly,Number of Live Births,6666
IOWA,2024,May,Monthly,Number of Live Births,3104
KANSAS,2024,May,Monthly,Number of Live Births,2801
KENTUCKY,2024,May,Monthly,Number of Live Births,4462
LOUISIANA,2024,May,Monthly,Number of Live Births,4186
MAINE,2024,May,Monthly,Number of Live Births,975
MARYLAND,2024,May,Monthly,Number of Live Births,5558
MASSACHUSETTS,2024,May,Monthly,Number of Live Births,5858
MICHIGAN,2024,May,Monthly,Number of Live Births,8701
MINNESOTA,2024,May,Monthly,Number of Live Births,5393
MISSISSIPPI,2024,May,Monthly,Number of Live Births,2666
MISSOURI,2024,May,Monthly,Number of Live Births,5685
MONTANA,2024,May,Monthly,Number of Live Births,1048
NEBRASKA,2024,May,Monthly,Number of Live Births,2206
NEVADA,2024,May,Monthly,Number of Live Births,2583
NEW HAMPSHIRE,2024,May,Monthly,Number of Live Births,994
NEW JERSEY,2024,May,Monthly,Number of Live Births,8554
NEW MEXICO,2024,May,Monthly,Number of Live Births,1636
NEW YORK,2024,May,Monthly,Number of Live Births,9687
NORTH CAROLINA,2024,May,Monthly,Number of Live Births,10222
NORTH DAKOTA,2024,May,Monthly,Number of Live Births,856
OHIO,2024,May,Monthly,Number of Live Births,10809
OKLAHOMA,2024,May,Monthly,Number of Live Births,3981
OREGON,2024,May,Monthly,Number of Live Births,3338
PENNSYLVANIA,2024,May,Monthly,Number of Live Births,10727
RHODE ISLAND,2024,May,Monthly,Number of Live Births,879
SOUTH CAROLINA,2024,May,Monthly,Number of Live Births,4831
SOUTH DAKOTA,2024,May,Monthly,Number of Live Births,1025
TENNESSEE,2024,May,Monthly,Number of Live Births,7082
TEXAS,2024,May,Monthly,Number of Live Births,31507
UTAH,2024,May,Monthly,Number of Live Births,3976
VERMONT,2024,May,Monthly,Number of Live Births,451
VIRGINIA,2024,May,Monthly,Number of Live Births,7870
WASHINGTON,2024,May,Monthly,Number of Live Births,7207
