Detail Data For Electricity Consumption per Capita by Broad Category And Consuming Sector Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,BroadCategory,YearValue,Consumption_KWh_PerCapita
NR,UTTARAKHAND,COMMERCIAL,COMMERCIAL,2013,93.799
NR,UTTARAKHAND,RESIDENTIAL,RESIDENTIAL,2013,176.948
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,546.045
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,28.458
NR,UTTARAKHAND,MISCELLANEOUS,OTHER,2013,16.475
NR,UTTARAKHAND,PUBLIC LIGHTING,OTHER,2013,6.866
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,29.762
NR,UTTARAKHAND,TRACTION,TRANSPORT,2013,0.770
NR,UTTARAKHAND,AGRICULTURE,AGRICULTURE,2014,33.365
NR,UTTARAKHAND,COMMERCIAL,COMMERCIAL,2014,96.399
NR,UTTARAKHAND,RESIDENTIAL,RESIDENTIAL,2014,256.055
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,557.465
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,27.901
NR,UTTARAKHAND,MISCELLANEOUS,OTHER,2014,28.117
NR,UTTARAKHAND,PUBLIC LIGHTING,OTHER,2014,3.304
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,18.533
NR,UTTARAKHAND,TRACTION,TRANSPORT,2014,1.114
NR,UTTARAKHAND,AGRICULTURE,AGRICULTURE,2015,10.354
NR,UTTARAKHAND,COMMERCIAL,COMMERCIAL,2015,103.257
NR,UTTARAKHAND,RESIDENTIAL,RESIDENTIAL,2015,222.510
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,606.326
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,29.885
NR,UTTARAKHAND,MISCELLANEOUS,OTHER,2015,41.188
NR,UTTARAKHAND,PUBLIC LIGHTING,OTHER,2015,4.360
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,30.077
NR,UTTARAKHAND,TRACTION,TRANSPORT,2015,1.101
NR,UTTARAKHAND,AGRICULTURE,AGRICULTURE,2016,13.330
NR,UTTARAKHAND,COMMERCIAL,COMMERCIAL,2016,105.720
NR,UTTARAKHAND,RESIDENTIAL,RESIDENTIAL,2016,226.010
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,488.890
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,26.680
NR,UTTARAKHAND,MISCELLANEOUS,OTHER,2016,74.300
NR,UTTARAKHAND,PUBLIC LIGHTING,OTHER,2016,4.290
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,32.800
NR,UTTARAKHAND,TRACTION,TRANSPORT,2016,1.340
NR,UTTARAKHAND,AGRICULTURE,AGRICULTURE,2017,13.230
NR,UTTARAKHAND,COMMERCIAL,COMMERCIAL,2017,111.850
NR,UTTARAKHAND,RESIDENTIAL,RESIDENTIAL,2017,242.270
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,552.350
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,29.040
NR,UTTARAKHAND,MISCELLANEOUS,OTHER,2017,52.980
NR,UTTARAKHAND,PUBLIC LIGHTING,OTHER,2017,4.360
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,34.170
NR,UTTARAKHAND,TRACTION,TRANSPORT,2017,1.840
NR,UTTARAKHAND,AGRICULTURE,AGRICULTURE,2018,40.330
NR,UTTARAKHAND,COMMERCIAL,COMMERCIAL,2018,113.730
NR,UTTARAKHAND,RESIDENTIAL,RESIDENTIAL,2018,252.980
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,540.560
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,27.890
NR,UTTARAKHAND,MISCELLANEOUS,OTHER,2018,17.090
NR,UTTARAKHAND,PUBLIC LIGHTING,OTHER,2018,5.290
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,33.890
NR,UTTARAKHAND,TRACTION,TRANSPORT,2018,2.690
NR,UTTARAKHAND,AGRICULTURE,AGRICULTURE,2019,41.070
NR,UTTARAKHAND,COMMERCIAL,COMMERCIAL,2019,115.800
NR,UTTARAKHAND,RESIDENTIAL,RESIDENTIAL,2019,257.600
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,550.430
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,28.400
NR,UTTARAKHAND,MISCELLANEOUS,OTHER,2019,17.400
NR,UTTARAKHAND,PUBLIC LIGHTING,OTHER,2019,5.390
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,34.500
NR,UTTARAKHAND,TRACTION,TRANSPORT,2019,2.450
WR,GOA,AGRICULTURE,AGRICULTURE,2006,10.066
WR,GOA,COMMERCIAL,COMMERCIAL,2006,91.632
WR,GOA,RESIDENTIAL,RESIDENTIAL,2006,298.224
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,956.908
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,63.368
WR,GOA,PUBLIC LIGHTING,OTHER,2006,16.566
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,60.559
WR,GOA,AGRICULTURE,AGRICULTURE,2007,9.968
WR,GOA,COMMERCIAL,COMMERCIAL,2007,100.551
WR,GOA,RESIDENTIAL,RESIDENTIAL,2007,322.179
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,970.917
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,78.179
WR,GOA,PUBLIC LIGHTING,OTHER,2007,19.218
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,66.718
WR,GOA,AGRICULTURE,AGRICULTURE,2008,23.975
WR,GOA,COMMERCIAL,COMMERCIAL,2008,99.559
WR,GOA,RESIDENTIAL,RESIDENTIAL,2008,373.963
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,930.702
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,82.273
WR,GOA,PUBLIC LIGHTING,OTHER,2008,21.658
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,75.870
WR,GOA,AGRICULTURE,AGRICULTURE,2009,24.650
WR,GOA,COMMERCIAL,COMMERCIAL,2009,101.883
WR,GOA,RESIDENTIAL,RESIDENTIAL,2009,384.368
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,969.485
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,81.663
WR,GOA,PUBLIC LIGHTING,OTHER,2009,22.258
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,77.982
WR,GOA,AGRICULTURE,AGRICULTURE,2010,65.538
WR,GOA,COMMERCIAL,COMMERCIAL,2010,110.651
WR,GOA,RESIDENTIAL,RESIDENTIAL,2010,371.621
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,889.923
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,80.432
WR,GOA,PUBLIC LIGHTING,OTHER,2010,24.006
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,70.473
WR,GOA,TRACTION,TRANSPORT,2010,11.065
WR,GOA,AGRICULTURE,AGRICULTURE,2011,11.429
WR,GOA,COMMERCIAL,COMMERCIAL,2011,114.286
WR,GOA,RESIDENTIAL,RESIDENTIAL,2011,377.143
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,877.211
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,86.634
WR,GOA,MISCELLANEOUS,OTHER,2011,72.000
WR,GOA,PUBLIC LIGHTING,OTHER,2011,24.000
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,66.857
WR,GOA,TRACTION,TRANSPORT,2011,10.954
WR,GOA,AGRICULTURE,AGRICULTURE,2012,14.841
WR,GOA,COMMERCIAL,COMMERCIAL,2012,148.410
WR,GOA,RESIDENTIAL,RESIDENTIAL,2012,489.753
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,1101.954
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,114.669
WR,GOA,MISCELLANEOUS,OTHER,2012,93.498
WR,GOA,PUBLIC LIGHTING,OTHER,2012,31.166
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,86.820
WR,GOA,TRACTION,TRANSPORT,2012,14.225
WR,GOA,AGRICULTURE,AGRICULTURE,2013,11.351
WR,GOA,COMMERCIAL,COMMERCIAL,2013,116.757
WR,GOA,RESIDENTIAL,RESIDENTIAL,2013,451.351
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,954.589
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,68.665
WR,GOA,PUBLIC LIGHTING,OTHER,2013,8.108
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,54.595
WR,GOA,AGRICULTURE,AGRICULTURE,2014,11.053
WR,GOA,COMMERCIAL,COMMERCIAL,2014,153.158
WR,GOA,RESIDENTIAL,RESIDENTIAL,2014,425.263
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,894.137
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,69.989
WR,GOA,MISCELLANEOUS,OTHER,2014,18.947
WR,GOA,PUBLIC LIGHTING,OTHER,2014,12.632
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,76.316
WR,GOA,AGRICULTURE,AGRICULTURE,2015,15.464
WR,GOA,COMMERCIAL,COMMERCIAL,2015,136.082
WR,GOA,RESIDENTIAL,RESIDENTIAL,2015,379.381
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,924.294
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,97.928
WR,GOA,MISCELLANEOUS,OTHER,2015,13.918
WR,GOA,PUBLIC LIGHTING,OTHER,2015,20.103
WR,GOA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,73.711
WR,GOA,AGRICULTURE,AGRICULTURE,2016,9.140
WR,GOA,COMMERCIAL,COMMERCIAL,2016,178.170
WR,GOA,RESIDENTIAL,RESIDENTIAL,2016,512.690
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,908.230
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,87.810
WR,GOA,MISCELLANEOUS,OTHER,2016,22.840
WR,GOA,PUBLIC LIGHTING,OTHER,2016,2.540
WR,GOA,AGRICULTURE,AGRICULTURE,2017,15.040
WR,GOA,COMMERCIAL,COMMERCIAL,2017,185.060
WR,GOA,RESIDENTIAL,RESIDENTIAL,2017,442.290
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,979.090
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,80.740
WR,GOA,MISCELLANEOUS,OTHER,2017,24.770
WR,GOA,PUBLIC LIGHTING,OTHER,2017,18.560
WR,GOA,AGRICULTURE,AGRICULTURE,2018,14.600
WR,GOA,COMMERCIAL,COMMERCIAL,2018,188.310
WR,GOA,RESIDENTIAL,RESIDENTIAL,2018,457.920
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,980.430
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,81.500
WR,GOA,MISCELLANEOUS,OTHER,2018,23.890
WR,GOA,PUBLIC LIGHTING,OTHER,2018,18.200
WR,GOA,AGRICULTURE,AGRICULTURE,2019,12.590
WR,GOA,COMMERCIAL,COMMERCIAL,2019,258.580
WR,GOA,RESIDENTIAL,RESIDENTIAL,2019,549.900
WR,GOA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,895.990
WR,GOA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,62.710
WR,GOA,MISCELLANEOUS,OTHER,2019,26.660
WR,GOA,PUBLIC LIGHTING,OTHER,2019,1.270
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2006,0.192
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2006,4.965
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2006,47.243
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,0.439
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,2.761
NER,MANIPUR,MISCELLANEOUS,OTHER,2006,13.043
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2006,1.329
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,3.753
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2007,0.035
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2007,4.895
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2007,56.174
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,0.632
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,2.678
NER,MANIPUR,MISCELLANEOUS,OTHER,2007,14.306
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2007,1.663
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,3.872
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2008,0.034
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2008,4.854
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2008,45.307
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,0.628
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,2.766
NER,MANIPUR,MISCELLANEOUS,OTHER,2008,16.939
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2008,1.268
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,3.835
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2009,0.050
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2009,5.975
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2009,50.471
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,0.563
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,3.084
NER,MANIPUR,MISCELLANEOUS,OTHER,2009,17.328
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2009,1.345
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,4.008
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2010,0.295
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2010,6.643
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2010,52.900
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,0.593
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,3.062
NER,MANIPUR,MISCELLANEOUS,OTHER,2010,18.755
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2010,1.755
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,7.552
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2011,0.201
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2011,9.324
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2011,62.299
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,0.840
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,4.684
NER,MANIPUR,MISCELLANEOUS,OTHER,2011,24.328
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2011,2.209
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,7.221
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2012,0.305
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2012,9.994
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2012,63.826
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,5.430
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,5.320
NER,MANIPUR,MISCELLANEOUS,OTHER,2012,25.561
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2012,1.499
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,7.411
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2013,0.635
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2013,12.373
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2013,81.823
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,5.675
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,7.871
NER,MANIPUR,MISCELLANEOUS,OTHER,2013,32.530
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2013,1.948
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,9.357
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2014,0.659
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2014,12.837
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2014,84.893
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,5.889
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,8.167
NER,MANIPUR,MISCELLANEOUS,OTHER,2014,33.750
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2014,2.020
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,9.706
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2015,2.376
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2015,15.165
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2015,90.886
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,5.824
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,6.835
NER,MANIPUR,MISCELLANEOUS,OTHER,2015,45.722
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2015,2.475
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,13.110
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2016,0.690
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2016,15.440
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2016,115.830
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,2.950
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,6.280
NER,MANIPUR,MISCELLANEOUS,OTHER,2016,34.830
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2016,1.600
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,6.470
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2017,0.370
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2017,16.690
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2017,126.650
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,2.820
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,5.490
NER,MANIPUR,MISCELLANEOUS,OTHER,2017,33.860
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2017,1.320
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,9.010
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2018,0.800
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2018,17.960
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2018,134.630
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,3.430
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,7.310
NER,MANIPUR,MISCELLANEOUS,OTHER,2018,40.520
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2018,1.390
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,8.000
NER,MANIPUR,AGRICULTURE,AGRICULTURE,2019,0.800
NER,MANIPUR,COMMERCIAL,COMMERCIAL,2019,24.850
NER,MANIPUR,RESIDENTIAL,RESIDENTIAL,2019,141.540
NER,MANIPUR,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,3.400
NER,MANIPUR,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,7.840
NER,MANIPUR,MISCELLANEOUS,OTHER,2019,40.110
NER,MANIPUR,PUBLIC LIGHTING,OTHER,2019,3.720
NER,MANIPUR,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,7.960
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2006,7.305
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2006,95.811
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,2.379
NER,MIZORAM,MISCELLANEOUS,OTHER,2006,11.653
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2006,5.558
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,18.884
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2007,7.396
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2007,99.479
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,2.396
NER,MIZORAM,MISCELLANEOUS,OTHER,2007,15.625
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2007,6.875
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,19.531
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2008,9.711
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2008,119.495
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,1.732
NER,MIZORAM,MISCELLANEOUS,OTHER,2008,13.577
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2008,10.876
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,29.598
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2009,12.071
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2009,113.602
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,1.643
NER,MIZORAM,MISCELLANEOUS,OTHER,2009,11.592
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2009,4.204
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,25.765
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2010,0.505
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2010,11.980
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2010,130.465
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,0.636
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,1.768
NER,MIZORAM,MISCELLANEOUS,OTHER,2010,11.778
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2010,5.202
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,30.929
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2011,0.120
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2011,14.650
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2011,174.400
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,0.310
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,1.570
NER,MIZORAM,MISCELLANEOUS,OTHER,2011,12.180
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2011,7.040
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,27.290
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2012,0.082
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2012,17.314
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2012,156.662
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,0.302
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,1.613
NER,MIZORAM,MISCELLANEOUS,OTHER,2012,16.260
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2012,5.536
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,33.253
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2013,0.078
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2013,20.686
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2013,193.716
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,1.441
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,1.775
NER,MIZORAM,MISCELLANEOUS,OTHER,2013,21.529
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2013,5.255
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,36.500
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2014,0.058
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2014,22.883
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2014,194.320
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,4.845
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,2.029
NER,MIZORAM,MISCELLANEOUS,OTHER,2014,23.534
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2014,7.262
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,39.039
