Detail Data For Electricity Consumption by Consumer Number Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,YearValue,ConsumerNo
NER,MEGHALAYA,PUBLIC LIGHTING,2013,60.000
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,2013,373.000
NER,MEGHALAYA,AGRICULTURE,2014,23.000
NER,MEGHALAYA,COMMERCIAL,2014,21744.000
NER,MEGHALAYA,RESIDENTIAL,2014,265230.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),2014,151.000
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),2014,799.000
NER,MEGHALAYA,MISCELLANEOUS,2014,61896.000
NER,MEGHALAYA,PUBLIC LIGHTING,2014,64.000
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,2014,399.000
NER,MEGHALAYA,AGRICULTURE,2015,24.000
NER,MEGHALAYA,COMMERCIAL,2015,22227.000
NER,MEGHALAYA,RESIDENTIAL,2015,268974.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),2015,148.000
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),2015,821.000
NER,MEGHALAYA,MISCELLANEOUS,2015,67068.000
NER,MEGHALAYA,PUBLIC LIGHTING,2015,59.000
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,2015,386.000
NER,MEGHALAYA,AGRICULTURE,2016,27.000
NER,MEGHALAYA,COMMERCIAL,2016,23925.000
NER,MEGHALAYA,RESIDENTIAL,2016,296436.000
NER,MEGHALAYA,INDUSTRIAL (HIGH VOLTAGE),2016,144.000
NER,MEGHALAYA,INDUSTRIAL (LOW & MED VOLTAGE),2016,821.000
NER,MEGHALAYA,MISCELLANEOUS,2016,63243.000
NER,MEGHALAYA,PUBLIC LIGHTING,2016,51.000
NER,MEGHALAYA,PUBLIC WATER WORKS AND SEWAGE,2016,398.000
NER,NAGALAND,AGRICULTURE,2006,108.000
NER,NAGALAND,COMMERCIAL,2006,14513.000
NER,NAGALAND,RESIDENTIAL,2006,135020.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),2006,1727.000
NER,NAGALAND,MISCELLANEOUS,2006,139.000
NER,NAGALAND,PUBLIC LIGHTING,2006,664.000
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,2006,22.000
NER,NAGALAND,AGRICULTURE,2007,108.000
NER,NAGALAND,COMMERCIAL,2007,15099.000
NER,NAGALAND,RESIDENTIAL,2007,143243.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),2007,1780.000
NER,NAGALAND,MISCELLANEOUS,2007,139.000
NER,NAGALAND,PUBLIC LIGHTING,2007,644.000
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,2007,22.000
NER,NAGALAND,AGRICULTURE,2008,108.000
NER,NAGALAND,COMMERCIAL,2008,16910.000
NER,NAGALAND,RESIDENTIAL,2008,160760.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),2008,1987.000
NER,NAGALAND,MISCELLANEOUS,2008,169.000
NER,NAGALAND,PUBLIC LIGHTING,2008,743.000
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,2008,26.000
NER,NAGALAND,AGRICULTURE,2009,4.000
NER,NAGALAND,COMMERCIAL,2009,16928.000
NER,NAGALAND,RESIDENTIAL,2009,163975.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),2009,2021.000
NER,NAGALAND,MISCELLANEOUS,2009,173.000
NER,NAGALAND,PUBLIC LIGHTING,2009,759.000
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,2009,21.000
NER,NAGALAND,AGRICULTURE,2010,4.000
NER,NAGALAND,COMMERCIAL,2010,16928.000
NER,NAGALAND,RESIDENTIAL,2010,163975.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),2010,2021.000
NER,NAGALAND,MISCELLANEOUS,2010,173.000
NER,NAGALAND,PUBLIC LIGHTING,2010,759.000
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,2010,21.000
NER,NAGALAND,AGRICULTURE,2011,4.000
NER,NAGALAND,COMMERCIAL,2011,16928.000
NER,NAGALAND,RESIDENTIAL,2011,163975.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),2011,2021.000
NER,NAGALAND,MISCELLANEOUS,2011,173.000
NER,NAGALAND,PUBLIC LIGHTING,2011,759.000
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,2011,21.000
NER,NAGALAND,AGRICULTURE,2012,2.000
NER,NAGALAND,COMMERCIAL,2012,18000.000
NER,NAGALAND,RESIDENTIAL,2012,174450.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),2012,2040.000
NER,NAGALAND,MISCELLANEOUS,2012,600.000
NER,NAGALAND,PUBLIC LIGHTING,2012,589.000
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,2012,38.000
NER,NAGALAND,AGRICULTURE,2013,2.000
NER,NAGALAND,COMMERCIAL,2013,18800.000
NER,NAGALAND,RESIDENTIAL,2013,180000.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),2013,8200.000
NER,NAGALAND,MISCELLANEOUS,2013,700.000
NER,NAGALAND,PUBLIC LIGHTING,2013,600.000
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,2013,30.000
NER,NAGALAND,AGRICULTURE,2014,2.000
NER,NAGALAND,COMMERCIAL,2014,18800.000
NER,NAGALAND,RESIDENTIAL,2014,180000.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),2014,8200.000
NER,NAGALAND,MISCELLANEOUS,2014,700.000
NER,NAGALAND,PUBLIC LIGHTING,2014,600.000
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,2014,30.000
NER,NAGALAND,AGRICULTURE,2015,1.000
NER,NAGALAND,COMMERCIAL,2015,19181.000
NER,NAGALAND,RESIDENTIAL,2015,209019.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),2015,2604.000
NER,NAGALAND,MISCELLANEOUS,2015,776.000
NER,NAGALAND,PUBLIC LIGHTING,2015,600.000
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,2015,30.000
NER,NAGALAND,AGRICULTURE,2016,1.000
NER,NAGALAND,COMMERCIAL,2016,19181.000
NER,NAGALAND,RESIDENTIAL,2016,209019.000
NER,NAGALAND,INDUSTRIAL (LOW & MED VOLTAGE),2016,2604.000
NER,NAGALAND,MISCELLANEOUS,2016,776.000
NER,NAGALAND,PUBLIC LIGHTING,2016,600.000
NER,NAGALAND,PUBLIC WATER WORKS AND SEWAGE,2016,30.000
WR,GUJARAT,AGRICULTURE,2006,693070.000
WR,GUJARAT,COMMERCIAL,2006,1634109.000
WR,GUJARAT,RESIDENTIAL,2006,8712255.000
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),2006,5997.000
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),2006,330494.000
WR,GUJARAT,MISCELLANEOUS,2006,2511.000
WR,GUJARAT,PUBLIC LIGHTING,2006,19379.000
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,2006,33305.000
WR,GUJARAT,TRACTION,2006,22.000
WR,GUJARAT,AGRICULTURE,2007,706371.000
WR,GUJARAT,COMMERCIAL,2007,1557756.000
WR,GUJARAT,RESIDENTIAL,2007,8590946.000
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),2007,6372.000
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),2007,338523.000
WR,GUJARAT,MISCELLANEOUS,2007,2533.000
WR,GUJARAT,PUBLIC LIGHTING,2007,20728.000
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,2007,34447.000
WR,GUJARAT,TRACTION,2007,24.000
WR,GUJARAT,AGRICULTURE,2008,737413.000
WR,GUJARAT,COMMERCIAL,2008,1726542.000
WR,GUJARAT,RESIDENTIAL,2008,9515234.000
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),2008,7335.000
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),2008,400171.000
WR,GUJARAT,MISCELLANEOUS,2008,4277.000
WR,GUJARAT,PUBLIC LIGHTING,2008,24355.000
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,2008,36810.000
WR,GUJARAT,TRACTION,2008,26.000
WR,GUJARAT,AGRICULTURE,2009,746882.000
WR,GUJARAT,COMMERCIAL,2009,1766842.000
WR,GUJARAT,RESIDENTIAL,2009,9985822.000
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),2009,7718.000
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),2009,407021.000
WR,GUJARAT,MISCELLANEOUS,2009,4397.000
WR,GUJARAT,PUBLIC LIGHTING,2009,25459.000
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,2009,38653.000
WR,GUJARAT,TRACTION,2009,28.000
WR,GUJARAT,AGRICULTURE,2010,830606.000
WR,GUJARAT,COMMERCIAL,2010,1488210.000
WR,GUJARAT,RESIDENTIAL,2010,10467205.000
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),2010,8279.000
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),2010,367337.000
WR,GUJARAT,MISCELLANEOUS,2010,3357.000
WR,GUJARAT,PUBLIC LIGHTING,2010,27250.000
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,2010,41386.000
WR,GUJARAT,TRACTION,2010,33.000
WR,GUJARAT,AGRICULTURE,2011,857392.000
WR,GUJARAT,COMMERCIAL,2011,1793603.000
WR,GUJARAT,RESIDENTIAL,2011,10787716.000
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),2011,8916.000
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),2011,370987.000
WR,GUJARAT,MISCELLANEOUS,2011,4707.000
WR,GUJARAT,PUBLIC LIGHTING,2011,28308.000
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,2011,43049.000
WR,GUJARAT,TRACTION,2011,39.000
WR,GUJARAT,AGRICULTURE,2012,909700.000
WR,GUJARAT,COMMERCIAL,2012,1791042.000
WR,GUJARAT,RESIDENTIAL,2012,11263357.000
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),2012,2226358.000
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),2012,414298.000
WR,GUJARAT,MISCELLANEOUS,2012,4379.000
WR,GUJARAT,PUBLIC LIGHTING,2012,28858.000
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,2012,49877.000
WR,GUJARAT,TRACTION,2012,40.000
WR,GUJARAT,AGRICULTURE,2013,995950.000
WR,GUJARAT,COMMERCIAL,2013,1816664.000
WR,GUJARAT,RESIDENTIAL,2013,11724498.000
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),2013,11153.000
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),2013,428462.000
WR,GUJARAT,MISCELLANEOUS,2013,4427.000
WR,GUJARAT,PUBLIC LIGHTING,2013,31343.000
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,2013,53689.000
WR,GUJARAT,TRACTION,2013,34.000
WR,GUJARAT,AGRICULTURE,2014,1076271.000
WR,GUJARAT,COMMERCIAL,2014,1663376.000
WR,GUJARAT,RESIDENTIAL,2014,11741438.000
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),2014,11699.000
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),2014,405723.000
WR,GUJARAT,MISCELLANEOUS,2014,2270.000
WR,GUJARAT,PUBLIC LIGHTING,2014,32264.000
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,2014,59388.000
WR,GUJARAT,TRACTION,2014,29.000
WR,GUJARAT,AGRICULTURE,2015,1180104.000
WR,GUJARAT,COMMERCIAL,2015,1665700.000
WR,GUJARAT,RESIDENTIAL,2015,12102062.000
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),2015,13251.000
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),2015,413018.000
WR,GUJARAT,MISCELLANEOUS,2015,1940.000
WR,GUJARAT,PUBLIC LIGHTING,2015,35016.000
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,2015,66128.000
WR,GUJARAT,TRACTION,2015,28.000
WR,GUJARAT,AGRICULTURE,2016,1289680.000
WR,GUJARAT,COMMERCIAL,2016,1771050.000
WR,GUJARAT,RESIDENTIAL,2016,12400000.000
WR,GUJARAT,INDUSTRIAL (HIGH VOLTAGE),2016,14022.000
WR,GUJARAT,INDUSTRIAL (LOW & MED VOLTAGE),2016,368395.000
WR,GUJARAT,MISCELLANEOUS,2016,23550.000
WR,GUJARAT,PUBLIC LIGHTING,2016,37056.000
WR,GUJARAT,PUBLIC WATER WORKS AND SEWAGE,2016,74050.000
WR,GUJARAT,TRACTION,2016,22.000
NR,JAMMU & KASHMIR,AGRICULTURE,2006,3235.000
NR,JAMMU & KASHMIR,COMMERCIAL,2006,78886.000
NR,JAMMU & KASHMIR,RESIDENTIAL,2006,578708.000
NR,JAMMU & KASHMIR,INDUSTRIAL (HIGH VOLTAGE),2006,100.000
NR,JAMMU & KASHMIR,INDUSTRIAL (LOW & MED VOLTAGE),2006,7000.000
NR,JAMMU & KASHMIR,MISCELLANEOUS,2006,8322.000
NR,JAMMU & KASHMIR,PUBLIC LIGHTING,2006,150.000
NR,JAMMU & KASHMIR,PUBLIC WATER WORKS AND SEWAGE,2006,2400.000
NR,JAMMU & KASHMIR,AGRICULTURE,2007,8396.000
NR,JAMMU & KASHMIR,COMMERCIAL,2007,104436.000
NR,JAMMU & KASHMIR,RESIDENTIAL,2007,1024142.000
NR,JAMMU & KASHMIR,INDUSTRIAL (LOW & MED VOLTAGE),2007,23850.000
NR,JAMMU & KASHMIR,MISCELLANEOUS,2007,10786.000
NR,JAMMU & KASHMIR,PUBLIC LIGHTING,2007,161.000
NR,JAMMU & KASHMIR,PUBLIC WATER WORKS AND SEWAGE,2007,4708.000
NR,JAMMU & KASHMIR,TRACTION,2007,119.000
NR,JAMMU & KASHMIR,AGRICULTURE,2008,13071.000
NR,JAMMU & KASHMIR,COMMERCIAL,2008,132944.000
NR,JAMMU & KASHMIR,RESIDENTIAL,2008,1031130.000
NR,JAMMU & KASHMIR,INDUSTRIAL (HIGH VOLTAGE),2008,3192.000
NR,JAMMU & KASHMIR,INDUSTRIAL (LOW & MED VOLTAGE),2008,16416.000
NR,JAMMU & KASHMIR,MISCELLANEOUS,2008,8609.000
NR,JAMMU & KASHMIR,PUBLIC LIGHTING,2008,305.000
NR,JAMMU & KASHMIR,PUBLIC WATER WORKS AND SEWAGE,2008,1544.000
NR,JAMMU & KASHMIR,TRACTION,2008,119.000
NR,JAMMU & KASHMIR,AGRICULTURE,2009,13071.000
NR,JAMMU & KASHMIR,COMMERCIAL,2009,132944.000
NR,JAMMU & KASHMIR,RESIDENTIAL,2009,1031130.000
NR,JAMMU & KASHMIR,INDUSTRIAL (HIGH VOLTAGE),2009,3192.000
NR,JAMMU & KASHMIR,INDUSTRIAL (LOW & MED VOLTAGE),2009,16416.000
NR,JAMMU & KASHMIR,MISCELLANEOUS,2009,8609.000
NR,JAMMU & KASHMIR,PUBLIC LIGHTING,2009,305.000
NR,JAMMU & KASHMIR,PUBLIC WATER WORKS AND SEWAGE,2009,1544.000
NR,JAMMU & KASHMIR,TRACTION,2009,119.000
NR,JAMMU & KASHMIR,AGRICULTURE,2010,3235.000
NR,JAMMU & KASHMIR,COMMERCIAL,2010,78886.000
NR,JAMMU & KASHMIR,RESIDENTIAL,2010,578708.000
NR,JAMMU & KASHMIR,INDUSTRIAL (HIGH VOLTAGE),2010,100.000
NR,JAMMU & KASHMIR,INDUSTRIAL (LOW & MED VOLTAGE),2010,7000.000
NR,JAMMU & KASHMIR,MISCELLANEOUS,2010,8322.000
NR,JAMMU & KASHMIR,PUBLIC LIGHTING,2010,150.000
NR,JAMMU & KASHMIR,PUBLIC WATER WORKS AND SEWAGE,2010,2400.000
NR,JAMMU & KASHMIR,AGRICULTURE,2011,15007.000
NR,JAMMU & KASHMIR,COMMERCIAL,2011,145991.000
NR,JAMMU & KASHMIR,RESIDENTIAL,2011,1096056.000
NR,JAMMU & KASHMIR,INDUSTRIAL (HIGH VOLTAGE),2011,939.000
NR,JAMMU & KASHMIR,INDUSTRIAL (LOW & MED VOLTAGE),2011,18631.000
NR,JAMMU & KASHMIR,MISCELLANEOUS,2011,9373.000
NR,JAMMU & KASHMIR,PUBLIC LIGHTING,2011,377.000
NR,JAMMU & KASHMIR,PUBLIC WATER WORKS AND SEWAGE,2011,1784.000
NR,JAMMU & KASHMIR,AGRICULTURE,2012,15149.000
NR,JAMMU & KASHMIR,COMMERCIAL,2012,154572.000
NR,JAMMU & KASHMIR,RESIDENTIAL,2012,1130951.000
NR,JAMMU & KASHMIR,INDUSTRIAL (HIGH VOLTAGE),2012,939.000
NR,JAMMU & KASHMIR,INDUSTRIAL (LOW & MED VOLTAGE),2012,19644.000
NR,JAMMU & KASHMIR,MISCELLANEOUS,2012,9631.000
NR,JAMMU & KASHMIR,PUBLIC LIGHTING,2012,254.000
NR,JAMMU & KASHMIR,PUBLIC WATER WORKS AND SEWAGE,2012,1835.000
NR,JAMMU & KASHMIR,AGRICULTURE,2013,17463.000
NR,JAMMU & KASHMIR,COMMERCIAL,2013,166059.000
NR,JAMMU & KASHMIR,RESIDENTIAL,2013,1274885.000
NR,JAMMU & KASHMIR,INDUSTRIAL (HIGH VOLTAGE),2013,695.000
NR,JAMMU & KASHMIR,INDUSTRIAL (LOW & MED VOLTAGE),2013,19194.000
NR,JAMMU & KASHMIR,MISCELLANEOUS,2013,10078.000
NR,JAMMU & KASHMIR,PUBLIC LIGHTING,2013,252.000
NR,JAMMU & KASHMIR,PUBLIC WATER WORKS AND SEWAGE,2013,1970.000
NR,JAMMU & KASHMIR,AGRICULTURE,2014,17463.000
NR,JAMMU & KASHMIR,COMMERCIAL,2014,166059.000
NR,JAMMU & KASHMIR,RESIDENTIAL,2014,1274885.000
NR,JAMMU & KASHMIR,INDUSTRIAL (HIGH VOLTAGE),2014,695.000
NR,JAMMU & KASHMIR,INDUSTRIAL (LOW & MED VOLTAGE),2014,19194.000
NR,JAMMU & KASHMIR,MISCELLANEOUS,2014,10078.000
NR,JAMMU & KASHMIR,PUBLIC LIGHTING,2014,252.000
NR,JAMMU & KASHMIR,PUBLIC WATER WORKS AND SEWAGE,2014,1970.000
NR,JAMMU & KASHMIR,AGRICULTURE,2015,18877.000
NR,JAMMU & KASHMIR,COMMERCIAL,2015,174504.000
NR,JAMMU & KASHMIR,RESIDENTIAL,2015,1346021.000
NR,JAMMU & KASHMIR,INDUSTRIAL (HIGH VOLTAGE),2015,721.000
NR,JAMMU & KASHMIR,INDUSTRIAL (LOW & MED VOLTAGE),2015,19368.000
NR,JAMMU & KASHMIR,MISCELLANEOUS,2015,10734.000
NR,JAMMU & KASHMIR,PUBLIC LIGHTING,2015,259.000
NR,JAMMU & KASHMIR,PUBLIC WATER WORKS AND SEWAGE,2015,2331.000
NR,JAMMU & KASHMIR,AGRICULTURE,2016,18877.000
NR,JAMMU & KASHMIR,COMMERCIAL,2016,174504.000
NR,JAMMU & KASHMIR,RESIDENTIAL,2016,1346021.000
NR,JAMMU & KASHMIR,INDUSTRIAL (HIGH VOLTAGE),2016,721.000
NR,JAMMU & KASHMIR,INDUSTRIAL (LOW & MED VOLTAGE),2016,19368.000
NR,JAMMU & KASHMIR,MISCELLANEOUS,2016,10734.000
NR,JAMMU & KASHMIR,PUBLIC LIGHTING,2016,259.000
NR,JAMMU & KASHMIR,PUBLIC WATER WORKS AND SEWAGE,2016,2331.000
SR,KERALA,AGRICULTURE,2006,424299.000
SR,KERALA,COMMERCIAL,2006,1219105.000
SR,KERALA,RESIDENTIAL,2006,6575489.000
SR,KERALA,INDUSTRIAL (HIGH VOLTAGE),2006,1837.000
SR,KERALA,INDUSTRIAL (LOW & MED VOLTAGE),2006,120078.000
SR,KERALA,MISCELLANEOUS,2006,2.000
SR,KERALA,PUBLIC LIGHTING,2006,2330.000
SR,KERALA,TRACTION,2006,5.000
SR,KERALA,AGRICULTURE,2007,436195.000
SR,KERALA,COMMERCIAL,2007,1287569.000
SR,KERALA,RESIDENTIAL,2007,6910297.000
SR,KERALA,INDUSTRIAL (HIGH VOLTAGE),2007,1952.000
SR,KERALA,INDUSTRIAL (LOW & MED VOLTAGE),2007,123365.000
SR,KERALA,MISCELLANEOUS,2007,220.000
SR,KERALA,PUBLIC LIGHTING,2007,2330.000
SR,KERALA,TRACTION,2007,6.000
SR,KERALA,AGRICULTURE,2008,441527.000
SR,KERALA,COMMERCIAL,2008,1345084.000
SR,KERALA,RESIDENTIAL,2008,7182174.000
SR,KERALA,INDUSTRIAL (HIGH VOLTAGE),2008,2016.000
SR,KERALA,INDUSTRIAL (LOW & MED VOLTAGE),2008,123655.000
SR,KERALA,MISCELLANEOUS,2008,161.000
SR,KERALA,PUBLIC LIGHTING,2008,2332.000
SR,KERALA,TRACTION,2008,7.000
SR,KERALA,AGRICULTURE,2009,445727.000
SR,KERALA,COMMERCIAL,2009,1362040.000
SR,KERALA,RESIDENTIAL,2009,7470905.000
SR,KERALA,INDUSTRIAL (HIGH VOLTAGE),2009,65.000
SR,KERALA,INDUSTRIAL (LOW & MED VOLTAGE),2009,122051.000
SR,KERALA,MISCELLANEOUS,2009,171.000
SR,KERALA,PUBLIC LIGHTING,2009,2733.000
SR,KERALA,PUBLIC WATER WORKS AND SEWAGE,2009,6153.000
SR,KERALA,TRACTION,2009,8.000
SR,KERALA,AGRICULTURE,2010,438447.000
SR,KERALA,COMMERCIAL,2010,1405437.000
SR,KERALA,RESIDENTIAL,2010,7819929.000
SR,KERALA,INDUSTRIAL (HIGH VOLTAGE),2010,1221.000
SR,KERALA,INDUSTRIAL (LOW & MED VOLTAGE),2010,123382.000
SR,KERALA,MISCELLANEOUS,2010,179.000
SR,KERALA,PUBLIC LIGHTING,2010,2932.000
SR,KERALA,PUBLIC WATER WORKS AND SEWAGE,2010,6151.000
SR,KERALA,TRACTION,2010,8.000
SR,KERALA,AGRICULTURE,2011,446510.000
SR,KERALA,COMMERCIAL,2011,1457468.000
SR,KERALA,RESIDENTIAL,2011,8092072.000
SR,KERALA,INDUSTRIAL (HIGH VOLTAGE),2011,1269.000
SR,KERALA,INDUSTRIAL (LOW & MED VOLTAGE),2011,127354.000
SR,KERALA,MISCELLANEOUS,2011,227.000
SR,KERALA,PUBLIC LIGHTING,2011,3038.000
SR,KERALA,TRACTION,2011,8.000
SR,KERALA,AGRICULTURE,2012,455133.000
SR,KERALA,COMMERCIAL,2012,1544083.000
SR,KERALA,RESIDENTIAL,2012,8349206.000
SR,KERALA,INDUSTRIAL (HIGH VOLTAGE),2012,1387.000
SR,KERALA,INDUSTRIAL (LOW & MED VOLTAGE),2012,132109.000
SR,KERALA,MISCELLANEOUS,2012,253.000
SR,KERALA,PUBLIC LIGHTING,2012,3161.000
SR,KERALA,PUBLIC WATER WORKS AND SEWAGE,2012,3.000
SR,KERALA,TRACTION,2012,8.000
SR,KERALA,AGRICULTURE,2013,460319.000
SR,KERALA,COMMERCIAL,2013,1639223.000
SR,KERALA,RESIDENTIAL,2013,8598183.000
SR,KERALA,INDUSTRIAL (HIGH VOLTAGE),2013,1513.000
SR,KERALA,INDUSTRIAL (LOW & MED VOLTAGE),2013,131641.000
SR,KERALA,MISCELLANEOUS,2013,274.000
SR,KERALA,PUBLIC LIGHTING,2013,3506.000
SR,KERALA,PUBLIC WATER WORKS AND SEWAGE,2013,3.000
SR,KERALA,TRACTION,2013,8.000
SR,KERALA,AGRICULTURE,2014,463051.000
SR,KERALA,COMMERCIAL,2014,1816219.000
SR,KERALA,RESIDENTIAL,2014,8832947.000
SR,KERALA,INDUSTRIAL (HIGH VOLTAGE),2014,1681.000
SR,KERALA,INDUSTRIAL (LOW & MED VOLTAGE),2014,138398.000
SR,KERALA,MISCELLANEOUS,2014,310.000
SR,KERALA,PUBLIC LIGHTING,2014,3985.000
SR,KERALA,PUBLIC WATER WORKS AND SEWAGE,2014,3.000
SR,KERALA,TRACTION,2014,8.000
SR,KERALA,AGRICULTURE,2015,461333.000
SR,KERALA,COMMERCIAL,2015,1850588.000
SR,KERALA,RESIDENTIAL,2015,9020807.000
SR,KERALA,INDUSTRIAL (HIGH VOLTAGE),2015,1827.000
SR,KERALA,INDUSTRIAL (LOW & MED VOLTAGE),2015,142577.000
SR,KERALA,MISCELLANEOUS,2015,1119.000
SR,KERALA,PUBLIC LIGHTING,2015,4270.000
SR,KERALA,TRACTION,2015,8.000
SR,KERALA,AGRICULTURE,2016,473931.000
SR,KERALA,COMMERCIAL,2016,1944557.000
SR,KERALA,RESIDENTIAL,2016,9158319.000
SR,KERALA,INDUSTRIAL (HIGH VOLTAGE),2016,1984.000
SR,KERALA,INDUSTRIAL (LOW & MED VOLTAGE),2016,137353.000
SR,KERALA,MISCELLANEOUS,2016,1123.000
SR,KERALA,PUBLIC LIGHTING,2016,4708.000
SR,KERALA,TRACTION,2016,10.000
SR,PUDUCHERRY,AGRICULTURE,2006,8772.000
SR,PUDUCHERRY,COMMERCIAL,2006,34824.000
SR,PUDUCHERRY,RESIDENTIAL,2006,222914.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2006,354.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2006,5388.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2006,41880.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2006,32.000
SR,PUDUCHERRY,AGRICULTURE,2007,8834.000
SR,PUDUCHERRY,COMMERCIAL,2007,36205.000
SR,PUDUCHERRY,RESIDENTIAL,2007,234734.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2007,407.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2007,5516.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2007,43421.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2007,32.000
SR,PUDUCHERRY,AGRICULTURE,2008,8897.000
SR,PUDUCHERRY,COMMERCIAL,2008,37407.000
SR,PUDUCHERRY,RESIDENTIAL,2008,245822.000
SR,PUDUCHERRY,INDUSTRIAL (HIGH VOLTAGE),2008,413.000
SR,PUDUCHERRY,INDUSTRIAL (LOW & MED VOLTAGE),2008,5643.000
SR,PUDUCHERRY,PUBLIC LIGHTING,2008,44859.000
SR,PUDUCHERRY,PUBLIC WATER WORKS AND SEWAGE,2008,32.000
SR,PUDUCHERRY,AGRICULTURE,2009,8897.000
SR,PUDUCHERRY,COMMERCIAL,2009,37407.000
