observationAbout,observationDate,value,variableMeasured,observationPeriod,unit
dcid:country/TON,2013-04,1.71823,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TOP,P1M,TOP
dcid:country/TON,2013-05,1.75377,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TOP,P1M,TOP
dcid:country/TON,2013-06,1.8009,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TOP,P1M,TOP
dcid:country/TON,2013-07,1.82278,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TOP,P1M,TOP
dcid:country/TON,2013-08,1.82989,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TOP,P1M,TOP
dcid:country/TON,2013-09,1.80765,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TOP,P1M,TOP
dcid:country/TON,2013-10,1.78021,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TOP,P1M,TOP
dcid:country/TON,2013-11,1.79898,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TOP,P1M,TOP
dcid:country/TON,2013-12,1.79805,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TOP,P1M,TOP
dcid:country/TON,2013,1.77371,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TOP,P1Y,TOP
dcid:country/TTO,2013,6.44263,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1Y,TTD
dcid:country/TTO,2013-01,6.4364,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013-02,6.4357,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013-03,6.4382,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013-04,6.44235,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013-05,6.4428,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013-06,6.4415,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013-07,6.4402,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013-08,6.4454,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013-09,6.4409,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013-10,6.4385,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013-11,6.4499,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013-12,6.4597,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1M,TTD
dcid:country/TTO,2013,6.44263,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TTD,P1Y,TTD
dcid:country/TUN,2013,1.62466,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1Y,TND
dcid:country/TUN,2013-01,1.5568,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013-02,1.5569,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013-03,1.5827,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013-04,1.6014,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013-05,1.6405,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013-06,1.6315,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013-07,1.6604,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013-08,1.6467,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013-09,1.6507,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013-10,1.6394,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013-11,1.6684,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013-12,1.6605,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1M,TND
dcid:country/TUN,2013,1.62466,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TND,P1Y,TND
dcid:country/TUR,2013,1.90377,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1Y,TRY
dcid:country/TUR,2013-01,1.76741,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013-02,1.77229,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013-03,1.80871,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013-04,1.79808,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013-05,1.82123,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013-06,1.89563,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013-07,1.9327,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013-08,1.95859,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013-09,2.0196,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013-10,1.98804,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013-11,2.02391,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013-12,2.05902,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1M,TRY
dcid:country/TUR,2013,1.90377,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TRY,P1Y,TRY
dcid:country/TKM,2013,2.85,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TMT,P1Y,TMT
dcid:country/TKM,2013,2.85,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TMT,P1Y,TMT
dcid:country/TCA,2013,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1Y,USD
dcid:country/TCA,2013,1,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1Y,USD
dcid:country/TUV,2013,1.03584,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1Y,AUD
dcid:country/TUV,2013,1.03584,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AUD,P1Y,AUD
dcid:country/UGA,2013,2586.88957,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1Y,UGX
dcid:country/UGA,2013-01,2683.78929,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013-02,2657.5493,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013-03,2636.89158,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013-04,2578.01169,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013-05,2586.11349,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013-06,2593.08151,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013-07,2588.90052,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013-08,2578.87151,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013-09,2568.86421,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013-10,2534.39184,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013-11,2523.27262,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013-12,2512.93726,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1M,UGX
dcid:country/UGA,2013,2586.88957,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UGX,P1Y,UGX
dcid:country/UKR,2013,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1Y,UAH
dcid:country/UKR,2013-01,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013-02,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013-03,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013-04,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013-05,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013-06,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013-07,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013-08,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013-09,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013-10,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013-11,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013-12,7.993,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1M,UAH
dcid:country/UKR,2013,7.993,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UAH,P1Y,UAH
dcid:country/ARE,2013,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1Y,AED
dcid:country/ARE,2013-01,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013-02,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013-03,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013-04,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013-05,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013-06,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013-07,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013-08,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013-09,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013-10,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013-11,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013-12,3.6725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1M,AED
dcid:country/ARE,2013,3.6725,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_AED,P1Y,AED
dcid:country/GBR,2013,0.63966,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1Y,GBP
dcid:country/GBR,2013-01,0.62636,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013-02,0.64606,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013-03,0.66344,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013-04,0.65375,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013-05,0.6534,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013-06,0.6451,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013-07,0.65834,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013-08,0.64549,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013-09,0.6302,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013-10,0.62115,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013-11,0.62194,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013-12,0.61068,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1M,GBP
dcid:country/GBR,2013,0.63966,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_GBP,P1Y,GBP
dcid:country/TZA,2013,1597.55583,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TZS,P1Y,TZS
dcid:country/TZA,2013,1597.55583,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_TZS,P1Y,TZS
dcid:country/USA,2013,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1Y,USD
dcid:country/USA,2013-01,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013-02,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013-03,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013-04,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013-05,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013-06,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013-07,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013-08,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013-09,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013-10,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013-11,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013-12,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1M,USD
dcid:country/USA,2013,1,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1Y,USD
dcid:country/URY,2013,20.48161,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1Y,UYU
dcid:country/URY,2013-01,19.3277,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013-02,19.1128,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013-03,18.9997,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013-04,18.9875,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013-05,19.2575,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013-06,20.6755,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013-07,21.0725,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013-08,21.8553,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013-09,22.145,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013-10,21.6349,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013-11,21.3479,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013-12,21.363,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1M,UYU
dcid:country/URY,2013,20.48161,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UYU,P1Y,UYU
dcid:country/UZB,2013,2094.98846,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1Y,UZS
dcid:country/UZB,2013-01,1989.29548,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013-02,2009.655,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013-03,2031.13613,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013-04,2051.853,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013-05,2073.01968,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013-06,2088.31833,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013-07,2100.48097,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013-08,2115.74129,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013-09,2137.24767,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013-10,2162.17774,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013-11,2182.935,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013-12,2198.00129,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1M,UZS
dcid:country/UZB,2013,2094.98846,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_UZS,P1Y,UZS
dcid:country/VUT,2013,94.5425,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1Y,VUV
dcid:country/VUT,2013-01,90.9,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013-02,91.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013-03,92.13,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013-04,91.65,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013-05,93.86,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013-06,96.01,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013-07,97.35,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013-08,97.6,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013-09,96.23,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013-10,94.7,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013-11,95.61,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013-12,96.93,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1M,VUV
dcid:country/VUT,2013,94.5425,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VUV,P1Y,VUV
dcid:country/VEN,2013,6.04796,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VEF,P1Y,VEF
dcid:country/VEN,2013-01,4.2893,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013-02,5.44424,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013-03,6.2842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013-04,6.2842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013-05,6.2842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013-06,6.2842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013-07,6.2842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013-08,6.2842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013-09,6.2842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013-10,6.2842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013-11,6.2842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013-12,6.2842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VES,P1M,VES
dcid:country/VEN,2013,0.0,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VED,P1Y,VED
dcid:country/VNM,2013,20933.41667,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1Y,VND
dcid:country/VNM,2013-01,20828,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
dcid:country/VNM,2013-02,20828,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
dcid:country/VNM,2013-03,20828,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
dcid:country/VNM,2013-04,20828,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
dcid:country/VNM,2013-05,20828,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
dcid:country/VNM,2013-06,20845,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
dcid:country/VNM,2013-07,21036,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_VND,P1M,VND
