sdg,dcid
PE_PIURA,wikidataId/Q208183
PE_TRUJILLO,wikidataId/Q214173
PE_UCAYALI_CALLERIA,wikidataId/Q2486015
PH_NOCITI,undata-geo/C20400000
PH_BACOLOD,wikidataId/Q5217
PH_CEBU,wikidataId/Q1467
PH_MANILA,wikidataId/Q13580
PN_NOCITI,undata-geo/C20500000
PL_NOCITI,undata-geo/C20600000
PL_BELCHATOW,wikidataId/Q157992
PL_BIALYSTOK,wikidataId/Q761
PL_BIELSKO_BIALA,wikidataId/Q106583
PL_BYDGOSZCZ,wikidataId/Q41252
PL_CHELM,wikidataId/Q234184
PL_CZESTOCHOWA,wikidataId/Q103217
PL_ELBLAG,wikidataId/Q104712
PL_ELK,wikidataId/Q61480
PL_GDANSK,wikidataId/Q1792
PL_GDYNIA,wikidataId/Q385
PL_GLIWICE,wikidataId/Q105084
PL_GLOGOW,wikidataId/Q66013
PL_GNIEZNO,wikidataId/Q51432
PL_GORNOSLASKI_ZWIAZEK,undata-geo/C20600014
PL_GORZOW_WIELKOPOLSKI,wikidataId/Q104731
PL_GRUDZIADZ,wikidataId/Q123511
PL_INOWROCLAW,wikidataId/Q378821
PL_JASTRZEBIE_ZDROJ,wikidataId/Q107106
PL_JELENIA_GORA,wikidataId/Q147934
PL_KALISZ,wikidataId/Q52842
PL_KASZTELANKA,undata-geo/C20600021
PL_KATOWICE,wikidataId/Q588
PL_KIELCE,wikidataId/Q102317
PL_KOSZALIN,wikidataId/Q62868
PL_KRAKOW,nuts/PL213
PL_LEGIONOWO,wikidataId/Q730944
PL_LEGNICA,wikidataId/Q106274
PL_LODZ,wikidataId/Q580
PL_LOMZA,wikidataId/Q215633
PL_LUBLIN,wikidataId/Q37333
PL_MIELEC,wikidataId/Q658861
PL_MYSLOWICE,wikidataId/Q161595
PL_NOWY_SACZ,wikidataId/Q802
PL_OLSZTYN,wikidataId/Q82765
PL_OPOLE,wikidataId/Q92212
PL_OSTROW_WIELKOPOLSKI,wikidataId/Q52895
PL_OSTROWIEC_SWIETOKRZYSKI,wikidataId/Q730929
PL_PABIANICE,wikidataId/Q158589
PL_PILA,wikidataId/Q556200
PL_PIOTRKOW_TRYBUNALSKI,wikidataId/Q158004
PL_PLOCK,wikidataId/Q104725
PL_POZNAN,wikidataId/Q268
PL_PRZEMYSL,wikidataId/Q208473
PL_RADOM,wikidataId/Q104740
PL_RYBNIK,wikidataId/Q107094
PL_RZESZOW,wikidataId/Q598
PL_SLUPSK,wikidataId/Q105048
PL_STALOWA_WOLA,wikidataId/Q751140
PL_STARGARD_SZCZECINSKI,wikidataId/Q106268
PL_SUWALKI,wikidataId/Q236083
PL_SZCZECIN,wikidataId/Q393
PL_TCZEW,wikidataId/Q474697
PL_TOMASZOW_MAZOWIECKI,wikidataId/Q157994
PL_TORUN,wikidataId/Q47554
PL_TYCHY,wikidataId/Q11977
PL_WALBRZYCH,wikidataId/Q110732
PL_WARSZAWA,nuts/PL127
PL_WIDNICA,wikidataId/Q687963
PL_WLOCLAWEK,wikidataId/Q106681
PL_WROCLAW,nuts/PL514
PL_ZAMOSC,wikidataId/Q145972
PL_ZGIERZ,wikidataId/Q104407
PL_ZIELONA_GORA,wikidataId/Q104720
PT_NOCITI,undata-geo/C20700000
PT_ABRANTES,undata-geo/C20700001
PT_AGUEDA,undata-geo/C20700002
PT_AGUIAR_DA_BEIRA,undata-geo/C20700003
PT_ALANDROAL,undata-geo/C20700004
PT_ALBERGARIA_A_VELHA,undata-geo/C20700005
PT_ALBUFEIRA,wikidataId/Q373813
PT_ALCACER_DO_SAL,wikidataId/Q850697
PT_ALCANENA,undata-geo/C20700008
PT_ALCOBACA,wikidataId/Q651997
PT_ALCOCHETE,wikidataId/Q605319
PT_ALCOUTIM,wikidataId/Q1000041
PT_ALENQUER,undata-geo/C20700012
PT_ALFANDEGA_DA_FE,undata-geo/C20700013
PT_ALIJO,undata-geo/C20700014
PT_ALJEZUR,undata-geo/C20700015
PT_ALJUSTREL,undata-geo/C20700016
PT_ALMADA,wikidataId/Q328015
PT_ALMEIDA,undata-geo/C20700018
PT_ALMEIRIM,undata-geo/C20700019
PT_ALMODOVAR,wikidataId/Q936943
PT_ALPIARCA,undata-geo/C20700021
PT_ALTER_DO_CHAO,undata-geo/C20700022
PT_ALVAIAZERE,undata-geo/C20700023
PT_ALVITO,undata-geo/C20700024
PT_AMADORA,undata-geo/C20700025
PT_AMARANTE,undata-geo/C20700026
PT_AMARES,undata-geo/C20700027
PT_AMORA,wikidataId/Q474039
PT_ANADIA,undata-geo/C20700029
PT_ANGRA_DO_HEROISMO,wikidataId/Q193677
PT_ANSIAO,undata-geo/C20700031
PT_ARCOS_DE_VALDEVEZ,undata-geo/C20700032
PT_ARGANIL,undata-geo/C20700033
PT_ARMAMAR,undata-geo/C20700034
PT_AROUCA,undata-geo/C20700035
PT_ARRAIOLOS,undata-geo/C20700036
PT_ARRONCHES,undata-geo/C20700037
PT_ARRUDA_DOS_VINHOS,wikidataId/Q703854
PT_AVEIRO,wikidataId/Q485581
PT_AVIS,undata-geo/C20700040
PT_AZAMBUJA,wikidataId/Q634164
PT_BAIAO,undata-geo/C20700042
PT_BARCELOS,wikidataId/Q213242
PT_BARRANCOS,undata-geo/C20700044
PT_BARREIRO,wikidataId/Q217394
PT_BATALHA,undata-geo/C20700046
PT_BEJA,undata-geo/C20700047
PT_BELMONTE,undata-geo/C20700048
PT_BENAVENTE,undata-geo/C20700049
PT_BOMBARRAL,undata-geo/C20700050
PT_BORBA,wikidataId/Q893339
PT_BOTICAS,wikidataId/Q894746
PT_BRAGA,wikidataId/Q83247
PT_BRAGANCA,wikidataId/Q768261
PT_CABECEIRAS_DE_BASTO,wikidataId/Q551048
PT_CADAVAL,wikidataId/Q986021
PT_CALDAS_DA_RAINHA,wikidataId/Q275689
PT_CALHETA,wikidataId/Q757078
PT_CAMARA_DE_LOBOS,wikidataId/Q623736
PT_CAMINHA,wikidataId/Q986217
PT_CAMPO_MAIOR,wikidataId/Q995297
PT_CANTANHEDE,wikidataId/Q426945
PT_CARRAZEDA_DE_ANSIAES,wikidataId/Q551666
PT_CARREGAL_DO_SAL,wikidataId/Q796938
PT_CARTAXO,wikidataId/Q841304
PT_CASCAIS,undata-geo/C20700066
PT_CASTANHEIRA_DE_PERA,undata-geo/C20700067
PT_CASTELO_BRANCO,undata-geo/C20700068
PT_CASTELO_DE_PAIVA,undata-geo/C20700069
PT_CASTELO_DE_VIDE,undata-geo/C20700070
PT_CASTRO_DAIRE,undata-geo/C20700071
PT_CASTRO_MARIM,undata-geo/C20700072
PT_CASTRO_VERDE,undata-geo/C20700073
PT_CELORICO_DA_BEIRA,undata-geo/C20700074
PT_CELORICO_DE_BASTO,undata-geo/C20700075
PT_CHAMUSCA,wikidataId/Q1000093
PT_CHAVES,wikidataId/Q504580
PT_CINFAES,undata-geo/C20700078
PT_COIMBRA,wikidataId/Q45412
PT_CONDEIXA_A_NOVA,undata-geo/C20700080
PT_CONSTANCIA,undata-geo/C20700081
PT_CORUCHE,undata-geo/C20700082
PT_CORVO,undata-geo/C20700083
PT_COVILHA,wikidataId/Q849026
PT_CRATO,wikidataId/Q1005138
PT_CUBA,undata-geo/C20700086
PT_ELVAS,undata-geo/C20700087
PT_ENTRONCAMENTO,undata-geo/C20700088
PT_ESPINHO,undata-geo/C20700089
PT_ESPOSENDE,undata-geo/C20700090
PT_ESTARREJA,wikidataId/Q381337
PT_ESTREMOZ,wikidataId/Q2451215
PT_EVORA,wikidataId/Q179948
PT_FAFE,undata-geo/C20700094
PT_FARO,wikidataId/Q159457
PT_FELGUEIRAS,wikidataId/Q936904
PT_FERREIRA_DO_ALENTEJO,wikidataId/Q552015
PT_FERREIRA_DO_ZEZERE,undata-geo/C20700098
PT_FIGUEIRA_DA_FOZ,wikidataId/Q428459
PT_FIGUEIRA_DE_CASTELO_RODRIGO,wikidataId/Q644782
PT_FIGUEIRO_DOS_VINHOS,wikidataId/Q2451647
PT_FORNOS_DE_ALGODRES,wikidataId/Q641715
PT_FREIXO_DE_ESPADA_A_CINTA,wikidataId/Q551684
PT_FRONTEIRA,wikidataId/Q647467
PT_FUNCHAL,wikidataId/Q25444
PT_FUNDAO,wikidataId/Q1024927
PT_GAVIAO,wikidataId/Q1005090
PT_GOIS,wikidataId/Q425410
PT_GOLEGA,wikidataId/Q1012522
PT_GONDOMAR,wikidataId/Q983483
PT_GOUVEIA,wikidataId/Q599317
PT_GRANDOLA,wikidataId/Q986019
PT_GUARDA,wikidataId/Q750594
PT_GUIMARAES,wikidataId/Q170903
PT_HORTA,wikidataId/Q990385
PT_IDANHA_A_NOVA,undata-geo/C20700116
PT_ILHAVO,wikidataId/Q291745
PT_LAGOA,wikidataId/Q2652722
PT_LAGOS,wikidataId/Q732548
PT_LAJES_DAS_FLORES,wikidataId/Q1021452
PT_LAJES_DO_PICO,wikidataId/Q1019053
PT_LAMEGO,wikidataId/Q117591
PT_LEIRIA,undata-geo/C20700123
PT_LISBOA,undata-geo/C20700124
PT_LOULE,undata-geo/C20700125
PT_LOURES,undata-geo/C20700126
PT_LOURINHA,wikidataId/Q986017
PT_LOUSA,wikidataId/Q1006413
PT_LOUSADA,undata-geo/C20700129
PT_MACAO,undata-geo/C20700130
PT_MACEDO_DE_CAVALEIROS,wikidataId/Q551693
PT_MACHICO,wikidataId/Q693243
PT_MADALENA,wikidataId/Q1002565
PT_MAFRA,undata-geo/C20700134
PT_MAIA,undata-geo/C20700135
PT_MANGUALDE,undata-geo/C20700136
PT_MANTEIGAS,wikidataId/Q986093
PT_MARCO_DE_CANAVESES,wikidataId/Q188050
PT_MARINHA_GRANDE,undata-geo/C20700139
PT_MARVAO,undata-geo/C20700140
PT_MATOSINHOS,undata-geo/C20700141
PT_MEALHADA,wikidataId/Q381340
PT_MEDA,wikidataId/Q990335
PT_MELGACO,undata-geo/C20700144
PT_MERTOLA,undata-geo/C20700145
PT_MESAO_FRIO,undata-geo/C20700146
PT_MIRA,undata-geo/C20700147
PT_MIRANDA_DO_CORVO,undata-geo/C20700148
PT_MIRANDA_DO_DOURO,undata-geo/C20700149
PT_MIRANDELA,undata-geo/C20700150
PT_MOGADOURO,undata-geo/C20700151
PT_MOIMENTA_DA_BEIRA,undata-geo/C20700152
PT_MOITA,undata-geo/C20700153
PT_MONCAO,undata-geo/C20700154
PT_MONCHIQUE,wikidataId/Q957663
PT_MONDIM_DE_BASTO,undata-geo/C20700156
PT_MONFORTE,undata-geo/C20700157
PT_MONTALEGRE,undata-geo/C20700158
PT_MONTEMOR_O_NOVO,undata-geo/C20700159
PT_MONTEMOR_O_VELHO,undata-geo/C20700160
PT_MONTIJO,undata-geo/C20700161
PT_MORA,undata-geo/C20700162
PT_MORTAGUA,undata-geo/C20700163
PT_MOURA,undata-geo/C20700164
PT_MOURAO,undata-geo/C20700165
PT_MURCA,undata-geo/C20700166
PT_MURTOSA,undata-geo/C20700167
PT_NAZARE,undata-geo/C20700168
PT_NELAS,undata-geo/C20700169
PT_NISA,undata-geo/C20700170
PT_NORDESTE,wikidataId/Q564762
PT_OBIDOS,undata-geo/C20700172
PT_ODEMIRA,wikidataId/Q551669
PT_ODIVELAS,undata-geo/C20700174
PT_OEIRAS,undata-geo/C20700175
PT_OLEIROS,undata-geo/C20700176
PT_OLHAO,wikidataId/Q740845
PT_OLIVEIRA_DE_AZEMEIS,wikidataId/Q405252
PT_OLIVEIRA_DE_FRADES,undata-geo/C20700179
PT_OLIVEIRA_DO_BAIRRO,wikidataId/Q405241
PT_OLIVEIRA_DO_HOSPITAL,wikidataId/Q990381
PT_OUREM,wikidataId/Q771546
PT_OURIQUE,wikidataId/Q519052
PT_OVAR,undata-geo/C20700184
PT_PACOS_DE_FERREIRA,wikidataId/Q946398
PT_PALMELA,undata-geo/C20700186
PT_PAMPILHOSA_DA_SERRA,undata-geo/C20700187
PT_PAREDES,undata-geo/C20700188
PT_PAREDES_DE_COURA,undata-geo/C20700189
PT_PEDROGAO_GRANDE,wikidataId/Q1013094
PT_PENACOVA,undata-geo/C20700191
PT_PENAFIEL,wikidataId/Q984656
PT_PENALVA_DO_CASTELO,wikidataId/Q780374
PT_PENAMACOR,wikidataId/Q995183
PT_PENEDONO,undata-geo/C20700195
PT_PENELA,wikidataId/Q576924
PT_PENICHE,wikidataId/Q941967
PT_PESO_DA_REGUA,wikidataId/Q757858
PT_PINHEL,undata-geo/C20700199
PT_POMBAL,wikidataId/Q966825
PT_PONTA_DELGADA,wikidataId/Q208149
PT_PONTA_DO_SOL,wikidataId/Q943911
PT_PONTE_DA_BARCA,wikidataId/Q491484
PT_PONTE_DE_LIMA,wikidataId/Q490180
PT_PONTE_DE_SOR,wikidataId/Q990365
PT_PORTALEGRE,undata-geo/C20700206
PT_PORTEL,wikidataId/Q591694
PT_PORTIMAO,wikidataId/Q543542
PT_PORTO,wikidataId/Q36433
PT_PORTO_DE_MOS,undata-geo/C20700210
PT_PORTO_MONIZ,wikidataId/Q221412
PT_PORTO_SANTO,wikidataId/Q27320
PT_POVOA_DE_LANHOSO,wikidataId/Q551689
PT_POVOA_DE_VARZIM,wikidataId/Q200459
PT_POVOACAO,wikidataId/Q565726
PT_PROENCA_A_NOVA,undata-geo/C20700216
PT_REDONDO,wikidataId/Q997608
PT_REGUENGOS_DE_MONSARAZ,undata-geo/C20700218
PT_RESENDE,wikidataId/Q863692
PT_RIBEIRA_BRAVA,wikidataId/Q250139
PT_RIBEIRA_DE_PENA,wikidataId/Q1006378
PT_RIBEIRA_GRANDE,wikidataId/Q565312
PT_RIO_MAIOR,wikidataId/Q941958
PT_SABROSA,undata-geo/C20700224
PT_SABUGAL,undata-geo/C20700225
PT_SALVATERRA_DE_MAGOS,undata-geo/C20700226
PT_SANTA_COMBA_DAO,undata-geo/C20700227
PT_SANTA_CRUZ,wikidataId/Q658823
PT_SANTA_CRUZ_DA_GRACIOSA,wikidataId/Q1010463
PT_SANTA_CRUZ_DAS_FLORES,wikidataId/Q1003134
PT_SANTA_MARIA_DA_FEIRA,wikidataId/Q564813
PT_SANTA_MARTA_DE_PENAGUIAO,wikidataId/Q1006372
PT_SANTANA,wikidataId/Q752123
PT_SANTAREM,wikidataId/Q273877
PT_SANTIAGO_DO_CACEM,undata-geo/C20700235
PT_SANTO_TIRSO,wikidataId/Q917330
PT_SAO_BRAS_DE_ALPORTEL,wikidataId/Q988667
PT_SAO_JOAO_DA_MADEIRA,wikidataId/Q565287
PT_SAO_JOAO_DA_PESQUEIRA,undata-geo/C20700239
PT_SAO_PEDRO_DO_SUL,wikidataId/Q1484005
PT_SAO_ROQUE_DO_PICO,wikidataId/Q1019042
PT_SAO_VICENTE,wikidataId/Q304464
PT_SARDOAL,wikidataId/Q2451782
PT_SATAO,undata-geo/C20700244
PT_SEIA,wikidataId/Q2452531
PT_SEIXAL,undata-geo/C20700246
PT_SERNANCELHE,wikidataId/Q1003140
PT_SERPA,wikidataId/Q550963
PT_SERTA,wikidataId/Q193402
PT_SESIMBRA,undata-geo/C20700250
PT_SETUBAL,wikidataId/Q173699
PT_SEVER_DO_VOUGA,wikidataId/Q337431
PT_SILVES,wikidataId/Q749180
PT_SINES,undata-geo/C20700254
PT_SINTRA,wikidataId/Q190187
PT_SOBRAL_DE_MONTE_AGRACO,wikidataId/Q1005105
PT_SOURE,wikidataId/Q543993
PT_SOUSEL,wikidataId/Q7565244
PT_TABUA,wikidataId/Q2121873
PT_TABUACO,wikidataId/Q1010659
PT_TAROUCA,wikidataId/Q990460
PT_TAVIRA,wikidataId/Q372840
PT_TERRAS_DE_BOURO,wikidataId/Q551639
PT_TOMAR,wikidataId/Q622817
PT_TONDELA,undata-geo/C20700265
PT_TORRE_DE_MONCORVO,undata-geo/C20700266
PT_TORRES_NOVAS,undata-geo/C20700267
PT_TORRES_VEDRAS,wikidataId/Q917319
PT_TRANCOSO,wikidataId/Q686868
PT_TROFA,undata-geo/C20700270
PT_VAGOS,wikidataId/Q7908539
PT_VALE_DE_CAMBRA,wikidataId/Q395953
PT_VALENCA,undata-geo/C20700273
PT_VALONGO,wikidataId/Q604262
PT_VALPACOS,wikidataId/Q757856
PT_VELAS,wikidataId/Q1010468
PT_VENDAS_NOVAS,undata-geo/C20700277
PT_VIANA_DO_ALENTEJO,wikidataId/Q1022265
PT_VIANA_DO_CASTELO,undata-geo/C20700279
PT_VIDIGUEIRA,wikidataId/Q551672
PT_VIEIRA_DO_MINHO,wikidataId/Q551109
PT_VILA_DA_PRAIA_DA_VITORIA,wikidataId/Q73046
PT_VILA_DE_REI,undata-geo/C20700283
PT_VILA_DO_BISPO,wikidataId/Q206320
PT_VILA_DO_CONDE,wikidataId/Q917313
PT_VILA_DO_PORTO,wikidataId/Q1003164
PT_VILA_FLOR,wikidataId/Q552556
PT_VILA_FRANCA_DE_XIRA,wikidataId/Q917326
PT_VILA_FRANCA_DO_CAMPO,wikidataId/Q565290
PT_VILA_NOVA_DA_BARQUINHA,wikidataId/Q995176
PT_VILA_NOVA_DE_CERVEIRA,wikidataId/Q164434
PT_VILA_NOVA_DE_FAMALICAO,wikidataId/Q551658
PT_VILA_NOVA_DE_FOZ_COA,undata-geo/C20700293
PT_VILA_NOVA_DE_GAIA,wikidataId/Q191135
PT_VILA_NOVA_DE_PAIVA,wikidataId/Q1003146
PT_VILA_NOVA_DE_POIARES,undata-geo/C20700296
PT_VILA_POUCA_DE_AGUIAR,undata-geo/C20700297
PT_VILA_REAL,wikidataId/Q503856
PT_VILA_REAL_DE_SANTO_ANTONIO,wikidataId/Q750578
PT_VILA_VELHA_DE_RODAO,wikidataId/Q995188
PT_VILA_VERDE,wikidataId/Q551676
PT_VILA_VICOSA,undata-geo/C20700302
PT_VIMIOSO,wikidataId/Q551649
PT_VINHAIS,wikidataId/Q551103
PT_VISEU,wikidataId/Q273525
PT_VIZELA,undata-geo/C20700306
PT_VOUZELA,wikidataId/Q1012714
GW_NOCITI,undata-geo/C20800000
GW_BISSAU,wikidataId/Q3739
GW_GABU,wikidataId/Q1015891
TL_NOCITI,undata-geo/C20900000
TL_DILI,wikidataId/Q9310
PR_NOCITI,undata-geo/C21000000
QA_NOCITI,undata-geo/C21100000
QA_AD_DAWHAH,wikidataId/Q594208
QA_AD_DAYAN,wikidataId/Q310786
QA_AL_KHAWR,wikidataId/Q311717
QA_AL_WAKRAH,wikidataId/Q310893
QA_AR_RAYYAN,wikidataId/Q311272
QA_ASH_SHAHANIYAH,wikidataId/Q12188815
QA_MADINAT_ASH_SHAMAL,undata-geo/C21100007
QA_MUSAIID,wikidataId/Q1069900
QA_UMM_SALAL_MUHAMMAD,wikidataId/Q3298627
RE_NOCITI,undata-geo/C21200000
RO_NOCITI,undata-geo/C21300000
RO_ARAD,wikidataId/Q173591
RO_BRASOV,wikidataId/Q82174
RO_BUCURESTI,nuts/RO321
RO_CAMPIA_TURZII,wikidataId/Q458422
RO_CLUJ_NAPOCA,wikidataId/Q100188
RO_CONSTANTA,wikidataId/Q79808
RO_CRAIOVA,wikidataId/Q168057
RO_FALTICENI,wikidataId/Q303015
RO_IASI,wikidataId/Q46852
RO_MANGALIA,undata-geo/C21300010
RO_NAVODARI,wikidataId/Q837960
RO_REGHIN,wikidataId/Q572478
RO_SIBIU,wikidataId/Q83324
RO_TARGU_JIU,wikidataId/Q202357
RO_TIMISOARA,wikidataId/Q83404
RU_NOCITI,undata-geo/C21400000
RU_ASTRACHAN,wikidataId/Q3927
RU_BEREZNIKI,wikidataId/Q105002
RU_DZERZINSK,wikidataId/Q76493
RU_MOSKVA,wikidataId/Q649
RU_SANKT_PETERBURG,wikidataId/Q656
RU_TJUMEN,wikidataId/Q5815
RW_NOCITI,undata-geo/C21500000
RW_CYANGUGU,undata-geo/C21500001
RW_GISENYI,wikidataId/Q830631
RW_GITARAMA,undata-geo/C21500003
RW_HUYE,undata-geo/C21500004
RW_KAYONZA,undata-geo/C21500005
RW_KIGALI,wikidataId/Q3859
RW_MUSANZE,undata-geo/C21500007
RW_NYAGATARE,undata-geo/C21500008
RW_NYANZA,undata-geo/C21500009
RW_RUHENGERI,wikidataId/Q246145
BL_NOCITI,undata-geo/C21600000
SH_NOCITI,undata-geo/C21700000
KN_NOCITI,undata-geo/C21800000
AI_NOCITI,undata-geo/C21900000
AI_ANGUILLA,undata-geo/C21900001
LC_NOCITI,undata-geo/C22000000
LC_CASTRIES,wikidataId/Q41699
MF_NOCITI,undata-geo/C22100000
PM_NOCITI,undata-geo/C22200000
VC_NOCITI,undata-geo/C22300000
SM_NOCITI,undata-geo/C22400000
ST_NOCITI,undata-geo/C22500000
680_NOCITI,undata-geo/C22600000
SA_NOCITI,undata-geo/C22700000
SA_ABHA,wikidataId/Q190948
SA_AD_DAMMAM,wikidataId/Q160320
SA_AL_HAWIYAH,undata-geo/C22700003
SA_AL_HUFUF,wikidataId/Q27136
SA_AL_JUBAIL,wikidataId/Q27430
SA_AL_KHAFJI,wikidataId/Q1771721
SA_AL_KHARJ,wikidataId/Q2162128
SA_AL_MADINAH,wikidataId/Q35484
SA_AR_RASS,wikidataId/Q1878991
SA_AR_RIYAD,wikidataId/Q3692
SA_ARAR,wikidataId/Q626199
SA_AT_TAIF,wikidataId/Q182640
SA_HAIL,wikidataId/Q675568
SA_JIDDAH,wikidataId/Q374365
SA_KHAMIS_MUSHAIT,wikidataId/Q759381
SA_MAKKAH,wikidataId/Q5806
SA_RAFHA,wikidataId/Q27219
SA_TABUK,wikidataId/Q244232
SN_NOCITI,undata-geo/C22800000
SN_DAKAR,wikidataId/Q3718
SN_DIOURBEL,wikidataId/Q910973
SN_KAOLACK,wikidataId/Q2082914
SN_LOUGA,wikidataId/Q738061
SN_MBOUR,wikidataId/Q1019431
SN_SAINT_LOUIS,wikidataId/Q178872
SN_THIES,wikidataId/Q600693
SN_TOUBA,wikidataId/Q657072
SN_ZIGUINCHOR,wikidataId/Q202776
RS_NOCITI,undata-geo/C22900000
RS_BEOGRAD,wikidataId/Q3711
RS_BORCA,wikidataId/Q712322
RS_KIKINDA,wikidataId/Q309355
RS_KRAGUJEVAC,wikidataId/Q167394
RS_NIS,wikidataId/Q129259
RS_NOVI_PAZAR,wikidataId/Q202453
RS_NOVI_SAD,wikidataId/Q55630
RS_POZAREVAC,wikidataId/Q199942
RS_ZRENJANIN,wikidataId/Q201125
SC_NOCITI,undata-geo/C23000000
SC_VICTORIA,wikidataId/Q3940
SL_NOCITI,undata-geo/C23100000
SL_FREETOWN,wikidataId/Q3780
SG_NOCITI,undata-geo/C23200000
SK_NOCITI,undata-geo/C23300000
SK_BANSKA_BYSTRICA,wikidataId/Q144983
SK_BRATISLAVA,wikidataId/Q1780
SK_KOSICE,wikidataId/Q25409
SK_MARTIN,wikidataId/Q27001
SK_NITRA,wikidataId/Q26397
SK_PRESOV,wikidataId/Q26119
SK_TRENCIN,wikidataId/Q145002
SK_TRNAVA,wikidataId/Q26175
SK_ZILINA,wikidataId/Q25797
VN_NOCITI,undata-geo/C23400000
VN_HA_NOI,undata-geo/C23400001
VN_HOI_AN,wikidataId/Q36160
VN_TAM_KY,wikidataId/Q35661
VN_THANH_PHO_HO_CHI_MINH,undata-geo/C23400004
VN_VINH_LONG,wikidataId/Q34789
SI_NOCITI,undata-geo/C23500000
SI_LJUBLJANA,wikidataId/Q437
SO_NOCITI,undata-geo/C23600000
ZA_NOCITI,undata-geo/C23700000
ZA_CAPE_TOWN,wikidataId/Q1185115
ZA_DURBAN,wikidataId/Q5468
ZA_JOHANNESBURG,wikidataId/Q2346838
ZA_PORT_ELIZABETH,wikidataId/Q125434
ZA_SOWETO,wikidataId/Q217426
ZA_STEVE_TSHWETE,wikidataId/Q2292410
ZW_NOCITI,undata-geo/C23800000
ZW_BINDURA,wikidataId/Q863727
ZW_BULAWAYO,wikidataId/Q193250
ZW_CHEGUTU,wikidataId/Q1068972
ZW_CHINHOYI,wikidataId/Q782743
ZW_HARARE,wikidataId/Q3921
ZW_MASVINGO,wikidataId/Q601142
ZW_MBARE,undata-geo/C23800007
ZW_MUTARE,wikidataId/Q399322
ZW_ZVISHAVANE,wikidataId/Q231399
ES_NOCITI,undata-geo/C23900000
ES_A_CORUNA,wikidataId/Q8757
ES_ALBACETE,wikidataId/Q15095
ES_ALCOY,wikidataId/Q494777
ES_ALICANTE,wikidataId/Q11959
ES_ALMERIA,wikidataId/Q10400
ES_AVILES,wikidataId/Q14649
ES_BARCELONA,wikidataId/Q1492
ES_BENIDORM,wikidataId/Q487981
ES_BILBAO,wikidataId/Q8692
ES_BURGOS,wikidataId/Q9580
ES_CACERES,wikidataId/Q15678
ES_CADIZ,wikidataId/Q15682
ES_CARTAGENA,wikidataId/Q162615
ES_CASTELLDEFELS,wikidataId/Q15597
ES_COSLADA,wikidataId/Q164197
ES_DONOSTIA,undata-geo/C23900016
ES_EL_MASNOU,wikidataId/Q12039
ES_EL_PRAT_DE_LLOBREGAT,wikidataId/Q15619
ES_ELCHE,wikidataId/Q10509
ES_FERROL,wikidataId/Q485329
ES_GIJON,wikidataId/Q12273
ES_GRANADA,wikidataId/Q8810
ES_IGUALADA,wikidataId/Q15950
ES_IRUN,wikidataId/Q200201
ES_LOGRONO,wikidataId/Q14325
ES_MADRID,wikidataId/Q2807
ES_MALAGA,undata-geo/C23900027
ES_MANRESA,wikidataId/Q16697
ES_MELILLA,nuts/ES64
ES_MOLLET_DEL_VALLES,wikidataId/Q15430
ES_MURCIA,wikidataId/Q12225
ES_OVIEDO,wikidataId/Q14317
ES_PALENCIA,wikidataId/Q8378
ES_PALMA,wikidataId/Q8826
ES_PAMPLONA,wikidataId/Q10282
ES_PARLA,wikidataId/Q824651
ES_PUERTO_DE_LA_CRUZ,wikidataId/Q623549
ES_REUS,wikidataId/Q487096
ES_SABADELL,wikidataId/Q12258
ES_SALAMANCA,wikidataId/Q15695
ES_SANT_BOI_DE_LLOBREGAT,wikidataId/Q15635
ES_SANTA_CRUZ_DE_TENERIFE,wikidataId/Q14328
ES_SANTA_MONICA,undata-geo/C23900043
ES_SANTANDER,wikidataId/Q12233
ES_SANTIAGO_DE_COMPOSTELA,wikidataId/Q14314
ES_SEVILLA,wikidataId/Q8717
ES_TALAVERA_DE_LA_REINA,wikidataId/Q181359
ES_TARRAGONA,wikidataId/Q15088
ES_TERRASSA,wikidataId/Q13939
ES_TOLEDO,wikidataId/Q5836
ES_TORREMOLINOS,wikidataId/Q492737
ES_TORREVIEJA,wikidataId/Q221749
ES_VALDEMORO,undata-geo/C23900053
ES_VALENCIA,wikidataId/Q8818
ES_VALLADOLID,wikidataId/Q8356
ES_VIGO,wikidataId/Q8745
ES_VILADECANS,wikidataId/Q15652
ES_VILANOVA_I_LA_GELTRU,wikidataId/Q15553
ES_VITORIA_GASTEIZ,wikidataId/Q14318
ES_ZAMORA,wikidataId/Q15696
ES_ZARAGOZA,wikidataId/Q10305
SS_NOCITI,undata-geo/C24000000
SD_NOCITI,undata-geo/C24100000
SD_AL_FASHIR,wikidataId/Q311204
SD_AL_KHARTUM,wikidataId/Q1963
SD_AL_QADARIF,wikidataId/Q311199
SD_ATBARAH,wikidataId/Q753906
SD_BUR_SUDAN,wikidataId/Q208718
SD_DUNQULA,wikidataId/Q821321
SD_KASSALA,wikidataId/Q686813
SD_SANNAR,wikidataId/Q611867
SD_SINJAH,wikidataId/Q130364
SD_WAD_MADANI,wikidataId/Q852528
EH_NOCITI,undata-geo/C24200000
SR_NOCITI,undata-geo/C24300000
SJ_NOCITI,undata-geo/C24400000
SZ_NOCITI,undata-geo/C24500000
SE_NOCITI,undata-geo/C24600000
SE_BORAS,undata-geo/C24600001
SE_GOTEBORG,wikidataId/Q25287
SE_HANINGE,wikidataId/Q113692
