pa,subject_label,object_id,object_label
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700017,Almada
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700018,Almeida
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700019,Almeirim
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700020,Almodôvar
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700021,Alpiarça
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700022,Alter Do Chão
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700023,Alvaiázere
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700024,Alvito
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700025,Amadora
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700026,Amarante
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700027,Amares
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700028,Amora
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700029,Anadia
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700030,Angra Do Heroísmo
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700031,Ansião
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700032,Arcos De Valdevez
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700033,Arganil
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700034,Armamar
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700035,Arouca
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700036,Arraiolos
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700037,Arronches
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700038,Arruda Dos Vinhos
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700039,Aveiro
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700040,Avis
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700041,Azambuja
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700042,Baião
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700043,Barcelos
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700044,Barrancos
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700045,Barreiro
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700046,Batalha
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700047,Beja
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700048,Belmonte
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700049,Benavente
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700050,Bombarral
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700051,Borba
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700052,Boticas
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700053,Braga
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700054,Bragança
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700055,Cabeceiras De Basto
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700056,Cadaval
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700057,Caldas Da Rainha
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700058,Calheta
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700059,Câmara De Lobos
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700060,Caminha
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700061,Campo Maior
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700062,Cantanhede
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700063,Carrazeda De Ansiães
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700064,Carregal Do Sal
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700065,Cartaxo
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700066,Cascais
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700067,Castanheira De Pêra
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700068,Castelo Branco
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700069,Castelo De Paiva
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700070,Castelo De Vide
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700071,Castro Daire
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700072,Castro Marim
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700073,Castro Verde
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700074,Celorico Da Beira
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700075,Celorico De Basto
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700076,Chamusca
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700077,Chaves
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700078,Cinfães
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700079,Coimbra
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700080,Condeixa-A-Nova
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700081,Constância
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700082,Coruche
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700083,Corvo
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700084,Covilhã
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700085,Crato
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700086,Cuba
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700087,Elvas
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700088,Entroncamento
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700089,Espinho
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700090,Esposende
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700091,Estarreja
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700092,Estremoz
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700093,Évora
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700094,Fafe
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700095,Faro
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700096,Felgueiras
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700097,Ferreira Do Alentejo
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700098,Ferreira Do Zêzere
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700099,Figueira Da Foz
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700100,Figueira De Castelo Rodrigo
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700101,Figueiró Dos Vinhos
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700102,Fornos De Algodres
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700103,Freixo De Espada À Cinta
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700104,Fronteira
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700105,Funchal
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700106,Fundão
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700107,Gavião
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700108,Góis
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700109,Golegã
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700110,Gondomar
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700111,Gouveia
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700112,Grândola
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700113,Guarda
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700114,Guimarães
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700115,Horta
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700116,Idanha_A_Nova
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700117,Ílhavo
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700118,Lagoa (Faro)
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700119,Lagos
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700120,Lajes Das Flores
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700121,Lajes Do Pico
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700122,Lamego
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700123,Leiria
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700124,Lisboa
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700125,Loulé
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700126,Loures
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700127,Lourinhã
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700128,Lousã
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700129,Lousada
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700130,Mação
undata-geo:C20700000,Portugal: All cities or breakdown by cities not available,undata-geo:C20700131,Macedo De Cavaleiros
