Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,x,y
Southside Chattanooga Lead,50,TNN000410686,410686,4,Tennessee,Chattanooga,Hamilton,NPL Site,35.032552,-85.300559,01/18/2018,09/13/2018,,0,,,"<a href=""https://semspub.epa.gov/src/document/11/197348"" target=""_blank"">TNN000410686 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410686"" target=""_blank"">Southside Chattanooga Lead</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-01-18/pdf/2018-00623.pdf"" target=""_blank"">01/18/2018 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19878.pdf"" target=""_blank"">09/13/2018 (PDF)</a>",,,,No,-9495614.79226159,4168305.711215767
National Fireworks,50,TNSFN0407047,407047,4,Tennessee,Cordova,Shelby,Proposed NPL Site,35.160111,-89.751544,09/09/2021,,,0,,,"<a href=""https://semspub.epa.gov/src/document/11/400953"" target=""_blank"">TNSFN0407047 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0407047"" target=""_blank"">National Fireworks</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2021-09-09/pdf/2021-19192.pdf"" target=""_blank"">09/09/2021 (PDF)</a>",,,,,No,-9991096.175990088,4185660.9330414985
"Bio-Ecology Systems, Inc.",35.06,TXD980340889,602464,6,Texas,Grand Prairie,Dallas,Deleted NPL Site,32.743331,-96.936669,12/30/1982,09/08/1983,04/12/1993,163,05/06/1996,08/05/1996,"<a href=""https://semspub.epa.gov/src/document/06/300360"" target=""_blank"">TXD980340889 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602464"" target=""_blank"">Bio-Ecology Systems, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-05-06/pdf/96-11208.pdf"" target=""_blank"">05/06/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-08-05/pdf/96-19708.pdf"" target=""_blank"">08/05/1996 (PDF)</a>",,No,-10790940.632276107,3861284.7925453526
Crystal Chemical Co.,60.9,TXD990707010,603555,6,Texas,Houston,Harris,NPL Site,29.7206,-95.5644,12/30/1982,09/08/1983,10/02/2003,887,,,"<a href=""https://semspub.epa.gov/src/document/06/300361"" target=""_blank"">TXD990707010 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0603555"" target=""_blank"">Crystal Chemical Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-10638180.345964713,3467685.8989747944
"French, Ltd.",63.33,TXD980514814,602498,6,Texas,Crosby,Harris,NPL Site,29.8796,-95.0739,12/30/1982,09/08/1983,09/26/1994,267,,,"<a href=""https://semspub.epa.gov/src/document/06/300362"" target=""_blank"">TXD980514814 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602498"" target=""_blank"">French, Ltd.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-10583578.135730611,3488082.915316685
Harris (Farley Street),33.94,TXD980745582,602804,6,Texas,Houston,Harris,Deleted NPL Site,29.6244,-95.1627,12/30/1982,09/08/1983,04/18/1988,26,09/03/1987,04/18/1988,"<a href=""https://semspub.epa.gov/src/document/06/300363"" target=""_blank"">TXD980745582 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602804"" target=""_blank"">Harris (Farley Street)</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/06/300085"" target=""_blank"">09/03/1987 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189622"" target=""_blank"">04/18/1988 (PDF)</a>",,No,-10593463.306513054,3455360.756279456
Highlands Acid Pit,37.77,TXD980514996,602505,6,Texas,Highlands,Harris,NPL Site,29.8141,-95.0786,12/30/1982,09/08/1983,06/29/1992,95,,,"<a href=""https://semspub.epa.gov/src/document/06/300364"" target=""_blank"">TXD980514996 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602505"" target=""_blank"">Highlands Acid Pit</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-10584101.337337341,3479676.443446625
"Motco, Inc.",0,TXD980629851,602673,6,Texas,La Marque,Galveston,NPL Site,29.334719,-94.933331,12/30/1982,09/08/1983,09/30/1997,483,,,"<a href=""https://semspub.epa.gov/src/document/06/300365"" target=""_blank"">TXD980629851 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602673"" target=""_blank"">Motco, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-10567930.066229293,3418317.6342596905
Sikes Disposal Pits,61.62,TXD980513956,602488,6,Texas,Crosby,Harris,NPL Site,29.881669,-95.086669,12/30/1982,09/08/1983,01/30/1995,288,,,"<a href=""https://semspub.epa.gov/src/document/06/300367"" target=""_blank"">TXD980513956 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602488"" target=""_blank"">Sikes Disposal Pits</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,-10584999.574308552,3488348.5470485105
Triangle Chemical Co.,28.75,TXD055143705,602026,6,Texas,Bridge City,Orange,Deleted NPL Site,30.058,-93.8093,12/30/1982,09/08/1983,09/27/1990,49,10/31/1996,04/08/1997,"<a href=""https://semspub.epa.gov/src/document/06/300368"" target=""_blank"">TXD055143705 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602026"" target=""_blank"">Triangle Chemical Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-10-31/pdf/96-27830.pdf"" target=""_blank"">10/31/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-04-08/pdf/97-8818.pdf"" target=""_blank"">04/08/1997 (PDF)</a>",,No,-10442803.507673439,3511007.3834621506
United Creosoting Co.,37.29,TXD980745574,602803,6,Texas,Conroe,Montgomery,NPL Site,30.331669,-95.456669,09/08/1983,09/21/1984,09/30/1999,670,,,"<a href=""https://semspub.epa.gov/src/document/06/300369"" target=""_blank"">TXD980745574 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602803"" target=""_blank"">United Creosoting Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,No,-10626187.785902064,3546254.4413498426
Geneva Industries/Fuhrmann Energy,59.46,TXD980748453,602809,6,Texas,Houston,Harris,NPL Site,29.66,-95.25,09/08/1983,09/21/1984,09/14/1993,191,,,"<a href=""https://semspub.epa.gov/src/document/06/300370"" target=""_blank"">TXD980748453 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602809"" target=""_blank"">Geneva Industries/Fuhrmann Energy</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-10603181.498059308,3459920.453808704
Pesses Chemical Co.,28.86,TXD980699656,602800,6,Texas,Fort Worth,Tarrant,Deleted NPL Site,32.7174,-97.3256,10/15/1984,06/10/1986,09/28/1992,136,04/17/1995,09/28/1995,"<a href=""https://semspub.epa.gov/src/document/06/300371"" target=""_blank"">TXD980699656 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602800"" target=""_blank"">Pesses Chemical Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-04-17/pdf/95-9384.pdf"" target=""_blank"">04/17/1995 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-09-28/pdf/95-24037.pdf"" target=""_blank"">09/28/1995 (PDF)</a>",,No,-10834236.233149825,3857853.334853336
Odessa Chromium #1,42.24,TXD980867279,602943,6,Texas,Odessa,Ector,NPL Site,31.881669,-102.4033,10/15/1984,06/10/1986,03/16/1994,229,,,"<a href=""https://semspub.epa.gov/src/document/06/300372"" target=""_blank"">TXD980867279 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602943"" target=""_blank"">Odessa Chromium #1</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-11399483.211550832,3747787.8476531985
Odessa Chromium #2 (Andrews Highway),42.24,TXD980697114,602703,6,Texas,Odessa,Ector,Deleted NPL Site,31.8934,-102.3905,10/15/1984,06/10/1986,09/09/1994,251,05/20/2004,07/19/2004,"<a href=""https://semspub.epa.gov/src/document/06/300373"" target=""_blank"">TXD980697114 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602703"" target=""_blank"">Odessa Chromium #2 (Andrews Highway)</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-05-20/pdf/04-11217.pdf"" target=""_blank"">05/20/2004 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-05-20/pdf/04-11218.pdf"" target=""_blank"">07/19/2004 (PDF)</a>",,No,-11398058.322068678,3749325.8402373376
Bailey Waste Disposal,53.42,TXD980864649,602911,6,Texas,Bridge City,Orange,Deleted NPL Site,29.99055,-93.879169,10/15/1984,06/10/1986,09/14/1998,534,08/14/2007,10/15/2007,"<a href=""https://semspub.epa.gov/src/document/06/300374"" target=""_blank"">TXD980864649 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602911"" target=""_blank"">Bailey Waste Disposal</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-08-14/pdf/E7-15897.pdf"" target=""_blank"">08/14/2007 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-08-14/pdf/E7-15891.pdf"" target=""_blank"">10/15/2007 (PDF)</a>",,No,-10450581.289175674,3502335.191942486
"Brio Refining, Inc.",50.38,TXD980625453,602601,6,Texas,Friendswood,Harris,Deleted NPL Site,29.57,-95.203331,10/15/1984,03/31/1989,04/28/2004,897,06/23/2006,12/28/2006,"<a href=""https://semspub.epa.gov/src/document/06/300375"" target=""_blank"">TXD980625453 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602601"" target=""_blank"">Brio Refining, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-06-23/pdf/06-5569.pdf"" target=""_blank"">06/23/2006 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-12-28/pdf/E6-22298.pdf"" target=""_blank"">12/28/2006 (PDF)</a>",,No,-10597986.328743476,3448396.23887773
"Koppers Co., Inc. (Texarkana Plant)",31.31,TXD980623904,602570,6,Texas,Texarkana,Bowie,NPL Site,33.416669,-94.065,10/15/1984,06/10/1986,08/20/2002,819,,,"<a href=""https://semspub.epa.gov/src/document/06/300377"" target=""_blank"">TXD980623904 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602570"" target=""_blank"">Koppers Co., Inc. (Texarkana Plant)</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-10471267.90146928,3950741.30231194
Sol Lynn/Industrial Transformers,39.65,TXD980873327,602954,6,Texas,Houston,Harris,NPL Site,29.678889,-95.398611,10/15/1984,03/31/1989,09/29/1993,213,,,"<a href=""https://semspub.epa.gov/src/document/06/300378"" target=""_blank"">TXD980873327 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602954"" target=""_blank"">Sol Lynn/Industrial Transformers</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-10619724.798905587,3462340.438256068
"Stewco, Inc.",48.86,TXD055337281,602033,6,Texas,Waskom,Harrison,Deleted NPL Site,32.465831,-94.069169,10/15/1984,06/10/1986,09/14/1992,119,07/26/1995,10/04/1995,"<a href=""https://semspub.epa.gov/src/document/06/300379"" target=""_blank"">TXD055337281 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602033"" target=""_blank"">Stewco, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-07-26/pdf/95-18256.pdf"" target=""_blank"">07/26/1995 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-10-04/pdf/95-24655.pdf"" target=""_blank"">10/04/1995 (PDF)</a>",,No,-10471731.992426397,3824614.716674101
"Petro-Chemical Systems, Inc. (Turtle Bayou)",29.94,TXD980873350,602957,6,Texas,Liberty County,Liberty,NPL Site,29.92,-94.688061,10/15/1984,06/10/1986,09/30/2010,1097,,,"<a href=""https://semspub.epa.gov/src/document/06/300380"" target=""_blank"">TXD980873350 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602957"" target=""_blank"">Petro-Chemical Systems, Inc. (Turtle Bayou)</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-10540626.734722426,3493270.7286996716
North Cavalcade Street,37.08,TXD980873343,602956,6,Texas,Houston,Harris,NPL Site,29.806669,-95.349169,10/15/1984,06/10/1986,08/31/2011,1103,,,"<a href=""https://semspub.epa.gov/src/document/06/300381"" target=""_blank"">TXD980873343 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602956"" target=""_blank"">North Cavalcade Street</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-10614220.940641787,3478723.074053258
South Cavalcade Street,38.69,TXD980810386,602895,6,Texas,Houston,Harris,NPL Site,29.798331,-95.347781,10/15/1984,06/10/1986,09/15/2000,708,,,"<a href=""https://semspub.epa.gov/src/document/06/300382"" target=""_blank"">TXD980810386 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602895"" target=""_blank"">South Cavalcade Street</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-10614066.429188564,3477653.4242904386
Lone Star Army Ammunition Plant,31.85,TX7213821831,603609,6,Texas,Texarkana,Bowie,NPL Site,33.4344,-94.2483,10/15/1984,07/22/1987,09/24/2002,833,,,"<a href=""https://semspub.epa.gov/src/document/06/300383"" target=""_blank"">TX7213821831 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0603609"" target=""_blank"">Lone Star Army Ammunition Plant</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,-10491672.764131686,3953106.2676916197
Longhorn Army Ammunition Plant,39.83,TX6213820529,603606,6,Texas,Karnack,Harrison,NPL Site,32.665,-94.123339,07/14/1989,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/06/300384"" target=""_blank"">TX6213820529 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0603606"" target=""_blank"">Longhorn Army Ammunition Plant</a>","<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-10477762.169242667,3850922.268992559
Texarkana Wood Preserving Co.,40.19,TXD008056152,601695,6,Texas,Texarkana,Bowie,NPL Site,33.408331,-94.053339,04/10/1985,06/10/1986,09/21/2012,1135,,,"<a href=""https://semspub.epa.gov/src/document/06/300385"" target=""_blank"">TXD008056152 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0601695"" target=""_blank"">Texarkana Wood Preserving Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-10469969.804887138,3949629.3446479496
Sheridan Disposal Services,30.16,TXD062132147,602108,6,Texas,Hempstead,Waller,NPL Site,30.2074,-96.1357,06/10/1986,03/31/1989,05/01/2006,971,,,"<a href=""https://semspub.epa.gov/src/document/06/300386"" target=""_blank"">TXD062132147 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602108"" target=""_blank"">Sheridan Disposal Services</a>","<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-10701777.17105491,3530237.1346156015
"Dixie Oil Processors, Inc.",34.21,TXD089793046,600006,6,Texas,Friendswood,Harris,Deleted NPL Site,29.5686,-95.2047,06/24/1988,10/04/1989,06/09/1993,168,06/22/2006,08/21/2006,"<a href=""https://semspub.epa.gov/src/document/06/300387"" target=""_blank"">TXD089793046 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600006"" target=""_blank"">Dixie Oil Processors, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-06-22/pdf/E6-9747.pdf"" target=""_blank"">06/22/2006 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-06-22/pdf/E6-9748.pdf"" target=""_blank"">08/21/2006 (PDF)</a>",,No,-10598138.725126373,3448217.054524942
Pantex Plant (USDOE),51.22,TX4890110527,604060,6,Texas,Pantex Village,Carson,NPL Site,35.321944,-101.563611,07/29/1991,05/31/1994,07/29/2009,1066,,,"<a href=""https://semspub.epa.gov/src/document/06/300275"" target=""_blank"">TX4890110527 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0604060"" target=""_blank"">Pantex Plant (USDOE)</a>","<a href=""https://semspub.epa.gov/src/document/11/189652"" target=""_blank"">07/29/1991 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189638"" target=""_blank"">05/31/1994 (PDF)</a>",,,,No,-11306009.459646117,4207718.573436132
RSR Corp.,50,TXD079348397,602297,6,Texas,Dallas,Dallas,NPL Site,32.776944,-96.8725,05/10/1993,09/29/1995,09/28/2004,923,,,"<a href=""https://semspub.epa.gov/src/document/06/300282"" target=""_blank"">TXD079348397 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602297"" target=""_blank"">RSR Corp.</a>","<a href=""https://semspub.epa.gov/src/document/11/189655"" target=""_blank"">05/10/1993 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-09-29/pdf/95-24415.pdf"" target=""_blank"">09/29/1995 (PDF)</a>",,,,No,-10783797.371871395,3865734.298492621
Tex-Tin Corp.,50,TXD062113329,602105,6,Texas,Texas City,Galveston,NPL Site,29.356667,-94.941667,06/17/1996,09/18/1998,09/20/2004,912,,,"<a href=""https://semspub.epa.gov/src/document/06/300290"" target=""_blank"">TXD062113329 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602105"" target=""_blank"">Tex-Tin Corp.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-06-17/pdf/96-15033.pdf"" target=""_blank"">06/17/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-09-18/pdf/98-25087.pdf"" target=""_blank"">09/18/1998 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-10568858.025504544,3421120.5479521467
Sprague Road Ground Water Plume,43.21,TX0001407444,605023,6,Texas,Odessa,Ector,NPL Site,31.918611,-102.428333,04/01/1997,09/25/1997,09/29/2003,878,,,"<a href=""https://semspub.epa.gov/src/document/06/300291"" target=""_blank"">TX0001407444 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605023"" target=""_blank"">Sprague Road Ground Water Plume</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-04-01/pdf/97-8087.pdf"" target=""_blank"">04/01/1997 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-09-25/pdf/97-25095.pdf"" target=""_blank"">09/25/1997 (PDF)</a>",,,,No,-11402269.87236386,3752631.7912968304
Jasper Creosoting Company Inc.,50,TXD008096240,601735,6,Texas,Jasper,Jasper,NPL Site,30.933889,-93.9825,03/06/1998,07/28/1998,09/12/2008,1042,,,"<a href=""https://semspub.epa.gov/src/document/06/300292"" target=""_blank"">TXD008096240 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0601735"" target=""_blank"">Jasper Creosoting Company Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-03-06/pdf/98-5726.pdf"" target=""_blank"">03/06/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-28/pdf/98-20154.pdf"" target=""_blank"">07/28/1998 (PDF)</a>",,,,No,-10462084.043478834,3624166.3445681813
Rockwool Industries Inc.,48,TXD066379645,605009,6,Texas,Bell County,Bell,NPL Site,31.051667,-97.438056,03/06/1998,09/29/1998,09/29/2005,962,,,"<a href=""https://semspub.epa.gov/src/document/06/300293"" target=""_blank"">TXD066379645 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605009"" target=""_blank"">Rockwool Industries Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-03-06/pdf/98-5726.pdf"" target=""_blank"">03/06/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-09-29/pdf/98-25889.pdf"" target=""_blank"">09/29/1998 (PDF)</a>",,,,No,-10846754.777806476,3639460.9062497066
State Marine of Port Arthur,48,TXD099801102,602444,6,Texas,Jefferson County,Jefferson,Deleted NPL Site,29.960833,-93.859167,03/06/1998,07/28/1998,06/22/2007,1011,12/06/2011,02/06/2012,"<a href=""https://semspub.epa.gov/src/document/06/300294"" target=""_blank"">TXD099801102 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602444"" target=""_blank"">State Marine of Port Arthur</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-03-06/pdf/98-5726.pdf"" target=""_blank"">03/06/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-28/pdf/98-20154.pdf"" target=""_blank"">07/28/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-12-06/pdf/2011-31258.pdf"" target=""_blank"">12/06/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-12-06/pdf/2011-31260.pdf"" target=""_blank"">02/06/2012 (PDF)</a>",,No,-10448354.676720826,3498516.2836963143
