InChIKey|dcid|IUPACName|Name|CommonName|TypeOf|Symbol|InChI|Type|AtomicNumber|CID|SameAs|Input
YMWUJEATGCHHMB-UHFFFAOYSA-N|inChIKey/YMWUJEATGCHHMB-UHFFFAOYSA-N|dichloromethane|"dichloromethane|DICHLOROMETHANEMETHYLENECHLORIDE"|DICHLOROMETHANE|dcs:ChemicalCompound|CH2Cl2|InChI=1S/CH2Cl2/c2-1-3/h1H2|||6344||DICHLOROMETHANE (METHYLENE CHLORIDE)
HECLRDQVFMWTQS-UHFFFAOYSA-N|inChIKey/HECLRDQVFMWTQS-UHFFFAOYSA-N|\"tricyclo[5.2.1.02,6]deca-3,8-diene\"|"\"tricyclo[5.2.1.02,6]deca-3,8-diene\"|\"DICYCLOPENTADIENE\""|\"TRICYCLO[5.2.1.02,6]DECA-3,8-DIENE\"|dcs:ChemicalCompound|C10H12|InChI=1S/C10H12/c1-2-9-7-4-5-8(6-7)10(9)3-1/h1-2,4-5,7-10H,3,6H2|||6492||DICYCLOPENTADIENE
DFBKLUNHFCTMDC-PICURKEMSA-N|inChIKey/DFBKLUNHFCTMDC-PICURKEMSA-N|\"(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene\"|"\"(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene\"|\"DIELDRIN\""|\"(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-HEXACHLORO-10-OXAPENTACYCLO[6.3.1.13,6.02,7.09,11]TRIDEC-4-ENE\"|dcs:ChemicalCompound|C12H8Cl6O|InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3+,4+,5-,6-,7+,10+,11-|||969491||DIELDRIN
KVNYFPKFSJIPBJ-UHFFFAOYSA-N|inChIKey/KVNYFPKFSJIPBJ-UHFFFAOYSA-N|1,2-diethylbenzene|"1,2-diethylbenzene|DIETHYLBENZENEMIXEDISOMERS"|1,2-DIETHYLBENZENE|dcs:ChemicalCompound|"CH3CH2(C6H4)CH2CH3|C10H14"|InChI=1S/C10H14/c1-3-9-7-5-6-8-10(9)4-2/h5-8H,3-4H2,1-2H3|||8657|dcid:bio/CHEMBL3186870|DIETHYLBENZENE (MIXED ISOMERS)
RTZKZFJDLAIYFH-UHFFFAOYSA-N|inChIKey/RTZKZFJDLAIYFH-UHFFFAOYSA-N|ethoxyethane|"ethoxyethane|DIETHYLETHER"|ETHOXYETHANE|dcs:ChemicalCompound|C4H10O|InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3|||3283||DIETHYL ETHER
FLKPEMZONWLCSK-UHFFFAOYSA-N|inChIKey/FLKPEMZONWLCSK-UHFFFAOYSA-N|diethyl benzene-1,2-dicarboxylate|"diethyl benzene-1,2-dicarboxylate|DIETHYLPHTHALATE"|DIETHYL BENZENE-1,2-DICARBOXYLATE|dcs:ChemicalCompound|C12H14O4|InChI=1S/C12H14O4/c1-3-15-11(13)9-7-5-6-8-10(9)12(14)16-4-2/h5-8H,3-4H2,1-2H3|||6781||DIETHYL PHTHALATE
NKDDWNXOKDWJAK-UHFFFAOYSA-N|inChIKey/NKDDWNXOKDWJAK-UHFFFAOYSA-N|dimethoxymethane|DIMETHOXYMETHANE|DIMETHOXYMETHANE|dcs:ChemicalCompound|C3H8O2|InChI=1S/C3H8O2/c1-4-3-5-2/h3H2,1-2H3|||8020||DIMETHOXYMETHANE
ZMXDDKWLCZADIW-UHFFFAOYSA-N|inChIKey/ZMXDDKWLCZADIW-UHFFFAOYSA-N|N,N-dimethylformamide|DIMETHYLFORMAMIDE|N,N-DIMETHYLFORMAMIDE|dcs:ChemicalCompound|C3H7NO|InChI=1S/C3H7NO/c1-4(2)3-5/h3H,1-2H3|||6228|dcid:bio/CHEMBL268291|DIMETHYLFORMAMIDE
ATZBPOVXVPIOMR-UHFFFAOYSA-N|inChIKey/ATZBPOVXVPIOMR-UHFFFAOYSA-N|dimethylmercury|DIMETHYLMERCURY|DIMETHYLMERCURY|dcs:ChemicalCompound|"(CH3)2Hg|CH3HgCH3|C2H6Hg"|InChI=1S/2CH3.Hg/h2*1H3;|||11645||DIMETHYLMERCURY
NIQCNGHVCWTJSM-UHFFFAOYSA-N|inChIKey/NIQCNGHVCWTJSM-UHFFFAOYSA-N|dimethyl benzene-1,2-dicarboxylate|"dimethyl benzene-1,2-dicarboxylate|DIMETHYLPHTHALATE"|DIMETHYL BENZENE-1,2-DICARBOXYLATE|dcs:ChemicalCompound|C10H10O4|InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3|||8554||DIMETHYL PHTHALATE
QMMFVYPAHWMCMS-UHFFFAOYSA-N|inChIKey/QMMFVYPAHWMCMS-UHFFFAOYSA-N|methylsulfanylmethane|"methylsulfanylmethane|DIMETHYLSULFIDE"|METHYLSULFANYLMETHANE|dcs:ChemicalCompound|C2H6S|InChI=1S/C2H6S/c1-3-2/h1-2H3|||1068||DIMETHYL SULFIDE
ZLSGOVJHNMUKTF-UHFFFAOYSA-N|inChIKey/ZLSGOVJHNMUKTF-UHFFFAOYSA-N|nitrous acid;toluene|"nitrous acid;toluene|DINITROTOLUENEMIXEDISOMERS"|NITROUS ACID;TOLUENE|dcs:ChemicalCompound|C7H10N2O4|InChI=1S/C7H8.2HNO2/c1-7-5-3-2-4-6-7;2*2-1-3/h2-6H,1H3;2*(H,2,3)|||156614054||DINITROTOLUENE (MIXED ISOMERS)
MQIUGAXCHLFZKX-UHFFFAOYSA-N|inChIKey/MQIUGAXCHLFZKX-UHFFFAOYSA-N|dioctyl benzene-1,2-dicarboxylate|"dioctyl benzene-1,2-dicarboxylate|DINOCTYLPHTHALATE"|DIOCTYL BENZENE-1,2-DICARBOXYLATE|dcs:ChemicalCompound|C24H38O4|InChI=1S/C24H38O4/c1-3-5-7-9-11-15-19-27-23(25)21-17-13-14-18-22(21)24(26)28-20-16-12-10-8-6-4-2/h13-14,17-18H,3-12,15-16,19-20H2,1-2H3|||8346||DI-N-OCTYL PHTHALATE
QAHFOPIILNICLA-UHFFFAOYSA-N|inChIKey/QAHFOPIILNICLA-UHFFFAOYSA-N|N,N-dimethyl-2,2-diphenylacetamide|"N,N-dimethyl-2,2-diphenylacetamide|DIPHENAMID"|N,N-DIMETHYL-2,2-DIPHENYLACETAMIDE|dcs:ChemicalCompound|C16H17NO|InChI=1S/C16H17NO/c1-17(2)16(18)15(13-9-5-3-6-10-13)14-11-7-4-8-12-14/h3-12,15H,1-2H3|||13728||DIPHENAMID
DMBHHRLKUKUOEG-UHFFFAOYSA-N|inChIKey/DMBHHRLKUKUOEG-UHFFFAOYSA-N|N-phenylaniline|"N-phenylaniline|DIPHENYLAMINE"|N-PHENYLANILINE|dcs:ChemicalCompound|C12H11N|InChI=1S/C12H11N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10,13H|||11487||DIPHENYLAMINE
DOFZAZXDOSGAJZ-UHFFFAOYSA-N|inChIKey/DOFZAZXDOSGAJZ-UHFFFAOYSA-N|diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidene-λ5-phosphane|"diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidene-λ5-phosphane|DISULFOTON"|DIETHOXY-(2-ETHYLSULFANYLETHYLSULFANYL)-SULFANYLIDENE-Λ5-PHOSPHANE|dcs:ChemicalCompound|C8H19O2PS3|InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3|||3118|dcid:bio/CHEMBL1332314|DISULFOTON
UOORRWUZONOOLO-OWOJBTEDSA-N|inChIKey/UOORRWUZONOOLO-OWOJBTEDSA-N|(E)-1,3-dichloroprop-1-ene|"(E)-1,3-dichloroprop-1-ene|EDICHLOROPROPENE"|(E)-1,3-DICHLOROPROP-1-ENE|dcs:ChemicalCompound|C3H4Cl2|InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+|||24726||(E)-1,3-DICHLORO-1-PROPENE
RDYMFSUJUZBWLH-AZVNHNRSSA-N|inChIKey/RDYMFSUJUZBWLH-AZVNHNRSSA-N|\"(1S,2R,8S,9R)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5λ4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide\"|"\"(1S,2R,8S,9R)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5λ4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide\"|\"ENDOSULFANI\""|\"(1S,2R,8S,9R)-1,9,10,11,12,12-HEXACHLORO-4,6-DIOXA-5Λ4-THIATRICYCLO[7.2.1.02,8]DODEC-10-ENE 5-OXIDE\"|dcs:ChemicalCompound|C9H6Cl6O3S|InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2/t3-,4+,7-,8+,19?|||12309460||ENDOSULFAN I
RDYMFSUJUZBWLH-AZVNHNRSSA-N|inChIKey/RDYMFSUJUZBWLH-AZVNHNRSSA-N|\"(1S,2R,8S,9R)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5λ4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide\"|"\"(1S,2R,8S,9R)-1,9,10,11,12,12-hexachloro-4,6-dioxa-5λ4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide\"|\"ENDOSULFANII\""|\"(1S,2R,8S,9R)-1,9,10,11,12,12-HEXACHLORO-4,6-DIOXA-5Λ4-THIATRICYCLO[7.2.1.02,8]DODEC-10-ENE 5-OXIDE\"|dcs:ChemicalCompound|C9H6Cl6O3S|InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2/t3-,4+,7-,8+,19?|||12309460||ENDOSULFAN II
AAPVQEMYVNZIOO-UHFFFAOYSA-N|inChIKey/AAPVQEMYVNZIOO-UHFFFAOYSA-N|\"1,9,10,11,12,12-hexachloro-4,6-dioxa-5λ6-thiatricyclo[7.2.1.02,8]dodec-10-ene 5,5-dioxide\"|"\"1,9,10,11,12,12-hexachloro-4,6-dioxa-5λ6-thiatricyclo[7.2.1.02,8]dodec-10-ene 5,5-dioxide\"|\"ENDOSULFANSULFATE\""|\"1,9,10,11,12,12-HEXACHLORO-4,6-DIOXA-5Λ6-THIATRICYCLO[7.2.1.02,8]DODEC-10-ENE 5,5-DIOXIDE\"|dcs:ChemicalCompound|C9H6Cl6O4S|InChI=1S/C9H6Cl6O4S/c10-5-6(11)8(13)4-2-19-20(16,17)18-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2|||13940||ENDOSULFAN SULFATE
DFBKLUNHFCTMDC-GKRDHZSOSA-N|inChIKey/DFBKLUNHFCTMDC-GKRDHZSOSA-N|\"(1R,2R,3R,6S,7S,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene\"|"\"(1R,2R,3R,6S,7S,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene\"|\"ENDRIN\""|\"(1R,2R,3R,6S,7S,8S,9S,11R)-3,4,5,6,13,13-HEXACHLORO-10-OXAPENTACYCLO[6.3.1.13,6.02,7.09,11]TRIDEC-4-ENE\"|dcs:ChemicalCompound|C12H8Cl6O|InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3+,4-,5+,6-,7+,10-,11+|||12358480||ENDRIN
HCTWZIFNBBCVGM-UHFFFAOYSA-N|inChIKey/HCTWZIFNBBCVGM-UHFFFAOYSA-N|\"3,4,5,6,6,7-hexachloropentacyclo[6.3.0.02,4.03,7.05,9]undecane-10-carbaldehyde\"|"\"3,4,5,6,6,7-hexachloropentacyclo[6.3.0.02,4.03,7.05,9]undecane-10-carbaldehyde\"|\"ENDRINALDEHYDE\""|\"3,4,5,6,6,7-HEXACHLOROPENTACYCLO[6.3.0.02,4.03,7.05,9]UNDECANE-10-CARBALDEHYDE\"|dcs:ChemicalCompound|C12H8Cl6O|InChI=1S/C12H8Cl6O/c13-8-5-3(2-19)1-4-6(5)9(14,12(8,17)18)11(16)7(4)10(8,11)15/h2-7H,1H2|||522524||ENDRIN ALDEHYDE
IZHZFAQWVKBTSL-UHFFFAOYSA-N|inChIKey/IZHZFAQWVKBTSL-UHFFFAOYSA-N|\"1,2,2,3,10,11-hexachloropentacyclo[5.4.1.03,10.04,12.05,9]dodecan-8-one\"|"\"1,2,2,3,10,11-hexachloropentacyclo[5.4.1.03,10.04,12.05,9]dodecan-8-one\"|\"ENDRINKETONE\""|\"1,2,2,3,10,11-HEXACHLOROPENTACYCLO[5.4.1.03,10.04,12.05,9]DODECAN-8-ONE\"|dcs:ChemicalCompound|C12H8Cl6O|InChI=1S/C12H8Cl6O/c13-8-9(14)6-2-1-3(7(6)19)4-5(2)11(9,16)12(17,18)10(4,8)15/h2-6,8H,1H2|||62060||ENDRIN KETONE
QROGIFZRVHSFLM-QHHAFSJGSA-N|inChIKey/QROGIFZRVHSFLM-QHHAFSJGSA-N|\"[(E)-prop-1-enyl]benzene\"|"\"[(E)-prop-1-enyl]benzene\"|\"EPROPENYLBENZENE\""|\"[(E)-PROP-1-ENYL]BENZENE\"|dcs:ChemicalCompound|C9H10|InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-8H,1H3/b6-2+|||252325||\"[(E)-PROP-1-ENYL]BENZENE\"
OTMSDBZUPAUEDD-UHFFFAOYSA-N|inChIKey/OTMSDBZUPAUEDD-UHFFFAOYSA-N|ethane|ETHANE|ETHANE|dcs:ChemicalCompound|C2H6|InChI=1S/C2H6/c1-2/h1-2H3|||6324|dcid:bio/CHEMBL135626|ETHANE
PIICEJLVQHRZGT-UHFFFAOYSA-N|inChIKey/PIICEJLVQHRZGT-UHFFFAOYSA-N|ethane-1,2-diamine|"ethane-1,2-diamine|ETHANEDIAMINE"|ETHANE-1,2-DIAMINE|dcs:ChemicalCompound|C2H8N2|InChI=1S/C2H8N2/c3-1-2-4/h1-4H2|||3301||ETHANE-1,2-DIAMINE
DNJIEGIFACGWOD-UHFFFAOYSA-N|inChIKey/DNJIEGIFACGWOD-UHFFFAOYSA-N|ethanethiol|ETHANETHIOL|ETHANETHIOL|dcs:ChemicalCompound|C2H6S|InChI=1S/C2H6S/c1-2-3/h3H,2H2,1H3|||6343||ETHANETHIOL
LFQSCWFLJHTTHZ-UHFFFAOYSA-N|inChIKey/LFQSCWFLJHTTHZ-UHFFFAOYSA-N|ethanol|ETHANOL|ETHANOL|dcs:ChemicalCompound|"CH3CH2OH|C2H6O"|InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3|||702||ETHANOL
RIZMRRKBZQXFOY-UHFFFAOYSA-N|inChIKey/RIZMRRKBZQXFOY-UHFFFAOYSA-N|diethoxyphosphinothioylsulfanylmethylsulfanyl-diethoxy-sulfanylidene-λ5-phosphane|"diethoxyphosphinothioylsulfanylmethylsulfanyl-diethoxy-sulfanylidene-λ5-phosphane|ETHION"|DIETHOXYPHOSPHINOTHIOYLSULFANYLMETHYLSULFANYL-DIETHOXY-SULFANYLIDENE-Λ5-PHOSPHANE|dcs:ChemicalCompound|C9H22O4P2S4|InChI=1S/C9H22O4P2S4/c1-5-10-14(16,11-6-2)18-9-19-15(17,12-7-3)13-8-4/h5-9H2,1-4H3|||3286||ETHION
XEKOWRVHYACXOJ-UHFFFAOYSA-N|inChIKey/XEKOWRVHYACXOJ-UHFFFAOYSA-N|ethyl acetate|"ethyl acetate|ETHYLACETATE"|ETHYL ACETATE|dcs:ChemicalCompound|C4H8O2|InChI=1S/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3|||8857||ETHYL ACETATE
YNQLUTRBYVCPMQ-UHFFFAOYSA-N|inChIKey/YNQLUTRBYVCPMQ-UHFFFAOYSA-N|ethylbenzene|ETHYLBENZENE|ETHYLBENZENE|dcs:ChemicalCompound|C8H10|InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3|||7500||ETHYLBENZENE
RIFGWPKJUGCATF-UHFFFAOYSA-N|inChIKey/RIFGWPKJUGCATF-UHFFFAOYSA-N|ethyl carbonochloridate|"ethyl carbonochloridate|ETHYLCARBONOCHLORIDATE"|ETHYL CARBONOCHLORIDATE|dcs:ChemicalCompound|C3H5ClO2|InChI=1S/C3H5ClO2/c1-2-6-3(4)5/h2H2,1H3|||10928|dcid:bio/CHEMBL3183406|ETHYL CARBONOCHLORIDATE
JIGUQPWFLRLWPJ-UHFFFAOYSA-N|inChIKey/JIGUQPWFLRLWPJ-UHFFFAOYSA-N|ethyl prop-2-enoate|"ethyl prop-2-enoate|ETHYLPROPENOATE"|ETHYL PROP-2-ENOATE|dcs:ChemicalCompound|C5H8O2|InChI=1S/C5H8O2/c1-3-5(6)7-4-2/h3H,1,4H2,2H3|||8821||ETHYL PROP-2-ENOATE
OGPBJKLSAFTDLK-IGMARMGPSA-N|inChIKey/OGPBJKLSAFTDLK-IGMARMGPSA-N|europium-152|EUROPIUM|EUROPIUM|dcs:ChemicalElement|Eu|InChI=1S/Eu/i1+0||63|104907||EUROPIUM-152
OGPBJKLSAFTDLK-AKLPVKDBSA-N|inChIKey/OGPBJKLSAFTDLK-AKLPVKDBSA-N|europium-155|EUROPIUM|EUROPIUM|dcs:ChemicalElement|Eu|InChI=1S/Eu/i1+3||63|105088||EUROPIUM-155
XDNBJTQLKCIJBV-UHFFFAOYSA-N|inChIKey/XDNBJTQLKCIJBV-UHFFFAOYSA-N|diethoxy-(4-methylsulfinylphenoxy)-sulfanylidene-λ5-phosphane|"diethoxy-(4-methylsulfinylphenoxy)-sulfanylidene-λ5-phosphane|FENSULFOTHION"|DIETHOXY-(4-METHYLSULFINYLPHENOXY)-SULFANYLIDENE-Λ5-PHOSPHANE|dcs:ChemicalCompound|C11H17O4PS2|InChI=1S/C11H17O4PS2/c1-4-13-16(17,14-5-2)15-10-6-8-11(9-7-10)18(3)12/h6-9H,4-5H2,1-3H3|||8292|dcid:bio/CHEMBL3186021|FENSULFOTHION
GVEPBJHOBDJJJI-UHFFFAOYSA-N|inChIKey/GVEPBJHOBDJJJI-UHFFFAOYSA-N|fluoranthene|FLUORANTHENE|FLUORANTHENE|dcs:ChemicalCompound|C16H10|InChI=1S/C16H10/c1-2-8-13-12(7-1)14-9-3-5-11-6-4-10-15(13)16(11)14/h1-10H|||9154||FLUORANTHENE
KRHYYFGTRYWZRS-UHFFFAOYSA-M|inChIKey/KRHYYFGTRYWZRS-UHFFFAOYSA-M|fluoride|"Fluorine|FLUORIDE"|FLUORINE|dcs:ChemicalElement|F|InChI=1S/FH/h1H/p-1||9|28179||FLUORIDE
KVGLBTYUCJYMND-UHFFFAOYSA-N|inChIKey/KVGLBTYUCJYMND-UHFFFAOYSA-N|ethoxy-ethyl-phenylsulfanyl-sulfanylidene-λ5-phosphane|"ethoxy-ethyl-phenylsulfanyl-sulfanylidene-λ5-phosphane|FONOFOS"|ETHOXY-ETHYL-PHENYLSULFANYL-SULFANYLIDENE-Λ5-PHOSPHANE|dcs:ChemicalCompound|C10H15OPS2|InChI=1S/C10H15OPS2/c1-3-11-12(13,4-2)14-10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3|||13676|dcid:bio/CHEMBL3187845|FONOFOS
WSFSSNUMVMOOMR-UHFFFAOYSA-N|inChIKey/WSFSSNUMVMOOMR-UHFFFAOYSA-N|formaldehyde|FORMALDEHYDE|FORMALDEHYDE|dcs:ChemicalCompound|CH2O|InChI=1S/CH2O/c1-2/h1H2|||712||FORMALDEHYDE
BDAGIHXWWSANSR-UHFFFAOYSA-N|inChIKey/BDAGIHXWWSANSR-UHFFFAOYSA-N|formic acid|"formic acid|FORMICACID"|FORMIC ACID|dcs:ChemicalCompound|"HCOOH|CH2O2"|InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)|||284||FORMIC ACID
AIKKULXCBHRFOS-UHFFFAOYSA-N|inChIKey/AIKKULXCBHRFOS-UHFFFAOYSA-N|2-dimethoxyphosphinothioylsulfanyl-N-formyl-N-methylacetamide|"2-dimethoxyphosphinothioylsulfanyl-N-formyl-N-methylacetamide|FORMOTHION"|2-DIMETHOXYPHOSPHINOTHIOYLSULFANYL-N-FORMYL-N-METHYLACETAMIDE|dcs:ChemicalCompound|C6H12NO4PS2|InChI=1S/C6H12NO4PS2/c1-7(5-8)6(9)4-14-12(13,10-2)11-3/h5H,4H2,1-3H3|||17345||FORMOTHION
YLQBMQCUIZJEEH-UHFFFAOYSA-N|inChIKey/YLQBMQCUIZJEEH-UHFFFAOYSA-N|furan|FURAN|FURAN|dcs:ChemicalCompound|C4H4O|InChI=1S/C4H4O/c1-2-4-5-3-1/h1-4H|||8029|dcid:bio/CHEMBL278980|FURAN
JBZJEPYXXVKOKF-UHFFFAOYSA-N|inChIKey/JBZJEPYXXVKOKF-UHFFFAOYSA-N|\"1,4,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene\"|"\"1,4,4,7,8,9,10,10-octachlorotricyclo[5.2.1.02,6]dec-8-ene\"|\"GAMMACHLORDANE\""|\"1,4,4,7,8,9,10,10-OCTACHLOROTRICYCLO[5.2.1.02,6]DEC-8-ENE\"|dcs:ChemicalCompound|C10H6Cl8|InChI=1S/C10H6Cl8/c11-5-6(12)9(16)4-2-7(13,14)1-3(4)8(5,15)10(9,17)18/h3-4H,1-2H2|||21732||GAMMA-CHLORDANE
CJJOSEISRRTUQB-UHFFFAOYSA-N|inChIKey/CJJOSEISRRTUQB-UHFFFAOYSA-N|3-(dimethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one|"3-(dimethoxyphosphinothioylsulfanylmethyl)-1,2,3-benzotriazin-4-one|GUTHION"|3-(DIMETHOXYPHOSPHINOTHIOYLSULFANYLMETHYL)-1,2,3-BENZOTRIAZIN-4-ONE|dcs:ChemicalCompound|C10H12N3O3PS2|InChI=1S/C10H12N3O3PS2/c1-15-17(18,16-2)19-7-13-10(14)8-5-3-4-6-9(8)11-12-13/h3-6H,7H2,1-2H3|||2268||GUTHION
FRCCEHPWNOQAEU-UHFFFAOYSA-N|inChIKey/FRCCEHPWNOQAEU-UHFFFAOYSA-N|\"1,5,7,8,9,10,10-heptachlorotricyclo[5.2.1.02,6]deca-3,8-diene\"|HEPTACHLOR|\"1,5,7,8,9,10,10-HEPTACHLOROTRICYCLO[5.2.1.02,6]DECA-3,8-DIENE\"|dcs:ChemicalCompound|C10H5Cl7|InChI=1S/C10H5Cl7/c11-4-2-1-3-5(4)9(15)7(13)6(12)8(3,14)10(9,16)17/h1-5H|||3589|dcid:bio/CHEMBL194400|HEPTACHLOR
ZXFXBSWRVIQKOD-UHFFFAOYSA-N|inChIKey/ZXFXBSWRVIQKOD-UHFFFAOYSA-N|\"1,6,8,9,10,11,11-heptachloro-4-oxatetracyclo[6.2.1.02,7.03,5]undec-9-ene\"|"\"1,6,8,9,10,11,11-heptachloro-4-oxatetracyclo[6.2.1.02,7.03,5]undec-9-ene\"|\"HEPTACHLOREPOXIDE\""|\"1,6,8,9,10,11,11-HEPTACHLORO-4-OXATETRACYCLO[6.2.1.02,7.03,5]UNDEC-9-ENE\"|dcs:ChemicalCompound|C10H5Cl7O|InChI=1S/C10H5Cl7O/c11-3-1-2(4-5(3)18-4)9(15)7(13)6(12)8(1,14)10(9,16)17/h1-5H|||13930|dcid:bio/CHEMBL1903207|HEPTACHLOR EPOXIDE
IMNFDUFMRHMDMM-UHFFFAOYSA-N|inChIKey/IMNFDUFMRHMDMM-UHFFFAOYSA-N|heptane|HEPTANE|HEPTANE|dcs:ChemicalCompound|C7H16|InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3|||8900|dcid:bio/CHEMBL134658|HEPTANE
RWNKSTSCBHKHTB-UHFFFAOYSA-N|inChIKey/RWNKSTSCBHKHTB-UHFFFAOYSA-N|1,1,2,3,4,4-hexachlorobuta-1,3-diene|"1,1,2,3,4,4-hexachlorobuta-1,3-diene|HEXACHLOROBUTADIENE"|1,1,2,3,4,4-HEXACHLOROBUTA-1,3-DIENE|dcs:ChemicalCompound|C4Cl6|InChI=1S/C4Cl6/c5-1(3(7)8)2(6)4(9)10|||6901||HEXACHLORO-1,3-BUTADIENE
CKAPSXZOOQJIBF-UHFFFAOYSA-N|inChIKey/CKAPSXZOOQJIBF-UHFFFAOYSA-N|1,2,3,4,5,6-hexachlorobenzene|HEXACHLOROBENZENE|1,2,3,4,5,6-HEXACHLOROBENZENE|dcs:ChemicalCompound|C6Cl6|InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9|||8370||HEXACHLOROBENZENE
VUNCWTMEJYMOOR-UHFFFAOYSA-N|inChIKey/VUNCWTMEJYMOOR-UHFFFAOYSA-N|1,2,3,4,5,5-hexachlorocyclopenta-1,3-diene|"1,2,3,4,5,5-hexachlorocyclopenta-1,3-diene|HEXACHLOROCYCLOPENTADIENE"|1,2,3,4,5,5-HEXACHLOROCYCLOPENTA-1,3-DIENE|dcs:ChemicalCompound|C5Cl6|InChI=1S/C5Cl6/c6-1-2(7)4(9)5(10,11)3(1)8|||6478||HEXACHLOROCYCLOPENTADIENE
VHHHONWQHHHLTI-UHFFFAOYSA-N|inChIKey/VHHHONWQHHHLTI-UHFFFAOYSA-N|1,1,1,2,2,2-hexachloroethane|HEXACHLOROETHANE|1,1,1,2,2,2-HEXACHLOROETHANE|dcs:ChemicalCompound|C2Cl6|InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8|||6214||HEXACHLOROETHANE
VLKZOEOYAKHREP-UHFFFAOYSA-N|inChIKey/VLKZOEOYAKHREP-UHFFFAOYSA-N|hexane|HEXANE|HEXANE|dcs:ChemicalCompound|C6H14|InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3|||8058||HEXANE
OAKJQQAXSVQMHS-UHFFFAOYSA-N|inChIKey/OAKJQQAXSVQMHS-UHFFFAOYSA-N|hydrazine|HYDRAZINE|HYDRAZINE|dcs:ChemicalCompound|H4N2|InChI=1S/H4N2/c1-2/h1-2H2|||9321||HYDRAZINE
BVKZGUZCCUSVTD-UHFFFAOYSA-M|inChIKey/BVKZGUZCCUSVTD-UHFFFAOYSA-M|hydrogen carbonate|"hydrogen carbonate|HYDROGENCARBONATE"|HYDROGEN CARBONATE|dcs:ChemicalCompound|CHO3-|InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1|||769||HYDROGEN CARBONATE
VEXZGXHMUGYJMC-UHFFFAOYSA-N|inChIKey/VEXZGXHMUGYJMC-UHFFFAOYSA-N|chlorane|"chlorane|HYDROGENCHLORIDE"|CHLORANE|dcs:ChemicalCompound|"HCl|ClH"|InChI=1S/ClH/h1H|||313||HYDROGEN CHLORIDE
LELOWRISYMNNSU-UHFFFAOYSA-N|inChIKey/LELOWRISYMNNSU-UHFFFAOYSA-N|formonitrile|"formonitrile|HYDROGENCYANIDE"|FORMONITRILE|dcs:ChemicalCompound|"HCN|CHN"|InChI=1S/CHN/c1-2/h1H|||768||HYDROGEN CYANIDE
