,,,,,,,,,,,,,,
NCESID,observationAbout,nces/{Data},populationType,Student,measuredProperty,count,statType,measuredValue,,,,,,
SCH_RET_G11_HP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Male,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G11_HP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Female,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G11_BL_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Male,race,Black,studentStatus,Retained,,
SCH_RET_G11_BL_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Female,race,Black,studentStatus,Retained,,
SCH_RET_G11_WH_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Male,race,White,studentStatus,Retained,,
SCH_RET_G11_WH_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Female,race,White,studentStatus,Retained,,
SCH_RET_G11_TR_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Male,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G11_TR_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Female,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G11_LEP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Male,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G11_LEP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Female,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G11_IDEA_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Male,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G11_IDEA_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Female,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G11_504_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Male,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G11_504_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade11,gender,Female,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G12_HI_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Male,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G12_HI_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Female,race,HispanicOrLatino,studentStatus,Retained,,
SCH_RET_G12_AM_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Male,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G12_AM_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Female,race,AmericanIndianOrAlaskaNative,studentStatus,Retained,,
SCH_RET_G12_AS_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Male,race,Asian,studentStatus,Retained,,
SCH_RET_G12_AS_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Female,race,Asian,studentStatus,Retained,,
SCH_RET_G12_HP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Male,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G12_HP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Female,race,NativeHawaiianOrOtherPacificIslanderAlone,studentStatus,Retained,,
SCH_RET_G12_BL_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Male,race,Black,studentStatus,Retained,,
SCH_RET_G12_BL_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Female,race,Black,studentStatus,Retained,,
SCH_RET_G12_WH_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Male,race,White,studentStatus,Retained,,
SCH_RET_G12_WH_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Female,race,White,studentStatus,Retained,,
SCH_RET_G12_TR_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Male,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G12_TR_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Female,race,TwoOrMoreRaces,studentStatus,Retained,,
SCH_RET_G12_LEP_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Male,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G12_LEP_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Female,englishProficiency,LimitedEnglishProficiency,studentStatus,Retained,,
SCH_RET_G12_IDEA_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Male,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G12_IDEA_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Female,disabilityStatus,WithDisability,educationProgram,IDEA,studentStatus,Retained
SCH_RET_G12_504_M,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Male,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
SCH_RET_G12_504_F,value,{Number},#Filter,Allow=int(value) >= 0,schoolGradeLevel,SchoolGrade12,gender,Female,disabilityStatus,WithDisability,educationProgram,Section504Plan,studentStatus,Retained
