frequenc,sex,age,isced97,time\geo	BE 	BG 	CZ 	EL 	ES 	CY 	LV 	HU 	MT 	RO 	SI 	SK 
WEEK,F,Y35-44,ED0-2,2008	3.6 	2.3 	: 	: 	0.6 	: 	5.6 u	: 	: 	1.2 	: 	: 
WEEK,F,Y35-44,ED3_4,2008	3.5 	0.4 	0.7 	0.3 	0.2 	0.3 	1.8 	0.9 	3.3 	0.8 	1.2 	: 
WEEK,F,Y35-44,ED5_6,2008	2.3 	: 	: 	0.7 	0.5 	: 	0.5 	: 	: 	: 	: 	: 
WEEK,F,Y35-44,TOTAL,2008	2.9 	0.5 	0.6 	0.3 	0.4 	0.1 	1.6 	0.5 	2.6 	0.8 	0.6 	0.2 
WEEK,F,Y45-54,ED0-2,2008	3.1 	: 	: 	: 	0.6 	: 	4.0 	0.9 	1.7 	0.6 	: 	: 
WEEK,F,Y45-54,ED3_4,2008	4.1 	0.4 	0.7 	: 	0.5 	: 	0.9 	0.7 	2.0 	0.1 	: 	0.6 
WEEK,F,Y45-54,ED5_6,2008	4.0 	: 	: 	: 	0.5 	: 	0.6 	: 	: 	1.1 	: 	: 
WEEK,F,Y45-54,TOTAL,2008	3.7 	0.2 	0.6 	: 	0.5 	: 	1.2 	0.6 	1.7 	0.3 	: 	0.5 
WEEK,F,Y55-64,ED0-2,2008	2.7 	: 	: 	0.4 	0.1 	: 	1.6 	1.4 	0.4 	0.7 	: 	1.8 u
WEEK,F,Y55-64,ED3_4,2008	6.2 	: 	1.6 	0.3 	1.1 	0.7 	1.0 	1.0 	1.0 	0.1 	: 	0.4 
WEEK,F,Y55-64,ED5_6,2008	1.9 	: 	: 	2.8 	0.2 	: 	1.3 	: 	5.3 u	: 	: 	: 
WEEK,F,Y55-64,TOTAL,2008	3.6 	: 	1.1 	0.7 	0.3 	0.2 	1.2 	1.0 	0.9 	0.4 	: 	0.5 
WEEK,F,Y65-74,ED0-2,2008	1.2 	: 	: 	: 	0.2 	0.4 	1.0 	0.5 	0.6 	0.7 	: 	: 
WEEK,F,Y65-74,ED3_4,2008	1.8 u	: 	1.0 	: 	: 	: 	0.5 	5.3 	: 	: 	: 	: 
WEEK,F,Y65-74,TOTAL,2008	1.2 	: 	0.6 	: 	0.2 	0.3 	0.7 	1.9 	0.5 	0.5 	: 	: 
WEEK,F,Y75-84,ED0-2,2008	1.8 u	: 	: 	: 	: 	: 	0.6 	0.5 	: 	0.6 	: 	: 
WEEK,F,Y75-84,TOTAL,2008	1.3 u	: 	: 	: 	: 	: 	0.3 	0.3 	: 	0.5 	: 	: 
WEEK,F,Y_GE85,ED0-2,2008	: 	: 	: 	: 	: 	: 	: 	: 	4.4 u	: 	: 	: 
WEEK,F,Y_GE85,TOTAL,2008	: 	: 	: 	: 	: 	: 	: 	: 	4.2 u	: 	: 	: 
WEEK,M,TOTAL,ED0-2,2008	11.3 u	2.0 	10.0 	1.1 	2.7 	1.9 	8.0 	5.7 	4.0 	4.6 	4.3 	2.0 
WEEK,M,TOTAL,ED3_4,2008	11.9 	1.3 	11.4 	2.1 	3.2 	1.5 	7.7 	6.1 	11.6 	4.1 	5.0 	3.7 
WEEK,M,TOTAL,ED5_6,2008	8.9 	0.8 	9.7 	1.0 	2.1 	0.5 	5.9 	3.3 	9.6 	1.8 	2.6 	2.4 
WEEK,M,TOTAL,TOTAL,2008	10.7 	1.4 	11.0 	1.4 	2.7 	1.4 	7.5 	5.5 	9.0 	4.0 	4.5 	3.3 
WEEK,M,Y15-24,ED0-2,2008	22.7 u	0.4 	9.6 	: 	5.4 	1.3 	2.3 	3.6 	: 	1.4 	4.0 	0.5 
WEEK,M,Y15-24,ED3_4,2008	26.3 u	0.6 	17.1 	0.7 	6.2 	2.2 u	6.0 	5.8 	16.6 	1.6 	11.9 	4.2 
WEEK,M,Y15-24,ED5_6,2008	16.5 u	: 	: 	: 	4.4 	: 	4.8 u	: 	33.3 u	: 	: 	3.9 u
WEEK,M,Y15-24,TOTAL,2008	23.9 u	0.9 	14.6 	0.4 	5.5 	1.7 	4.1 	4.8 	18.7 	1.4 	8.5 	2.7 
WEEK,M,Y25-34,ED0-2,2008	9.8 u	1.4 	: 	1.7 	3.4 	1.6 	11.9 	5.0 	: 	7.9 	: 	: 
WEEK,M,Y25-34,ED3_4,2008	9.8 u	1.1 	10.2 	4.0 	4.3 	1.6 	7.9 	3.9 	14.5 	4.1 	8.7 	2.8 
WEEK,M,Y25-34,ED5_6,2008	15.5 	1.6 	22.3 u	1.2 	3.0 	: 	6.2 	3.4 	8.7 	1.2 	8.1 u	0.9 
WEEK,M,Y25-34,TOTAL,2008	12.2 u	1.3 	12.0 	2.7 	3.5 	1.0 	8.6 	3.9 	11.9 	4.2 	9.0 	2.2 
WEEK,M,Y35-44,ED0-2,2008	9.8 u	4.6 	: 	1.3 	3.8 	2.4 	11.0 	9.1 	19.2 u	10.2 	: 	: 
WEEK,M,Y35-44,ED3_4,2008	13.7 	2.6 	13.6 	2.1 	2.7 	1.8 	11.0 	5.3 	12.7 	5.4 	3.9 	4.6 
WEEK,M,Y35-44,ED5_6,2008	6.8 	: 	: 	: 	2.3 	0.7 	5.0 	5.1 	2.3 u	3.4 	: 	1.5 
WEEK,M,Y35-44,TOTAL,2008	10.2 	2.5 	11.8 	1.3 	3.0 	1.6 	9.9 	5.7 	11.4 	5.7 	2.7 	4.0 
WEEK,M,Y45-54,ED0-2,2008	18.6 u	7.3 	: 	5.5 	3.2 	4.9 	16.6 	6.7 	5.6 	11.4 	2.9 u	: 
WEEK,M,Y45-54,ED3_4,2008	10.7 	0.8 	13.7 	0.4 	1.9 	1.3 	8.0 	7.6 	8.0 	4.8 	: 	4.3 
WEEK,M,Y45-54,ED5_6,2008	5.6 	: 	: 	2.8 	0.8 	1.1 	9.5 	2.9 	5.0 u	2.8 	: 	3.5 
WEEK,M,Y45-54,TOTAL,2008	11.6 	1.9 	13.9 	3.0 	2.2 	2.3 	9.9 	6.6 	6.9 	5.6 	0.6 	4.4 
WEEK,M,Y55-64,ED0-2,2008	13.6 	2.3 	: 	0.7 	1.7 	1.7 	16.7 	10.7 	4.6 	5.8 	5.4 u	4.4 u
WEEK,M,Y55-64,ED3_4,2008	7.0 	1.2 	10.4 	3.0 	1.3 	1.3 	8.3 	9.0 	7.2 	5.0 	2.6 	3.3 
WEEK,M,Y55-64,ED5_6,2008	10.9 	: 	: 	: 	1.7 	0.8 	3.3 	3.2 	3.5 u	1.8 	: 	7.0 
WEEK,M,Y55-64,TOTAL,2008	10.9 	1.4 	9.1 	1.1 	1.6 	1.5 	10.1 	8.2 	5.5 	4.9 	2.8 	4.0 
WEEK,M,Y65-74,ED0-2,2008	6.3 u	: 	: 	: 	0.2 	0.5 	3.7 	7.0 	1.0 	3.8 	5.4 u	3.5 u
WEEK,M,Y65-74,ED3_4,2008	9.7 	1.4 	3.4 	: 	: 	: 	2.8 	5.2 	5.8 	3.1 	2.7 	4.5 
WEEK,M,Y65-74,ED5_6,2008	1.7 	: 	: 	: 	1.0 	: 	4.9 u	: 	: 	1.1 	: 	: 
WEEK,M,Y65-74,TOTAL,2008	6.5 	0.5 	2.7 	: 	0.3 	0.3 	3.5 	5.0 	2.3 	3.3 	2.9 	3.5 
WEEK,M,Y75-84,ED0-2,2008	2.3 u	1.6 	: 	: 	0.4 	: 	4.4 	2.1 u	: 	2.6 	: 	3.8 u
WEEK,M,Y75-84,ED3_4,2008	5.4 	1.9 	: 	: 	1.2 	: 	2.1 u	4.2 	: 	0.8 	5.5 u	: 
WEEK,M,Y75-84,ED5_6,2008	7.2 	: 	: 	: 	: 	: 	: 	4.4 u	: 	: 	: 	: 
WEEK,M,Y75-84,TOTAL,2008	3.9 u	1.4 	: 	: 	0.4 	: 	3.1 	3.4 	: 	2.0 	4.7 	1.4 
WEEK,M,Y_GE85,ED0-2,2008	0.6 u	: 	: 	: 	: 	4.0 u	: 	: 	: 	: 	: 	: 
WEEK,M,Y_GE85,ED3_4,2008	4.8 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
WEEK,M,Y_GE85,TOTAL,2008	1.4 u	: 	: 	: 	: 	3.3 u	: 	: 	: 	: 	: 	: 
WEEK,T,TOTAL,ED0-2,2008	6.6 u	1.1 	4.3 	0.6 	1.7 	0.9 	4.7 	2.6 	2.3 	2.2 	1.9 	1.1 
WEEK,T,TOTAL,ED3_4,2008	7.5 	0.8 	6.2 	1.1 	2.3 	0.8 	4.3 	4.0 	7.4 	2.3 	3.1 	2.0 
WEEK,T,TOTAL,ED5_6,2008	5.5 	0.3 	5.0 	0.8 	1.6 	0.3 	2.7 	1.5 	6.0 	1.2 	1.1 	1.3 
WEEK,T,TOTAL,TOTAL,2008	6.5 u	0.8 	5.8 	0.8 	1.8 	0.7 	4.1 	3.1 	5.5 	2.1 	2.5 	1.7 
WEEK,T,Y15-24,ED0-2,2008	26.1 u	0.6 	6.2 	: 	4.5 	0.7 	2.0 	2.7 	3.6 u	0.8 	3.5 	0.6 
WEEK,T,Y15-24,ED3_4,2008	16.4 	0.3 	10.1 	0.5 	5.5 	1.1 u	4.2 	5.3 	11.8 	0.9 	7.9 	2.4 
WEEK,T,Y15-24,ED5_6,2008	9.5 	4.7 u	: 	0.4 	2.3 	: 	1.3 	2.1 u	17.5 	3.4 	: 	1.4 
WEEK,T,Y15-24,TOTAL,2008	16.7 	0.6 	8.5 	0.3 	4.6 	0.8 	2.9 	4.0 	12.4 	0.9 	5.9 	1.6 
WEEK,T,Y25-34,ED0-2,2008	5.1 u	0.7 	2.2 u	1.0 	2.1 	1.0 	7.5 	2.6 	7.4 u	4.2 	8.0 u	: 
WEEK,T,Y25-34,ED3_4,2008	5.5 u	0.9 	6.1 	2.1 	2.7 	0.8 	5.2 	2.4 	8.7 	2.5 	4.9 	1.4 
WEEK,T,Y25-34,ED5_6,2008	7.8 	0.6 	9.7 	0.8 	2.7 	0.3 	4.1 	1.6 	4.7 	0.6 	3.2 	1.0 
WEEK,T,Y25-34,TOTAL,2008	6.5 	0.8 	6.6 	1.5 	2.5 	0.6 	5.4 	2.2 	7.5 	2.4 	4.7 	1.3 
WEEK,T,Y35-44,ED0-2,2008	6.9 u	3.6 	: 	0.7 	2.3 	1.2 	9.2 	4.6 	11.9 u	5.0 	: 	: 
WEEK,T,Y35-44,ED3_4,2008	8.9 	1.5 	6.6 	1.1 	1.5 	1.0 	6.8 	3.3 	7.1 	3.0 	2.8 	2.4 
WEEK,T,Y35-44,ED5_6,2008	4.2 	: 	: 	0.3 	1.3 	0.4 	1.9 	1.8 	1.2 	1.7 	: 	0.6 
WEEK,T,Y35-44,TOTAL,2008	6.4 	1.5 	5.9 	0.8 	1.8 	0.8 	5.7 	3.1 	6.6 	3.1 	1.7 	2.1 
WEEK,T,Y45-54,ED0-2,2008	10.9 u	3.6 	9.9 u	2.4 	1.8 	2.2 	11.5 	2.9 	3.4 	4.1 	1.4 	4.2 u
WEEK,T,Y45-54,ED3_4,2008	7.3 	0.6 	7.3 	0.2 	1.2 	0.6 	4.3 	4.4 	4.7 	2.5 	: 	2.4 
WEEK,T,Y45-54,ED5_6,2008	4.8 	: 	6.3 u	1.7 	0.6 	0.6 	4.0 	1.4 	2.9 	1.9 	: 	1.9 
WEEK,T,Y45-54,TOTAL,2008	7.6 	1.0 	7.5 	1.5 	1.4 	1.1 	5.3 	3.5 	4.1 	2.8 	0.3 	2.4 
WEEK,T,Y55-64,ED0-2,2008	7.7 	1.1 	3.6 	0.5 	0.8 	0.8 	9.7 	4.1 	2.1 	2.3 	1.9 	2.7 
WEEK,T,Y55-64,ED3_4,2008	6.6 	0.6 	6.2 	1.7 	1.2 	1.0 	3.9 	5.1 	4.3 	2.8 	1.5 	1.8 
WEEK,T,Y55-64,ED5_6,2008	7.0 	: 	: 	1.1 	1.1 	0.5 	2.1 	1.5 	4.2 	0.9 	: 	3.3 
WEEK,T,Y55-64,TOTAL,2008	7.2 	0.6 	5.0 	0.9 	0.9 	0.8 	5.0 	4.2 	3.0 	2.4 	1.4 	2.1 
WEEK,T,Y65-74,ED0-2,2008	3.3 u	: 	: 	: 	0.2 	0.4 	2.0 	2.5 	0.8 	1.8 	1.2 	0.8 
WEEK,T,Y65-74,ED3_4,2008	5.7 	0.6 	2.1 	: 	: 	: 	1.3 	5.2 	3.7 	1.7 	1.6 	2.0 
WEEK,T,Y65-74,ED5_6,2008	1.0 	: 	: 	: 	0.6 	: 	1.8 	: 	: 	0.6 	: 	: 
WEEK,T,Y65-74,TOTAL,2008	3.6 	0.2 	1.5 	: 	0.2 	0.3 	1.7 	3.2 	1.4 	1.7 	1.3 	1.4 
WEEK,T,Y75-84,ED0-2,2008	2.0 u	0.6 	: 	: 	0.2 	: 	1.6 	0.8 	: 	1.2 	: 	0.9 
WEEK,T,Y75-84,ED3_4,2008	2.4 u	0.7 	: 	: 	0.6 	: 	0.6 	2.0 	: 	0.4 	3.4 u	: 
WEEK,T,Y75-84,ED5_6,2008	4.3 u	: 	: 	: 	: 	: 	: 	3.0 u	: 	: 	: 	: 
WEEK,T,Y75-84,TOTAL,2008	2.4 u	0.5 	: 	: 	0.2 	: 	1.1 	1.4 	: 	1.0 	1.6 	0.5 
WEEK,T,Y_GE85,ED0-2,2008	0.2 u	: 	: 	: 	: 	1.7 	: 	: 	2.5 u	: 	: 	: 
WEEK,T,Y_GE85,ED3_4,2008	1.9 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
WEEK,T,Y_GE85,TOTAL,2008	0.5 u	: 	: 	: 	: 	1.6 	: 	: 	2.3 u	: 	: 	: 
