key,prop,val,p1,v1,p2,v2,Month,,#End,#value,,
Personal care services(5),consumerGoodsCategory,PersonalCareServices,,,,,,,,,,
Personal care(4),consumerGoodsCategory,PersonalCare,,,,,,,,,,
Personal care(5),consumerGoodsCategory,PersonalCare,,,,,,,,,,
Personal computers and peripheral equipment(7),consumerGoodsCategory,PersonalComputerAndPeripheralEquipment,unit,IndexPointBasePeriodDecember2007Equals100,,,,,,,,
Pet food and treats(4)(5)(6),consumerGoodsCategory,PetFoodTreats,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Pet food(4)(5)(6),consumerGoodsCategory,PetFood,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Pet food(5)(6)(7),consumerGoodsCategory,PetFood,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Pet services including veterinary(4)(5),consumerGoodsCategory,PetServicesIncludingVeterinary,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Pet services including veterinary(5),consumerGoodsCategory,PetServicesIncludingVeterinary,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Pet services including veterinary(6),consumerGoodsCategory,PetServicesIncludingVeterinary,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Pet services(4)(5)(6),consumerGoodsCategory,PetServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Pet services(5)(6),consumerGoodsCategory,PetServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Pet services(5)(6)(7),consumerGoodsCategory,PetServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Pets and pet products(4),consumerGoodsCategory,PetsAndPetProducts,,,,,,,,,,
Pets and pet products(5),consumerGoodsCategory,PetsAndPetProducts,,,,,,,,,,
"Pets, pet products and services(5)",consumerGoodsCategory,PetsPetProductsAndServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Pets, pet products and services(6)",consumerGoodsCategory,PetsPetProductsAndServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photo processing(4)(5)(6),consumerGoodsCategory,PhotoProcessing,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photo processing(5)(6)(7),consumerGoodsCategory,PhotoProcessing,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photographer fees(4)(5)(6),consumerGoodsCategory,PhotographerFee,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photographer fees(5)(6)(7),consumerGoodsCategory,PhotographerFee,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photographers and film processing(4)(5),consumerGoodsCategory,PhotographerAndFilmProcessing,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photographers and photo processing(4)(5),consumerGoodsCategory,PhotographersAndPhotoProcessing,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photographers and photo processing(5)(6),consumerGoodsCategory,PhotographersAndPhotoProcessing,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photographic equipment and supplies,consumerGoodsCategory,PhotographicEquipmentAndSupplies,,,,,,,,,,
Photographic equipment(4)(5)(6),consumerGoodsCategory,PhotographicEquipment,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photographic equipment(5)(6),consumerGoodsCategory,PhotographicEquipment,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photographic equipment(6)(7),consumerGoodsCategory,PhotographicEquipment,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photography(5),consumerGoodsCategory,Photography,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Photography(6),consumerGoodsCategory,Photography,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Physicians' services,consumerGoodsCategory,PhysiciansServices,,,,,,,,,,
Physicians' services(11),consumerGoodsCategory,PhysiciansServices,,,,,,,,,,
Physicians' services(4),consumerGoodsCategory,PhysiciansServices,,,,,,,,,,
Pork,consumerGoodsCategory,Pork,,,,,,,,,,
Pork chops,consumerGoodsCategory,PorkChops,,,,,,,,,,
Pork chops(4),consumerGoodsCategory,PorkChops,,,,,,,,,,
Pork chops(5),consumerGoodsCategory,PorkChops,,,,,,,,,,
Postage,consumerGoodsCategory,Postage,,,,,,,,,,
Postage and delivery services(5),consumerGoodsCategory,PostageAndDeliveryServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Postage and delivery services(6),consumerGoodsCategory,PostageAndDeliveryServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Postage(4),consumerGoodsCategory,Postage,,,,,,,,,,
Potatoes,consumerGoodsCategory,Potatoes,,,,,,,,,,
Poultry,consumerGoodsCategory,Poultry,,,,,,,,,,
Poultry(4),consumerGoodsCategory,Poultry,,,,,,,,,,
Poultry(5),consumerGoodsCategory,Poultry,,,,,,,,,,
Prepared salads(4)(7)(6),consumerGoodsCategory,PreparedSalads,unit,IndexPointBasePeriodDecember2007Equals100,,,,,,,,
Prepared salads(5)(8)(7),consumerGoodsCategory,PreparedSalads,unit,IndexPointBasePeriodDecember2007Equals100,,,,,,,,
Prepared salads(6)(7),consumerGoodsCategory,PreparedSalads,unit,IndexPointBasePeriodDecember2007Equals100,,,,,,,,
Prepared salads(7)(6),consumerGoodsCategory,PreparedSalads,unit,IndexPointBasePeriodDecember2007Equals100,,,,,,,,
Prescription drugs,consumerGoodsCategory,PrescriptionDrugs,,,,,,,,,,
Prescription drugs(11),consumerGoodsCategory,PrescriptionDrugs,,,,,,,,,,
Prescription drugs(4),consumerGoodsCategory,PrescriptionDrugs,,,,,,,,,,
Private transportation,consumerGoodsCategory,PrivateTransportation,,,,,,,,,,
Processed fish and seafood(5),consumerGoodsCategory,ProcessedFishAndSeafood,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Processed fish and seafood(6),consumerGoodsCategory,ProcessedFishAndSeafood,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Processed fruits and vegetables(5),consumerGoodsCategory,ProcessedFruitsAndVegetables,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Processed fruits and vegetables(6),consumerGoodsCategory,ProcessedFruitsAndVegetables,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Professional services,consumerGoodsCategory,ProfessionalServices,,,,,,,,,,
"Propane, kerosene, and firewood(10)",consumerGoodsCategory,PropaneKeroseneAndFirewood,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
"Propane, kerosene, and firewood(4)(9)",consumerGoodsCategory,PropaneKeroseneAndFirewood,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
"Propane, kerosene, and firewood(9)",consumerGoodsCategory,PropaneKeroseneAndFirewood,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Public transportation,consumerGoodsCategory,PublicTransportation,,,,,,,,,,
"Purchase of pets, pet supplies, accessories(4)(5)(6)",consumerGoodsCategory,PurchaseOfPetsPetSuppliesAccessories,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Purchase of pets, pet supplies, accessories(5)(6)(7)",consumerGoodsCategory,PurchaseOfPetsPetSuppliesAccessories,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Purchase, subscription, and rental of video(4)(5)",consumerGoodsCategory,PurchaseSubscriptionAndRentalOfVideo,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Recorded music and music subscriptions(4)(5),consumerGoodsCategory,RecordedMusicAndMusicSubscriptions,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Recorded music and music subscriptions(5)(6),consumerGoodsCategory,RecordedMusicAndMusicSubscriptions,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Recreation commodities(11),consumerGoodsCategory,RecreationCommodities,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Recreation commodities(12),consumerGoodsCategory,RecreationCommodities,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Recreation services(11),consumerGoodsCategory,RecreationServices,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Recreation services(12),consumerGoodsCategory,RecreationServices,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Recreation(5),consumerGoodsCategory,Recreation,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Recreation(6),consumerGoodsCategory,Recreation,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Recreational books(4)(5),consumerGoodsCategory,RecreationalBooks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Recreational books(5)(6),consumerGoodsCategory,RecreationalBooks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Recreational reading materials(4),consumerGoodsCategory,RecreationalReadingMaterials,,,,,,,,,,
Recreational reading materials(5),consumerGoodsCategory,RecreationalReadingMaterials,,,,,,,,,,
Rent of primary residence,consumerGoodsCategory,RentOfPrimaryResidence,,,,,,,,,,
Rent of primary residence(11),consumerGoodsCategory,RentOfPrimaryResidence,,,,,,,,,,
Rent of shelter(15),consumerGoodsCategory,RentOfShelter,unit,IndexPointBasePeriodDecember1982Equals100,,,,,,,,
Rent of shelter(16),consumerGoodsCategory,RentOfShelter,unit,IndexPointBasePeriodDecember1982Equals100,,,,,,,,
Rental of video discs and other media(4)(5)(6),consumerGoodsCategory,VideoDiscAndOtherMediaRental,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Rental of video discs and other media(5)(6)(7),consumerGoodsCategory,VideoDiscAndOtherMediaRental,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Rental of video or audio discs and other media(4)(5)(6),consumerGoodsCategory,VideoAndAudioDiscAndOtherMediaRental,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Repair of household items(4)(5),consumerGoodsCategory,RepairOfHouseholdItems,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Repair of household items(5)(6),consumerGoodsCategory,RepairOfHouseholdItems,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Residential telephone services(4)(11),consumerGoodsCategory,ResidentialTelephoneServices,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
"Rice, pasta, cornmeal",consumerGoodsCategory,RicePastaCornmeal,,,,,,,,,,
"Rice, pasta, cornmeal(4)",consumerGoodsCategory,RicePastaCornmeal,,,,,,,,,,
"Rice, pasta, cornmeal(5)",consumerGoodsCategory,RicePastaCornmeal,,,,,,,,,,
Rice(4)(5)(6),consumerGoodsCategory,Rice,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Rice(5)(6)(7),consumerGoodsCategory,Rice,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Roasted coffee(6),consumerGoodsCategory,RoastedCoffee,,,,,,,,,,
Roasted coffee(7),consumerGoodsCategory,RoastedCoffee,,,,,,,,,,
Salad dressing(4)(5),consumerGoodsCategory,SaladDressing,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Salad dressing(5),consumerGoodsCategory,SaladDressing,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Salad dressing(6),consumerGoodsCategory,SaladDressing,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Salt and other seasonings and spices(5)(6),consumerGoodsCategory,SaltAndOtherSeasoningsAndSpices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Salt and other seasonings and spices(6)(7),consumerGoodsCategory,SaltAndOtherSeasoningsAndSpices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Sauces and gravies(5)(6),consumerGoodsCategory,SaucesAndGravies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Sauces and gravies(6)(7),consumerGoodsCategory,SaucesAndGravies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Services,consumerGoodsCategory,Services,,,,,,,,,,
Services by other medical professionals(11)(9),consumerGoodsCategory,ServicesByOtherMedicalProfessionals,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Services by other medical professionals(4)(11)(9),consumerGoodsCategory,ServicesByOtherMedicalProfessionals,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Services by other medical professionals(4)(9),consumerGoodsCategory,ServicesByOtherMedicalProfessionals,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Services by other medical professionals(5)(10),consumerGoodsCategory,ServicesByOtherMedicalProfessionals,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Services less energy services,consumerGoodsCategory,ServicesLessEnergyServices,,,,,,,,,,
Services less medical care services,consumerGoodsCategory,ServicesLessMedicalCareServices,,,,,,,,,,
Services less rent of shelter(15),consumerGoodsCategory,ServicesLessRentOfShelter,unit,IndexPointBasePeriodDecember1982Equals100,,,,,,,,
Services less rent of shelter(16),consumerGoodsCategory,ServicesLessRentOfShelter,unit,IndexPointBasePeriodDecember1982Equals100,,,,,,,,
"Sewing machines, fabric and supplies(4)(5)",consumerGoodsCategory,SewingMachinesFabricAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Sewing machines, fabric and supplies(5)",consumerGoodsCategory,SewingMachinesFabricAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Sewing machines, fabric and supplies(5)(6)",consumerGoodsCategory,SewingMachinesFabricAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Shelf stable fish and seafood(4)(6),consumerGoodsCategory,ShelfStableFishAndSeafood,,,,,,,,,,
Shelf stable fish and seafood(5)(7),consumerGoodsCategory,ShelfStableFishAndSeafood,,,,,,,,,,
Shelf stable fish and seafood(6),consumerGoodsCategory,ShelfStableFishAndSeafood,,,,,,,,,,
Shelter,consumerGoodsCategory,Shelter,,,,,,,,,,
Ship fare(4)(5)(6),consumerGoodsCategory,ShipFare,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Ship fare(5)(6)(7),consumerGoodsCategory,ShipFare,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Smartphones(4)(6)(15),consumerGoodsCategory,Smartphones,unit,IndexPointBasePeriodDecember2019Equals100,,,,,,,,
Snacks,consumerGoodsCategory,Snacks,,,,,,,,,,
Snacks(4),consumerGoodsCategory,Snacks,,,,,,,,,,
Snacks(5),consumerGoodsCategory,Snacks,,,,,,,,,,
Soups,consumerGoodsCategory,Soups,,,,,,,,,,
Special aggregate indexes,consumerGoodsCategory,SpecialAggregateIndexes,,,,,,,,,,
"Spices, seasonings, condiments, sauces",consumerGoodsCategory,SpicesSeasoningsCondimentsSauces,,,,,,,,,,
Sporting goods,consumerGoodsCategory,SportingGoods,,,,,,,,,,
Sporting goods(4),consumerGoodsCategory,SportingGoods,,,,,,,,,,
Sports equipment,consumerGoodsCategory,SportsEquipment,,,,,,,,,,
Sports equipment(4),consumerGoodsCategory,SportsEquipment,,,,,,,,,,
Sports vehicles including bicycles(4),consumerGoodsCategory,SportsVehiclesIncludingBicycles,,,,,,,,,,
Sports vehicles including bicycles(5),consumerGoodsCategory,SportsVehiclesIncludingBicycles,,,,,,,,,,
State motor vehicle registration and license fees(4)(11)(5),consumerGoodsCategory,StateMotorVehicleRegistrationAndLicenseFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
State motor vehicle registration and license fees(4)(5),consumerGoodsCategory,StateMotorVehicleRegistrationAndLicenseFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
State motor vehicle registration and license fees(5)(6),consumerGoodsCategory,StateMotorVehicleRegistrationAndLicenseFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Stationery, stationery supplies, gift wrap(6)",consumerGoodsCategory,StationeryStationerySuppliesGiftWrap,,,,,,,,,,
"Stationery, stationery supplies, gift wrap(7)",consumerGoodsCategory,StationeryStationerySuppliesGiftWrap,,,,,,,,,,
Subscription and rental of video and video games(4)(5)(6),consumerGoodsCategory,SubscriptionAndRentalOfVideoAndVideoGames,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Sugar and artificial sweeteners,consumerGoodsCategory,SugarAndArtificialSweeteners,,,,,,,,,,
Sugar and sugar substitutes,consumerGoodsCategory,SugarAndSugarSubstitutes,,,,,,,,,,
Sugar and sweets,consumerGoodsCategory,SugarAndSweets,,,,,,,,,,
Sugar and sweets(4),consumerGoodsCategory,SugarAndSweets,,,,,,,,,,
Sugar and sweets(5),consumerGoodsCategory,SugarAndSweets,,,,,,,,,,
Tax return preparation and other accounting fees(4)(5)(6),consumerGoodsCategory,TaxReturnPreparationAndOtherAccountingFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Tax return preparation and other accounting fees(5)(6),consumerGoodsCategory,TaxReturnPreparationAndOtherAccountingFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Tax return preparation and other accounting fees(6)(7),consumerGoodsCategory,TaxReturnPreparationAndOtherAccountingFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Technical and business school tuition and fees(4)(5),consumerGoodsCategory,TechnicalAndBusinessSchoolTuitionAndFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Technical and business school tuition and fees(5),consumerGoodsCategory,TechnicalAndBusinessSchoolTuitionAndFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Technical and business school tuition and fees(6),consumerGoodsCategory,TechnicalAndBusinessSchoolTuitionAndFees,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Telephone hardware, calculators, and other consumer information items(4)(5)",consumerGoodsCategory,TelephoneHardwareCalculatorsAndOtherConsumerInformationItems,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Telephone hardware, calculators, and other consumer information items(5)",consumerGoodsCategory,TelephoneHardwareCalculatorsAndOtherConsumerInformationItems,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Telephone hardware, calculators, and other consumer information items(5)(6)",consumerGoodsCategory,TelephoneHardwareCalculatorsAndOtherConsumerInformationItems,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Telephone services(4)(5),consumerGoodsCategory,TelephoneServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Telephone services(5)(6),consumerGoodsCategory,TelephoneServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Televisions,consumerGoodsCategory,Televisions,,,,,,,,,,
Tenants' and household insurance(4)(5),consumerGoodsCategory,TenantsAndHouseholdInsurance,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Tenants' and household insurance(5)(6),consumerGoodsCategory,TenantsAndHouseholdInsurance,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Tires(4),consumerGoodsCategory,Tires,,,,,,,,,,
Tires(5),consumerGoodsCategory,Tires,,,,,,,,,,
Tobacco and smoking products,consumerGoodsCategory,TobaccoAndSmokingProducts,,,,,,,,,,
Tobacco and smoking products(4),consumerGoodsCategory,TobaccoAndSmokingProducts,,,,,,,,,,
Tobacco products other than cigarettes(4)(5),consumerGoodsCategory,TobaccoProductsOtherThanCigarettes,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Tobacco products other than cigarettes(5)(6),consumerGoodsCategory,TobaccoProductsOtherThanCigarettes,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Tomatoes,consumerGoodsCategory,Tomatoes,,,,,,,,,,
Tomatoes(4),consumerGoodsCategory,Tomatoes,,,,,,,,,,
Tomatoes(5),consumerGoodsCategory,Tomatoes,,,,,,,,,,
"Tools, hardware and supplies(4)(5)",consumerGoodsCategory,ToolsHardwareAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Tools, hardware and supplies(5)",consumerGoodsCategory,ToolsHardwareAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Tools, hardware and supplies(5)(6)",consumerGoodsCategory,ToolsHardwareAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Tools, hardware, outdoor equipment and supplies(4)(5)",consumerGoodsCategory,ToolsHardwareOutdoorEquipmentAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Tools, hardware, outdoor equipment and supplies(5)",consumerGoodsCategory,ToolsHardwareOutdoorEquipmentAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Tools, hardware, outdoor equipment and supplies(6)",consumerGoodsCategory,ToolsHardwareOutdoorEquipmentAndSupplies,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Toys,consumerGoodsCategory,Toys,,,,,,,,,,
"Toys, games, hobbies and playground equipment(4)(5)(6)",consumerGoodsCategory,ToysGamesHobbiesAndPlaygroundEquipment,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Toys, games, hobbies and playground equipment(5)(6)",consumerGoodsCategory,ToysGamesHobbiesAndPlaygroundEquipment,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Toys, games, hobbies and playground equipment(6)(7)",consumerGoodsCategory,ToysGamesHobbiesAndPlaygroundEquipment,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Toys(4),consumerGoodsCategory,Toys,,,,,,,,,,
Transportation,consumerGoodsCategory,Transportation,,,,,,,,,,
Transportation commodities less motor fuel(11),consumerGoodsCategory,TransportationCommoditiesLessMotorFuel,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Transportation commodities less motor fuel(12),consumerGoodsCategory,TransportationCommoditiesLessMotorFuel,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Transportation services,consumerGoodsCategory,TransportationServices,,,,,,,,,,
"Tuition, other school fees, and childcare",consumerGoodsCategory,TuitionOtherSchoolFeesAndChildcare,,,,,,,,,,
Uncooked beef roasts(4)(5),consumerGoodsCategory,UncookedBeefRoasts,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Uncooked beef roasts(5),consumerGoodsCategory,UncookedBeefRoasts,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Uncooked beef roasts(5)(6),consumerGoodsCategory,UncookedBeefRoasts,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Uncooked beef steaks(4)(5),consumerGoodsCategory,UncookedBeefSteaks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Uncooked beef steaks(5),consumerGoodsCategory,UncookedBeefSteaks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Uncooked beef steaks(6),consumerGoodsCategory,UncookedBeefSteaks,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Uncooked ground beef(4),consumerGoodsCategory,UncookedGroundBeef,,,,,,,,,,
Uncooked ground beef(5),consumerGoodsCategory,UncookedGroundBeef,,,,,,,,,,
Uncooked other beef and veal(4)(5),consumerGoodsCategory,UncookedOtherBeefAndVeal,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Uncooked other beef and veal(5)(6),consumerGoodsCategory,UncookedOtherBeefAndVeal,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Used cars and trucks,consumerGoodsCategory,UsedCarsAndTrucks,,,,,,,,,,
Utilities and public transportation,consumerGoodsCategory,UtilitiesAndPublicTransportation,,,,,,,,,,
Utility (piped) gas service,consumerGoodsCategory,UtilityPipedGasService,,,,,,,,,,
Utility (piped) gas service(11),consumerGoodsCategory,UtilityPipedGasService,,,,,,,,,,
Vehicle accessories other than tires(4)(5),consumerGoodsCategory,VehicleAccessoriesOtherThanTires,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Vehicle accessories other than tires(5)(6),consumerGoodsCategory,VehicleAccessoriesOtherThanTires,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Vehicle parts and equipment other than tires(4)(6),consumerGoodsCategory,VehiclePartsAndEquipmentOtherThanTires,,,,,,,,,,
Vehicle parts and equipment other than tires(5)(7),consumerGoodsCategory,VehiclePartsAndEquipmentOtherThanTires,,,,,,,,,,
Veterinarian services(4)(5)(6),consumerGoodsCategory,VeterinarianServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Veterinarian services(5)(6),consumerGoodsCategory,VeterinarianServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Veterinarian services(6)(7),consumerGoodsCategory,VeterinarianServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Video and audio products(11),consumerGoodsCategory,VideoAndAudioProducts,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Video and audio products(12),consumerGoodsCategory,VideoAndAudioProducts,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Video and audio services(11),consumerGoodsCategory,VideoAndAudioServices,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Video and audio services(12),consumerGoodsCategory,VideoAndAudioServices,unit,IndexPointBasePeriodDecember2009Equals100,,,,,,,,
Video and audio(5),consumerGoodsCategory,VideoAndAudio,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Video and audio(6),consumerGoodsCategory,VideoAndAudio,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Video discs and other media, including rental of video and audio(4)(5)",consumerGoodsCategory,VideoDiscsAndOtherMediaIncludingVideoAndAudioRental,,,,,,,,,,
"Video discs and other media, including rental of video(4)(5)",consumerGoodsCategory,VideoDiscsAndOtherMediaIncludingVideoRental,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
"Video discs and other media, including rental of video(5)(6)",consumerGoodsCategory,VideoDiscsAndOtherMediaIncludingVideoRental,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Video discs and other media(4)(5)(6),consumerGoodsCategory,VideoDiscsAndOtherMedia,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Video discs and other media(5)(6)(7),consumerGoodsCategory,VideoDiscsAndOtherMedia,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Watches(4)(9),consumerGoodsCategory,Watches,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Watches(5)(10),consumerGoodsCategory,Watches,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Water and sewer and trash collection services(5),consumerGoodsCategory,WaterAndSewerAndTrashCollectionServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Water and sewer and trash collection services(6),consumerGoodsCategory,WaterAndSewerAndTrashCollectionServices,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Water and sewerage maintenance,consumerGoodsCategory,WaterAndSewerageMaintenance,,,,,,,,,,
Water and sewerage maintenance(11),consumerGoodsCategory,WaterAndSewerageMaintenance,,,,,,,,,,
Water and sewerage maintenance(4),consumerGoodsCategory,WaterAndSewerageMaintenance,,,,,,,,,,
Whiskey at home(4)(6),consumerGoodsCategory,WhiskeyAtHome,,,,,,,,,,
Whiskey at home(5)(7),consumerGoodsCategory,WhiskeyAtHome,,,,,,,,,,
Whiskey at home(6),consumerGoodsCategory,WhiskeyAtHome,,,,,,,,,,
White bread(4)(6),consumerGoodsCategory,WhiteBread,,,,,,,,,,
White bread(5)(7),consumerGoodsCategory,WhiteBread,,,,,,,,,,
Window and floor coverings and other linens(4)(5),consumerGoodsCategory,WindowAndFloorCoveringsAndOtherLinens,unit,IndexPointBasePeriodDecember1986Equals100,,,,,,,,
Window and floor coverings and other linens(5),consumerGoodsCategory,WindowAndFloorCoveringsAndOtherLinens,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Window and floor coverings and other linens(5)(6),consumerGoodsCategory,WindowAndFloorCoveringsAndOtherLinens,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
Window coverings(4)(5),consumerGoodsCategory,WindowCoverings,unit,IndexPointBasePeriodDecember1997Equals100,,,,,,,,
