"CONCEPT","CODE","NAME_EN","PARENT","SORT_ORDER","dcid","typeOf","containedInPlace","name","wikidataId","unDataCode","UnDataCode","alternateName","Parent_dcid","Comment"
"GEOGRAPHY","C07500221","Chíquiza,Boyaca","C07500000","","wikidataId/Q1575485","AdministrativeArea2","wikidataId/Q121233","""Chiquiza""","""Q1575485""","""undata-geo:C07500221""","undata-geo:C07500221","""Chíquiza,Boyaca""","",""
"GEOGRAPHY","C07500222","Chiscas,Boyaca","C07500000","","wikidataId/Q1654579","AdministrativeArea2","wikidataId/Q121233","""Chiscas""","""Q1654579""","""undata-geo:C07500222""","undata-geo:C07500222","""Chiscas,Boyaca""","",""
"GEOGRAPHY","C07500223","Chita,Boyaca","C07500000","","wikidataId/Q1575553","AdministrativeArea2","wikidataId/Q121233","""Chita""","""Q1575553""","""undata-geo:C07500223""","undata-geo:C07500223","""Chita,Boyaca""","",""
"GEOGRAPHY","C07500224","Chitaraque,Boyaca","C07500000","","wikidataId/Q1574783","AdministrativeArea2","wikidataId/Q121233","""Chitaraque""","""Q1574783""","""undata-geo:C07500224""","undata-geo:C07500224","""Chitaraque,Boyaca""","",""
"GEOGRAPHY","C07500225","Chivatá,Boyaca","C07500000","","wikidataId/Q1654780","AdministrativeArea2","wikidataId/Q121233","""Chivatá""","""Q1654780""","""undata-geo:C07500225""","undata-geo:C07500225","""Chivatá,Boyaca""","",""
"GEOGRAPHY","C07500226","Chivor,Boyaca","C07500000","","wikidataId/Q1656250","AdministrativeArea2","wikidataId/Q121233","""Chivor""","""Q1656250""","""undata-geo:C07500226""","undata-geo:C07500226","""Chivor,Boyaca""","",""
"GEOGRAPHY","C07500227","Ciénega,Boyaca","C07500000","","wikidataId/Q23695459","AdministrativeArea2","country/COL,wikidataId/Q2431058","""Ciénega""","""Q23695459""","""undata-geo:C07500227""","undata-geo:C07500227","""Ciénega,Boyaca""","",""
"GEOGRAPHY","C07500228","Cómbita,Boyaca","C07500000","","wikidataId/Q1525695","AdministrativeArea2","wikidataId/Q121233","""Cómbita""","""Q1525695""","""undata-geo:C07500228""","undata-geo:C07500228","""Cómbita,Boyaca""","",""
"GEOGRAPHY","C07500229","Coper,Boyaca","C07500000","","wikidataId/Q23694980","AdministrativeArea2","wikidataId/Q10749881","""Coper""","""Q23694980""","","undata-geo:C07500229","""Coper,Boyaca""","",""
"GEOGRAPHY","C07500230","Corrales,Boyaca","C07500000","","wikidataId/Q928725","AdministrativeArea2","wikidataId/Q121233","""Corrales""","""Q928725""","""undata-geo:C07500230""","undata-geo:C07500230","""Corrales,Boyaca""","",""
"GEOGRAPHY","C07500231","Covarachía,Boyaca","C07500000","","wikidataId/Q1654501","AdministrativeArea2","wikidataId/Q121233","""Covarachía""","""Q1654501""","""undata-geo:C07500231""","undata-geo:C07500231","""Covarachía,Boyaca""","",""
"GEOGRAPHY","C07500232","Cubará,Boyaca","C07500000","","wikidataId/Q1576256","AdministrativeArea2","wikidataId/Q121233","""Cubará""","""Q1576256""","""undata-geo:C07500232""","undata-geo:C07500232","""Cubará,Boyaca""","",""
"GEOGRAPHY","C07500233","Cucaita,Boyaca","C07500000","","wikidataId/Q1654879","AdministrativeArea2","wikidataId/Q121233","""Cucaita""","""Q1654879""","""undata-geo:C07500233""","undata-geo:C07500233","""Cucaita,Boyaca""","",""
"GEOGRAPHY","C07500234","Cuítiva,Boyaca","C07500000","","wikidataId/Q1654830","AdministrativeArea2","wikidataId/Q121233","""Cuitiva""","""Q1654830""","""undata-geo:C07500234""","undata-geo:C07500234","""Cuítiva,Boyaca""","",""
"GEOGRAPHY","C07500235","Duitama,Boyaca","C07500000","","wikidataId/Q1011125","AdministrativeArea2","wikidataId/Q121233","""Duitama""","""Q1011125""","""undata-geo:C07500235""","undata-geo:C07500235","""Duitama,Boyaca""","",""
"GEOGRAPHY","C07500236","""El Cocuy"",Boyaca","C07500000","","wikidataId/Q1655984","AdministrativeArea2","wikidataId/Q121233","""El Cocuy""","""Q1655984""","""undata-geo:C07500236""","undata-geo:C07500236","""El Cocuy"",Boyaca""","",""
"GEOGRAPHY","C07500237","""El Espino"",Boyaca","C07500000","","wikidataId/Q1654603","AdministrativeArea2","wikidataId/Q121233","""El Espino""","""Q1654603""","""undata-geo:C07500237""","undata-geo:C07500237","""El Espino"",Boyaca""","",""
"GEOGRAPHY","C07500238","Firavitoba,Boyaca","C07500000","","wikidataId/Q1579392","AdministrativeArea2","wikidataId/Q121233","""Firavitoba""","""Q1579392""","""undata-geo:C07500238""","undata-geo:C07500238","""Firavitoba,Boyaca""","",""
"GEOGRAPHY","C07500239","Floresta,Boyaca","C07500000","","wikidataId/Q1656297","AdministrativeArea2","wikidataId/Q121233","""Floresta""","""Q1656297""","""undata-geo:C07500239""","undata-geo:C07500239","""Floresta,Boyaca""","",""
"GEOGRAPHY","C07500240","Gachantivá,Boyaca","C07500000","","undata-geo/C07500240","City","country/COL","""Gachantivá""","","""undata-geo:C07500240""","undata-geo:C07500240","""Gachantivá,Boyaca""","",""
"GEOGRAPHY","C07500241","Gámeza,Boyaca","C07500000","","undata-geo/C07500241","City","country/COL","""Gámeza""","","""undata-geo:C07500241""","undata-geo:C07500241","""Gámeza,Boyaca""","",""
"GEOGRAPHY","C07500242","Garagoa,Boyaca","C07500000","","wikidataId/Q1524837","AdministrativeArea2","wikidataId/Q121233","""Garagoa""","""Q1524837""","""undata-geo:C07500242""","undata-geo:C07500242","""Garagoa,Boyaca""","",""
"GEOGRAPHY","C07500243","Guacamayas,Boyacá","C07500000","","wikidataId/Q963379","AdministrativeArea2","wikidataId/Q121233","""Guacamayas""","""Q963379""","""undata-geo:C07500243""","undata-geo:C07500243","""Guacamayas,Boyacá""","",""
"GEOGRAPHY","C07500244","Guateque,Boyaca","C07500000","","wikidataId/Q1577072","AdministrativeArea2","wikidataId/Q121233","""Guateque""","""Q1577072""","""undata-geo:C07500244""","undata-geo:C07500244","""Guateque,Boyaca""","",""
"GEOGRAPHY","C07500245","Guayatá,Boyaca","C07500000","","wikidataId/Q1577926","AdministrativeArea2","wikidataId/Q121233","""Guayatá""","""Q1577926""","""undata-geo:C07500245""","undata-geo:C07500245","""Guayatá,Boyaca""","",""
"GEOGRAPHY","C07500246","""Güicán De La Sierra"",Boyaca","C07500000","","wikidataId/Q1577669","AdministrativeArea2","wikidataId/Q121233","""Güicán"",""Güicán de la Sierra""","""Q1577669""","""undata-geo:C07500246""","undata-geo:C07500246","""Güicán De La Sierra"",Boyaca""","",""
"GEOGRAPHY","C07500247","Iza,Boyaca","C07500000","","wikidataId/Q1655524","AdministrativeArea2","wikidataId/Q121233","""Iza""","""Q1655524""","""undata-geo:C07500247""","undata-geo:C07500247","""Iza,Boyaca""","",""
"GEOGRAPHY","C07500248","Jenesano,Boyaca","C07500000","","undata-geo/C07500248","City","country/COL","""Jenesano""","","""undata-geo:C07500248""","undata-geo:C07500248","""Jenesano,Boyaca""","",""
"GEOGRAPHY","C07500249","Jericó,Boyaca","C07500000","","wikidataId/Q2408710","AdministrativeArea2","wikidataId/Q121233","""Jericó""","""Q2408710""","""undata-geo:C07500249""","undata-geo:C07500249","""Jericó,Boyaca""","",""
"GEOGRAPHY","C07500250","""La Capilla"",Boyaca","C07500000","","undata-geo/C07500250","City","country/COL","""La Capilla""","","""undata-geo:C07500250""","undata-geo:C07500250","""La Capilla"",Boyaca""","",""
"GEOGRAPHY","C07500251","""La Uvita"",Boyaca","C07500000","","wikidataId/Q1654706","AdministrativeArea2","wikidataId/Q121233","""La Uvita""","""Q1654706""","""undata-geo:C07500251""","undata-geo:C07500251","""La Uvita"",Boyaca""","",""
"GEOGRAPHY","C07500252","""La Victoria"",Boyaca","C07500000","","wikidataId/Q23730862","AdministrativeArea2","country/COL,wikidataId/Q2192512","""La Victoria""","""Q23730862""","","undata-geo:C07500252","""La Victoria"",Boyaca""","",""
"GEOGRAPHY","C07500253","Labranzagrande,Boyaca","C07500000","","wikidataId/Q1654772","AdministrativeArea2","wikidataId/Q121233","""Labranzagrande""","""Q1654772""","""undata-geo:C07500253""","undata-geo:C07500253","""Labranzagrande,Boyaca""","",""
"GEOGRAPHY","C07500254","Macanal,Boyaca","C07500000","","wikidataId/Q1656366","AdministrativeArea2","wikidataId/Q121233","""Macanal""","""Q1656366""","""undata-geo:C07500254""","undata-geo:C07500254","""Macanal,Boyaca""","",""
"GEOGRAPHY","C07500255","Maripí,Boyaca","C07500000","","wikidataId/Q1574705","AdministrativeArea2","wikidataId/Q121233","""Maripí""","""Q1574705""","""undata-geo:C07500255""","undata-geo:C07500255","""Maripí,Boyaca""","",""
"GEOGRAPHY","C07500256","Miraflores,Boyaca","C07500000","","wikidataId/Q2266341","AdministrativeArea2","wikidataId/Q121233","""Miraflores""","""Q2266341""","""undata-geo:C07500256""","undata-geo:C07500256","""Miraflores,Boyaca""","",""
"GEOGRAPHY","C07500257","Mongua,Boyaca","C07500000","","wikidataId/Q1656199","AdministrativeArea2","wikidataId/Q2566197","""Mongua""","""Q1656199""","","undata-geo:C07500257","""Mongua,Boyaca""","",""
"GEOGRAPHY","C07500258","Monguí,Boyaca","C07500000","","wikidataId/Q1654539","AdministrativeArea2","wikidataId/Q121233","""Monguí""","""Q1654539""","""undata-geo:C07500258""","undata-geo:C07500258","""Monguí,Boyaca""","",""
"GEOGRAPHY","C07500259","Moniquirá,Boyaca","C07500000","","wikidataId/Q1440715","AdministrativeArea2","wikidataId/Q121233","""Moniquirá""","""Q1440715""","""undata-geo:C07500259""","undata-geo:C07500259","""Moniquirá,Boyaca""","",""
"GEOGRAPHY","C07500260","Motavita,Boyaca","C07500000","","wikidataId/Q1577790","AdministrativeArea2","wikidataId/Q121233","""Motavita""","""Q1577790""","""undata-geo:C07500260""","undata-geo:C07500260","""Motavita,Boyaca""","",""
"GEOGRAPHY","C07500261","Muzo,Boyaca","C07500000","","wikidataId/Q23687069","AdministrativeArea2","wikidataId/Q1431785","""Muzo""","""Q23687069""","","undata-geo:C07500261","""Muzo,Boyaca""","",""
"GEOGRAPHY","C07500262","Nobsa,Boyaca","C07500000","","wikidataId/Q1524817","AdministrativeArea2","wikidataId/Q121233","""Nobsa""","""Q1524817""","""undata-geo:C07500262""","undata-geo:C07500262","""Nobsa,Boyaca""","",""
"GEOGRAPHY","C07500263","""Nuevo Colón"",Boyaca","C07500000","","wikidataId/Q1577145","AdministrativeArea2","wikidataId/Q121233","""Nuevo Colón""","""Q1577145""","""undata-geo:C07500263""","undata-geo:C07500263","""Nuevo Colón"",Boyaca""","",""
"GEOGRAPHY","C07500264","Oicatá,Boyaca","C07500000","","wikidataId/Q1656214","AdministrativeArea2","wikidataId/Q121233","""Oicatá""","""Q1656214""","""undata-geo:C07500264""","undata-geo:C07500264","""Oicatá,Boyaca""","",""
"GEOGRAPHY","C07500265","Otanche,Boyaca","C07500000","","wikidataId/Q1577588","AdministrativeArea2","wikidataId/Q121233","""Otanche""","""Q1577588""","""undata-geo:C07500265""","undata-geo:C07500265","""Otanche,Boyaca""","",""
"GEOGRAPHY","C07500266","Pachavita,Boyaca","C07500000","","wikidataId/Q1654528","AdministrativeArea2","wikidataId/Q121233","""Pachavita""","""Q1654528""","""undata-geo:C07500266""","undata-geo:C07500266","""Pachavita,Boyaca""","",""
"GEOGRAPHY","C07500267","Páez,Boyaca","C07500000","","undata-geo/C07500267","City","country/COL","""Páez""","","""undata-geo:C07500267""","undata-geo:C07500267","""Páez,Boyaca""","",""
"GEOGRAPHY","C07500268","Paipa,Boyaca","C07500000","","wikidataId/Q1391867","AdministrativeArea2","wikidataId/Q121233","""Paipa""","""Q1391867""","""undata-geo:C07500268""","undata-geo:C07500268","""Paipa,Boyaca""","",""
"GEOGRAPHY","C07500269","Pajarito,Boyaca","C07500000","","wikidataId/Q935494","AdministrativeArea2","wikidataId/Q121233","""Pajarito""","""Q935494""","""undata-geo:C07500269""","undata-geo:C07500269","""Pajarito,Boyaca""","",""
"GEOGRAPHY","C07500270","Panqueba,Boyaca","C07500000","","wikidataId/Q1656207","AdministrativeArea2","wikidataId/Q121233","""Panqueba""","""Q1656207""","""undata-geo:C07500270""","undata-geo:C07500270","""Panqueba,Boyaca""","",""
"GEOGRAPHY","C07500271","Pauna,Boyaca","C07500000","","wikidataId/Q1577120","AdministrativeArea2","wikidataId/Q121233","""Pauna""","""Q1577120""","""undata-geo:C07500271""","undata-geo:C07500271","""Pauna,Boyaca""","",""
"GEOGRAPHY","C07500272","Paya,Boyaca","C07500000","","wikidataId/Q2022761","AdministrativeArea2","wikidataId/Q121233","""Paya""","""Q2022761""","""undata-geo:C07500272""","undata-geo:C07500272","""Paya,Boyaca""","",""
"GEOGRAPHY","C07500273","""Paz De Río"",Boyaca","C07500000","","undata-geo/C07500273","City","country/COL","""Paz De Río""","","""undata-geo:C07500273""","undata-geo:C07500273","""Paz De Río"",Boyaca""","",""
"GEOGRAPHY","C07500274","Pesca,Boyaca","C07500000","","undata-geo/C07500274","City","country/COL","""Pesca""","","""undata-geo:C07500274""","undata-geo:C07500274","""Pesca,Boyaca""","",""
"GEOGRAPHY","C07500275","Pisba,Boyaca","C07500000","","wikidataId/Q1656260","AdministrativeArea2","wikidataId/Q121233","""Pisba""","""Q1656260""","""undata-geo:C07500275""","undata-geo:C07500275","""Pisba,Boyaca""","",""
"GEOGRAPHY","C07500276","""Puerto Boyacá"",Boyaca","C07500000","","wikidataId/Q2335098","AdministrativeArea2","wikidataId/Q121233","""Puerto Boyacá""","""Q2335098""","""undata-geo:C07500276""","undata-geo:C07500276","""Puerto Boyacá"",Boyaca""","",""
"GEOGRAPHY","C07500277","Quípama,Boyaca","C07500000","","wikidataId/Q1575472","AdministrativeArea2","wikidataId/Q121233","""Quípama""","""Q1575472""","""undata-geo:C07500277""","undata-geo:C07500277","""Quípama,Boyaca""","",""
"GEOGRAPHY","C07500278","Ramiriquí,Boyaca","C07500000","","wikidataId/Q1575682","AdministrativeArea2","wikidataId/Q2565352","""Ramiriquí""","""Q1575682""","""undata-geo:C07500278""","undata-geo:C07500278","""Ramiriquí,Boyaca""","",""
"GEOGRAPHY","C07500279","Ráquira,Boyaca","C07500000","","undata-geo/C07500279","City","country/COL","""Ráquira""","","""undata-geo:C07500279""","undata-geo:C07500279","""Ráquira,Boyaca""","",""
"GEOGRAPHY","C07500280","Rondón,Boyaca","C07500000","","undata-geo/C07500280","City","country/COL","""Rondón""","","""undata-geo:C07500280""","undata-geo:C07500280","""Rondón,Boyaca""","",""
"GEOGRAPHY","C07500281","Saboyá,Boyaca","C07500000","","wikidataId/Q23683628","AdministrativeArea2","country/COL,wikidataId/Q1525813","""Saboyá""","""Q23683628""","","undata-geo:C07500281","""Saboyá,Boyaca""","",""
"GEOGRAPHY","C07500282","Sáchica,Boyaca","C07500000","","wikidataId/Q1656093","AdministrativeArea2","wikidataId/Q121233","""Sáchica""","""Q1656093""","""undata-geo:C07500282""","undata-geo:C07500282","""Sáchica,Boyaca""","",""
"GEOGRAPHY","C07500283","Samacá,Boyaca","C07500000","","undata-geo/C07500283","City","country/COL","""Samacá""","","""undata-geo:C07500283""","undata-geo:C07500283","""Samacá,Boyaca""","",""
"GEOGRAPHY","C07500284","""San Eduardo"",Boyaca","C07500000","","wikidataId/Q1656180","AdministrativeArea2","wikidataId/Q121233","""San Eduardo""","""Q1656180""","""undata-geo:C07500284""","undata-geo:C07500284","""San Eduardo"",Boyaca""","",""
"GEOGRAPHY","C07500285","""San José De Pare"",Boyaca","C07500000","","wikidataId/Q1576405","AdministrativeArea2","wikidataId/Q121233","""San José de Pare""","""Q1576405""","""undata-geo:C07500285""","undata-geo:C07500285","""San José De Pare"",Boyaca""","",""
"GEOGRAPHY","C07500286","""San Luis De Gaceno"",Boyaca","C07500000","","wikidataId/Q1577001","AdministrativeArea2","wikidataId/Q121233","""San Luis de Gaceno""","""Q1577001""","""undata-geo:C07500286""","undata-geo:C07500286","""San Luis De Gaceno"",Boyaca""","",""
"GEOGRAPHY","C07500287","""San Mateo"",Boyaca","C07500000","","wikidataId/Q1654673","AdministrativeArea2","wikidataId/Q121233","""San Mateo""","""Q1654673""","""undata-geo:C07500287""","undata-geo:C07500287","""San Mateo"",Boyaca""","",""
"GEOGRAPHY","C07500288","""San Miguel De Sema"",Boyaca","C07500000","","wikidataId/Q1656150","AdministrativeArea2","wikidataId/Q121233","""San Miguel de Sema""","""Q1656150""","""undata-geo:C07500288""","undata-geo:C07500288","""San Miguel De Sema"",Boyaca""","",""
"GEOGRAPHY","C07500289","""San Pablo De Borbur"",Boyaca","C07500000","","wikidataId/Q1575910","AdministrativeArea2","wikidataId/Q121233","""San Pablo de Borbur""","""Q1575910""","""undata-geo:C07500289""","undata-geo:C07500289","""San Pablo De Borbur"",Boyaca""","",""
"GEOGRAPHY","C07500290","""Santa María"",Boyaca","C07500000","","wikidataId/Q2434307","AdministrativeArea2","wikidataId/Q121233","""Santa María"",""Santa María, Boyacá""","""Q2434307""","""undata-geo:C07500290""","undata-geo:C07500290","""Santa María"",Boyaca""","",""
"GEOGRAPHY","C07500291","""Santa Rosa De Viterbo"",Boyaca","C07500000","","wikidataId/Q1526329","AdministrativeArea2","wikidataId/Q121233","""Santa Rosa de Viterbo""","""Q1526329""","""undata-geo:C07500291""","undata-geo:C07500291","""Santa Rosa De Viterbo"",Boyaca""","",""
"GEOGRAPHY","C07500292","""Santa Sofía"",Boyaca","C07500000","","wikidataId/Q1654858","AdministrativeArea2","wikidataId/Q121233","""Santa Sofía""","""Q1654858""","""undata-geo:C07500292""","undata-geo:C07500292","""Santa Sofía"",Boyaca""","",""
"GEOGRAPHY","C07500293","Santana,Boyaca","C07500000","","wikidataId/Q1575506","AdministrativeArea2","wikidataId/Q121233","""Santana""","""Q1575506""","""undata-geo:C07500293""","undata-geo:C07500293","""Santana,Boyaca""","",""
"GEOGRAPHY","C07500294","Sativanorte,Boyaca","C07500000","","wikidataId/Q1654912","AdministrativeArea2","wikidataId/Q121233","""Sativanorte""","""Q1654912""","""undata-geo:C07500294""","undata-geo:C07500294","""Sativanorte,Boyaca""","",""
"GEOGRAPHY","C07500295","Sativasur,Boyaca","C07500000","","wikidataId/Q1656373","AdministrativeArea2","wikidataId/Q121233","""Sativasur""","""Q1656373""","""undata-geo:C07500295""","undata-geo:C07500295","""Sativasur,Boyaca""","",""
"GEOGRAPHY","C07500296","Siachoque,Boyaca","C07500000","","wikidataId/Q1576379","AdministrativeArea2","wikidataId/Q121233","""Siachoque""","""Q1576379""","""undata-geo:C07500296""","undata-geo:C07500296","""Siachoque,Boyaca""","",""
"GEOGRAPHY","C07500297","Soatá,Boyaca","C07500000","","wikidataId/Q1577643","AdministrativeArea2","wikidataId/Q121233","""Soatá""","""Q1577643""","""undata-geo:C07500297""","undata-geo:C07500297","""Soatá,Boyaca""","",""
"GEOGRAPHY","C07500298","Socha,Boyaca","C07500000","","wikidataId/Q1574712","AdministrativeArea2","wikidataId/Q121233","""Socha""","""Q1574712""","""undata-geo:C07500298""","undata-geo:C07500298","""Socha,Boyaca""","",""
"GEOGRAPHY","C07500299","Socotá,Boyaca","C07500000","","wikidataId/Q1576416","AdministrativeArea2","wikidataId/Q121233","""Socotá""","""Q1576416""","""undata-geo:C07500299""","undata-geo:C07500299","""Socotá,Boyaca""","",""
"GEOGRAPHY","C07500300","Sogamoso,Boyaca","C07500000","","undata-geo/C07500300","City","country/COL","""Sogamoso""","","""undata-geo:C07500300""","undata-geo:C07500300","""Sogamoso,Boyaca""","",""
"GEOGRAPHY","C07500301","Somondoco,Boyaca","C07500000","","wikidataId/Q1654735","AdministrativeArea2","wikidataId/Q121233","""Somondoco""","""Q1654735""","""undata-geo:C07500301""","undata-geo:C07500301","""Somondoco,Boyaca""","",""
