physact,deg_urb,sex,age,unit,time\geo	EU27_2020 	EU28 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
MV_AERO_MSC,DEG1,T,Y18-24,PC,2014	25.0 	24.6 	20.6 	18.2 	41.5 	37.9 	13.4 	20.4 	17.1 	21.6 	20.3 	16.5 	16.4 	8.1 	29.3 	23.0 	26.4 u	32.6 	15.1 	38.8 	17.4 	20.4 	2.0 	44.2 	30.4 	43.7 	42.5 	60.1 	39.6 	22.7 	0 
MV_AERO_MSC,DEG1,T,Y18-29,PC,2014	23.1 	23.2 	18.7 	19.0 	36.1 	34.8 	13.0 	22.1 	18.5 	21.9 	17.2 	15.1 	16.9 	10.5 	27.3 	18.6 	24.0 	29.5 	14.4 	32.8 	12.4 	20.1 	3.0 	40.3 	27.2 	42.2 	41.0 	57.0 	37.0 	23.7 	0 
MV_AERO_MSC,DEG1,T,Y18-44,PC,2014	17.4 	17.7 	12.1 	12.9 	32.1 	28.6 	8.9 	19.3 	13.8 	16.5 	11.6 	9.3 	12.8 	7.9 	19.2 	13.9 	22.1 	20.5 	9.5 	27.2 	10.7 	13.3 	1.8 	32.3 	20.2 	34.3 	33.7 	53.5 	29.3 	19.4 	0 
MV_AERO_MSC,DEG1,T,Y18-64,PC,2014	14.7 	15.0 	8.4 	9.2 	31.3 	26.4 	7.5 	16.4 	10.2 	13.4 	10.4 	7.5 	9.9 	6.4 	13.9 	9.7 	20.8 	16.8 	6.1 	25.9 	7.1 	9.4 	1.1 	30.3 	16.3 	31.7 	31.5 	49.8 	26.4 	16.5 	0 
MV_AERO_MSC,DEG1,T,Y25-34,PC,2014	81.4 	19.2 	13.4 	16.6 	32.9 	29.6 	9.6 	20.7 	16.5 	20.2 	11.1 	9.0 	14.8 	9.5 	21.3 	11.8 	20.2 	20.5 	9.2 	25.8 	9.9 	16.2 	2.9 	33.3 	17.6 	37.5 	31.7 	53.4 	32.8 	21.5 	0 
MV_AERO_MSC,DEG1,T,Y25-64,PC,2014	13.4 	13.7 	7.1 	8.2 	29.1 	24.7 	6.7 	15.8 	9.2 	12.3 	9.0 	5.9 	9.1 	6.2 	12.1 	7.5 	20.1 	14.6 	4.5 	23.4 	5.9 	7.9 	1.0 	28.4 	14.0 	29.4 	30.1 	48.0 	23.8 	15.6 	0 
MV_AERO_MSC,DEG1,T,Y35-44,PC,2014	12.3 	12.8 	7.9 	7.5 	22.5 	21.4 	5.6 	17.2 	9.4 	11.7 	7.4 	4.5 	9.9 	5.9 	12.0 	9.9 	22.4 	14.9 	5.3 	20.0 	8.4 	7.5 	0.6 	24.8 	17.2 	23.0 	30.7 	49.3 	16.5 	15.3 	0 
MV_AERO_MSC,DEG1,T,Y45-54,PC,2014	12.0 	12.3 	5.2 	3.0 	33.6 	22.9 	7.1 	12.8 	6.1 	10.1 	8.3 	5.2 	7.6 	5.7 	7.7 	4.9 	19.1 	16.6 	2.2 	21.4 	2.3 	4.3 	0.2 	29.7 	12.3 	27.8 	29.0 	47.8 	21.5 	13.8 	0 
MV_AERO_MSC,DEG1,T,Y45-64,PC,2014	11.2 	11.4 	3.2 	3.5 	29.8 	23.4 	5.3 	10.9 	4.6 	9.1 	8.7 	5.3 	6.7 	4.0 	7.0 	3.5 	18.3 	11.1 	1.7 	23.6 	2.0 	4.7 	0.1 	27.8 	9.5 	27.3 	29.2 	44.0 	20.3 	12.4 	0 
MV_AERO_MSC,DEG1,T,Y55-64,PC,2014	10.2 	10.3 	1.6 	4.0 	25.1 	24.1 	3.5 	8.6 	2.7 	7.8 	9.1 	5.3 	5.7 	1.8 	6.2 	2.1 	17.2 	6.5 	1.2 	26.7 	1.8 	5.2 	0.1 	25.7 	6.7 	26.7 	29.4 	39.9 	18.7 	10.6 	0 
MV_AERO_MSC,DEG1,T,Y65-74,PC,2014	9.6 	9.4 	0.5 	2.3 	24.9 	24.0 	0.4 	5.0 	1.4 	6.6 	6.2 	0 	4.2 	1.6 	4.1 	1.5 	18.0 u	7.0 	1.4 	23.4 	0.6 	3.3 	0 	27.7 	1.8 	23.8 	31.6 	32.4 	16.8 	8.3 	0 
MV_AERO_MSC,DEG1,T,Y_GE18,PC,2014	13.3 	13.5 	6.8 	7.2 	29.8 	25.4 	6.1 	14.3 	8.1 	11.5 	9.2 	5.6 	7.9 	5.5 	11.3 	7.8 	19.4 	14.3 	5.0 	25.3 	5.8 	7.8 	0.9 	28.1 	13.6 	29.6 	29.5 	46.0 	23.9 	14.3 	0 
MV_AERO_MSC,DEG1,T,Y_GE65,PC,2014	8.2 	7.9 	0.6 	1.5 	22.7 	21.9 	0.4 	3.7 	1.0 	4.5 	4.8 	0 	2.7 	1.0 	3.0 	0.9 	12.4 	5.5 	1.0 	23.1 	0.5 	2.7 	0 	20.0 	1.0 	20.8 	23.8 	28.1 	10.9 	6.3 	0 
MV_AERO_MSC,DEG1,T,Y_GE75,PC,2014	6.5 	6.1 	0.9 	0.4 	19.0 	19.7 	0.4 	1.8 	0.7 	1.9 	3.2 	0 u	1.1 	0.4 	1.8 	0.4 	6.4 u	3.3 	0.5 	22.7 	0.3 	2.0 	0 	11.8 	0 	15.5 u	12.1 	22.5 	4.6 	3.9 	0 
MV_AERO_MSC,DEG2,F,TOTAL,PC,2014	11.2 	11.2 	1.6 	6.5 	24.6 	22.3 	3.6 	10.7 	6.3 	7.1 	7.1 	2.7 	5.1 	4.2 	6.6 	5.4 	11.7 	11.5 	2.4 	22.8 	2.7 	4.3 	0.0 	17.8 	6.3 	24.9 	31.1 	41.4 	21.3 	10.6 	0 
MV_AERO_MSC,DEG2,F,Y15-24,PC,2014	20.2 	19.9 	5.9 	17.7 	31.7 	35.0 	15.1 	13.8 u	18.7 	16.1 	11.1 	4.7 	13.8 	9.2 	11.7 	18.7 u	19.3 	28.1 	7.5 	27.7 	8.0 	8.2 	0.2 	31.1 	14.3 	47.7 	42.0 	62.5 	41.5 	15.6 	0 
MV_AERO_MSC,DEG2,F,Y18-24,PC,2014	19.8 	19.2 	4.5 u	16.3 	32.7 u	34.2 	12.9 u	12.7 u	16.0 	18.9 	11.5 	5.5 	11.7 	15.0 	10.2 	17.6 u	20.0 	19.2 	9.6 	28.7 	7.4 	9.7 	0.3 	34.6 	15.3 	49.2 	46.3 	59.1 	40.7 	12.1 	0 
MV_AERO_MSC,DEG2,F,Y18-29,PC,2014	17.0 	16.2 	3.4 	16.1 	31.0 	29.4 	6.1 	11.6 	14.2 	12.9 	10.7 	3.4 	9.9 	10.2 	16.3 	13.2 u	19.1 	21.1 	7.6 	26.0 	5.9 	10.3 	0.1 	29.9 	12.8 	47.0 	41.9 	64.0 	35.6 	8.0 	0 
MV_AERO_MSC,DEG2,F,Y18-44,PC,2014	12.3 	12.4 	3.0 	9.1 	24.2 	21.9 	4.1 	14.1 	8.1 	8.8 	7.3 	4.5 	7.5 	6.9 	13.0 	10.4 	16.0 	16.9 	3.9 	22.6 	4.9 	6.8 	0.1 	23.9 	10.4 	32.0 	36.4 	52.3 	27.9 	13.0 	0 
MV_AERO_MSC,DEG2,F,Y18-64,PC,2014	11.9 	11.9 	2.0 	7.8 	24.5 	23.2 	3.9 	11.9 	6.9 	7.8 	7.5 	3.3 	5.8 	5.2 	8.4 	6.2 	13.7 	12.5 	3.0 	23.1 	3.1 	5.5 	0.1 	20.7 	7.4 	27.3 	34.0 	45.1 	23.6 	12.2 	0 
MV_AERO_MSC,DEG2,F,Y25-34,PC,2014	11.5 	11.5 	2.0 	11.6 	20.0 u	20.5 	1.6 	14.4 	9.9 	5.6 	7.3 	6.3 	6.4 	5.5 	18.2 	5.0 u	15.4 	21.4 	2.7 	21.2 	4.2 	9.1 	0 	25.6 	9.9 	31.6 	32.4 	58.6 	28.5 	11.4 	0 
MV_AERO_MSC,DEG2,F,Y25-64,PC,2014	10.8 	11.0 	1.7 	6.6 	23.0 	21.8 	3.1 	11.8 	5.6 	6.6 	7.0 	3.0 	5.2 	3.7 	8.1 	4.0 	12.4 	11.6 	1.8 	22.3 	2.6 	4.9 	0.0 	19.2 	6.2 	24.0 	32.1 	42.4 	21.1 	12.2 	0 
MV_AERO_MSC,DEG2,F,Y35-44,PC,2014	9.2 	9.8 	3.1 	3.9 	21.2 	16.2 	3.0 	14.9 	3.3 	7.8 	4.5 	1.7 	6.7 	3.7 	10.8 	8.2 u	13.4 	12.2 	1.1 	20.3 	4.5 	3.7 	0 	17.3 	7.9 	19.7 	34.1 	39.1 	20.4 	14.6 	0 
MV_AERO_MSC,DEG2,F,Y45-54,PC,2014	12.0 	12.0 	0 	8.7 	30.3 	24.9 	5.0 	8.8 	6.2 	6.5 	6.6 	3.8 	4.6 	2.4 	3.9 	4.4 u	10.7 	9.5 	1.7 	24.0 	1.2 	4.3 	0.1 	22.1 	4.9 	28.0 	29.2 	32.2 	23.6 	12.4 	0 
MV_AERO_MSC,DEG2,F,Y45-64,PC,2014	11.4 	11.3 	0.7 	5.9 	24.9 	24.5 	3.6 	8.0 	5.3 	6.3 	7.9 	2.0 	4.0 	2.4 	3.2 	2.1 	10.3 	7.0 	1.7 	23.6 	1.0 	3.7 	0.1 	17.0 	3.1 	22.0 	31.0 	33.4 	18.5 	11.3 	0 
MV_AERO_MSC,DEG2,F,Y55-64,PC,2014	10.7 	10.6 	1.3 	3.0 	18.4 	24.0 	2.5 	7.0 	4.3 	6.2 	9.1 	0 	3.2 	2.4 	2.6 	0 	9.6 	4.8 	1.6 	23.1 	0.7 	3.1 	0 	11.3 	1.5 	16.8 	33.0 	34.8 	12.2 	10.0 	0 
MV_AERO_MSC,DEG2,F,Y65-74,PC,2014	10.0 	9.7 	0 	0.7 	30.8 	21.3 	2.4 	3.6 	0.7 	5.8 	8.8 	0.5 	2.8 	0 	0.9 	5.3 u	6.3 	4.2 	0.9 	26.0 	0.2 	1.1 	0 	11.4 	0 	18.2 	30.1 	18.1 u	10.8 	7.8 	0 
MV_AERO_MSC,DEG2,F,Y_GE18,PC,2014	10.9 	10.8 	1.4 	6.0 	24.5 	21.7 	3.1 	10.3 	5.5 	7.0 	6.9 	2.7 	4.7 	4.5 	6.4 	5.0 	11.5 	10.2 	2.5 	22.7 	2.4 	4.3 	0.0 	17.6 	6.1 	24.1 	30.9 	39.8 	20.5 	10.3 	0 
MV_AERO_MSC,DEG2,F,Y_GE65,PC,2014	7.7 	7.4 	0 	0.5 	24.4 	17.6 	1.2 	2.1 	0.9 	3.6 	5.0 	0.7 	1.5 	0 	0.9 	2.1 	3.7 	3.2 	0.5 	21.6 	0.1 	0.8 	0 	8.6 	0.3 	14.3 u	22.5 	16.3 	9.2 	5.0 	0 
MV_AERO_MSC,DEG2,F,Y_GE75,PC,2014	5.2 	4.8 	0 	0.3 	14.8 	13.9 	0 	0 	1.1 	1.1 	0.8 	0.9 	0.2 	0 u	0.9 	0 	0 u	1.8 	0 	16.4 	0 	0.4 	0 	5.3 	0.8 	7.7 u	14.3 	13.6 u	7.2 	1.6 	0 
MV_AERO_MSC,DEG2,M,TOTAL,PC,2014	16.0 	16.3 	9.1 	13.4 	29.5 	26.4 	8.7 	19.5 	10.1 	12.4 	11.6 	6.4 	10.2 	7.5 	12.8 	10.7 	21.2 	15.6 	7.8 	28.2 	6.3 	9.9 	1.8 	25.8 	12.9 	30.7 	32.3 	39.4 	23.0 	18.4 	0 
MV_AERO_MSC,DEG2,M,Y15-24,PC,2014	31.9 	32.6 	35.2 	31.8 	54.3 u	43.3 	30.8 	46.7 u	21.7 	26.3 	23.7 	17.6 	25.1 	19.7 	33.5 	36.0 u	43.0 u	39.3 	17.6 	56.3 	22.8 	17.3 	7.2 	55.4 	31.8 	56.7 	54.7 	61.7 	49.5 	40.1 	0 
MV_AERO_MSC,DEG2,M,Y18-24,PC,2014	31.6 	32.2 	33.8 u	30.7 	53.3 u	41.5 	18.7 u	41.2 u	30.5 	32.6 	23.4 	16.2 	24.2 	21.4 	33.3 	: u	43.9 u	33.1 	19.8 	55.2 	22.2 	17.5 	6.9 	53.9 	33.0 	56.4 u	49.9 	55.6 	46.3 	38.4 	0 
MV_AERO_MSC,DEG2,M,Y18-29,PC,2014	28.4 	29.2 	30.4 	29.0 	40.9 	39.0 	17.8 	35.5 u	27.0 	28.2 	21.7 	12.9 	21.2 	17.7 	30.4 	26.1 u	37.5 	28.6 	16.6 	47.5 	17.0 	22.9 	4.7 	44.3 	29.1 	46.1 	45.7 	51.7 	45.0 	36.6 	0 
MV_AERO_MSC,DEG2,M,Y18-44,PC,2014	20.3 	20.9 	14.8 	22.5 	33.2 	29.4 	10.8 	25.6 	19.2 	18.0 	15.3 	10.9 	16.5 	11.8 	19.7 	16.7 	27.8 	21.7 	12.4 	30.0 	10.3 	15.5 	2.7 	32.7 	20.4 	39.1 	36.3 	48.4 	30.6 	26.3 	0 
MV_AERO_MSC,DEG2,M,Y18-64,PC,2014	16.6 	17.0 	9.9 	15.4 	28.7 	26.2 	6.8 	19.0 	12.6 	14.0 	12.5 	6.9 	11.5 	7.6 	13.9 	10.8 	22.8 	16.2 	9.0 	27.2 	6.6 	11.5 	1.8 	28.2 	14.3 	31.5 	32.4 	40.6 	24.4 	20.8 	0 
MV_AERO_MSC,DEG2,M,Y25-34,PC,2014	21.3 	22.0 	19.5 	27.4 	21.6 u	31.7 	12.4 	20.5 	20.8 	19.3 	14.0 	8.1 	18.1 	12.3 	22.2 	9.5 u	26.2 	19.2 	11.4 	29.2 	8.3 	23.4 	1.6 	29.3 	23.3 	38.3 	39.3 	46.0 	33.3 	27.4 	0 
MV_AERO_MSC,DEG2,M,Y25-64,PC,2014	14.5 	14.9 	7.1 	13.5 	24.8 	24.0 	5.1 	14.6 	10.3 	11.6 	10.7 	5.5 	10.1 	5.3 	10.9 	7.1 	19.6 	13.4 	6.8 	23.6 	4.5 	10.6 	1.0 	25.1 	11.1 	28.6 	29.6 	37.3 	20.7 	18.7 	0 
MV_AERO_MSC,DEG2,M,Y35-44,PC,2014	13.3 	13.9 	4.4 	15.0 	28.6 	18.4 	4.3 	19.4 	12.5 	11.4 	11.1 	10.3 	12.4 	4.3 	6.0 	: u	20.0 	17.2 	7.3 	17.4 	6.3 	8.3 	1.2 	26.7 	10.2 	30.9 	23.8 	44.3 	19.1 	19.7 	0 
MV_AERO_MSC,DEG2,M,Y45-54,PC,2014	13.3 	13.7 	7.4 	6.9 	25.8 	23.1 	0.8 	9.4 	7.3 	10.4 	8.3 	2.5 	7.7 	1.1 	7.0 	0 u	14.9 	10.8 	5.1 	24.4 	1.7 	4.8 	0.8 	26.9 	5.5 	27.6 	31.4 	28.6 	18.0 	17.5 	0 
MV_AERO_MSC,DEG2,M,Y45-64,PC,2014	12.2 	12.4 	3.9 	5.1 	24.0 	23.1 	1.7 	8.1 	4.3 	8.2 	8.9 	2.0 	6.3 	1.6 	6.3 	4.6 	15.8 	8.6 	4.1 	24.1 	1.6 	4.8 	0.6 	22.1 	4.4 	22.7 	27.8 	29.1 	15.6 	14.4 	0 
MV_AERO_MSC,DEG2,M,Y55-64,PC,2014	10.9 	10.9 	0 	3.1 	21.6 	23.1 	2.9 	6.3 	0.9 	5.1 	9.6 	1.5 	4.5 	2.1 	5.6 	12.1 u	16.8 	6.3 	3.0 	23.5 	1.6 	4.8 	0.4 	16.8 	3.3 	18.0 	23.6 	29.6 	13.1 	10.8 	0 
MV_AERO_MSC,DEG2,M,Y65-74,PC,2014	11.6 	11.4 	0 	2.1 	25.7 	26.2 	3.6 	4.2 	3.0 	6.0 	6.8 	0 	3.1 	1.4 	4.2 	0 u	8.6 	4.2 	0.8 	29.6 	0 	1.7 	0 	9.7 	0 	25.5 	28.3 	27.9 	10.3 	9.8 	0 
MV_AERO_MSC,DEG2,M,Y_GE18,PC,2014	15.3 	15.6 	7.9 	12.8 	27.9 	25.5 	6.1 	16.9 	10.3 	12.4 	10.9 	5.8 	9.5 	6.8 	12.2 	9.2 	20.6 	14.0 	7.7 	27.3 	5.6 	9.6 	1.5 	24.4 	12.4 	29.9 	30.2 	36.9 	21.6 	17.7 	0 
MV_AERO_MSC,DEG2,M,Y_GE65,PC,2014	10.3 	10.0 	0 	1.9 	24.9 	22.8 	2.1 	4.4 	1.8 	4.1 	5.1 	0.5 	2.7 	1.6 	3.5 	2.4 u	9.6 	3.5 	0.5 	27.8 	0.3 	1.6 	0 	7.8 	0 	23.6 	22.7 	21.8 	11.6 	8.1 	0 
MV_AERO_MSC,DEG2,M,Y_GE75,PC,2014	8.4 	8.1 	0 u	1.5 	23.3 u	18.8 	0 u	4.8 	0 	1.0 	2.8 	1.5 	2.3 	2.2 u	2.3 	: u	11.2 u	2.3 	0 	25.2 	0.8 	1.5 	0 	4.9 	0 	19.1 u	14.2 	12.5 u	13.8 	6.0 	0 
MV_AERO_MSC,DEG2,T,TOTAL,PC,2014	13.5 	13.6 	5.0 	9.9 	27.1 	24.3 	5.8 	14.8 	8.1 	9.7 	9.3 	4.5 	7.5 	5.7 	9.4 	7.7 	16.1 	13.5 	5.1 	25.4 	4.3 	6.9 	0.9 	21.7 	9.4 	27.8 	31.7 	40.3 	22.2 	14.3 	0 
MV_AERO_MSC,DEG2,T,Y15-24,PC,2014	26.2 	26.4 	21.9 	24.5 	43.5 	39.4 	23.9 	29.8 	20.2 	21.5 	17.2 	11.9 	19.7 	14.2 	21.8 	26.7 u	29.2 	34.0 	12.8 	40.9 	15.6 	12.9 	4.0 	44.1 	23.0 	51.7 	48.8 	62.1 	45.8 	29.5 	0 
MV_AERO_MSC,DEG2,T,Y18-24,PC,2014	25.8 	25.9 	20.2 	23.2 	42.5 	38.1 	16.3 	26.4 	22.8 	26.2 	17.4 	11.5 	17.9 	18.1 	20.6 	26.0 u	29.9 	26.5 	15.0 	41.4 	15.2 	13.6 	3.8 	44.7 	24.4 	52.5 	48.2 	57.3 	43.7 	26.6 	0 
MV_AERO_MSC,DEG2,T,Y18-29,PC,2014	22.8 	22.8 	17.5 	22.6 	36.6 	34.5 	12.3 	22.4 	20.2 	20.5 	16.1 	8.4 	15.4 	13.6 	23.6 	18.9 	26.9 	25.0 	12.4 	36.8 	11.4 	16.7 	2.6 	37.0 	21.4 	46.6 	43.8 	57.8 	40.5 	22.7 	0 
MV_AERO_MSC,DEG2,T,Y18-44,PC,2014	16.3 	16.6 	8.6 	15.9 	28.6 	25.6 	7.5 	19.5 	13.5 	13.5 	11.2 	7.8 	11.9 	9.1 	16.2 	13.2 	21.6 	19.3 	8.2 	26.3 	7.5 	11.2 	1.4 	28.5 	15.4 	35.6 	36.4 	50.4 	29.3 	19.5 	0 
MV_AERO_MSC,DEG2,T,Y18-64,PC,2014	14.2 	14.4 	5.8 	11.6 	26.6 	24.7 	5.3 	15.3 	9.7 	10.9 	9.9 	5.0 	8.6 	6.4 	11.0 	8.3 	18.1 	14.3 	6.0 	25.2 	4.8 	8.4 	0.9 	24.5 	10.8 	29.4 	33.2 	42.9 	24.0 	16.3 	0 
MV_AERO_MSC,DEG2,T,Y25-34,PC,2014	16.3 	16.6 	10.4 	19.9 	21.0 	26.2 	7.1 	17.1 	15.6 	12.0 	10.5 	7.2 	11.8 	8.5 	20.4 	7.6 u	21.0 	20.3 	7.2 	25.4 	6.2 	16.4 	0.8 	27.4 	16.6 	35.1 	35.9 	52.6 	31.0 	19.0 	0 
MV_AERO_MSC,DEG2,T,Y25-64,PC,2014	12.6 	12.9 	4.3 	10.0 	23.9 	22.9 	4.0 	13.1 	7.9 	9.1 	8.7 	4.2 	7.6 	4.5 	9.4 	5.4 	16.0 	12.5 	4.3 	22.9 	3.5 	7.7 	0.5 	22.2 	8.6 	26.3 	30.8 	39.9 	20.9 	15.2 	0 
MV_AERO_MSC,DEG2,T,Y35-44,PC,2014	11.2 	11.8 	3.7 	9.4 	24.5 	17.2 	3.6 	17.1 	7.6 	9.7 	7.8 	6.3 	9.5 	4.0 	8.7 	9.2 	16.5 	14.7 	4.1 	18.9 	5.4 	6.0 	0.6 	22.5 	9.1 	25.8 	28.7 	41.6 	19.7 	17.0 	0 
MV_AERO_MSC,DEG2,T,Y45-54,PC,2014	12.6 	12.9 	3.9 	7.8 	27.9 	24.0 	3.0 	9.1 	6.8 	8.5 	7.4 	3.2 	6.1 	1.7 	5.3 	2.1 	12.7 	10.1 	3.4 	24.2 	1.5 	4.5 	0.4 	24.4 	5.2 	27.8 	30.3 	30.3 	21.0 	14.7 	0 
MV_AERO_MSC,DEG2,T,Y45-64,PC,2014	11.8 	11.9 	2.2 	5.5 	24.4 	23.8 	2.8 	8.0 	4.8 	7.3 	8.4 	2.0 	5.1 	2.0 	4.6 	3.2 	13.0 	7.8 	2.9 	23.9 	1.3 	4.2 	0.3 	19.5 	3.7 	22.3 	29.4 	31.2 	17.1 	12.7 	0 
MV_AERO_MSC,DEG2,T,Y55-64,PC,2014	10.8 	10.7 	0.8 	3.0 	20.1 	23.6 	2.6 	6.7 	2.6 	5.6 	9.3 	0.7 	3.8 	2.3 	3.9 	4.4 	13.4 	5.5 	2.3 	23.3 	1.1 	3.8 	0.2 	14.0 	2.3 	17.4 	28.3 	32.2 	12.7 	10.4 	0 
MV_AERO_MSC,DEG2,T,Y65-74,PC,2014	10.7 	10.5 	0 	1.3 	28.2 	23.6 	2.8 	3.9 	1.8 	5.9 	7.8 	0.3 	3.0 	0.6 	2.1 	3.1 	7.3 	4.2 	0.8 	27.7 	0.1 	1.4 	0 	10.6 	0 	21.7 	29.2 	23.2 	10.5 	8.7 	0 
MV_AERO_MSC,DEG2,T,Y_GE18,PC,2014	13.0 	13.1 	4.4 	9.3 	26.2 	23.6 	4.3 	13.4 	7.9 	9.6 	8.8 	4.2 	7.0 	5.6 	8.9 	6.8 	15.8 	12.0 	5.1 	25.0 	3.9 	6.8 	0.7 	20.9 	9.1 	27.0 	30.6 	38.3 	21.0 	13.8 	0 
MV_AERO_MSC,DEG2,T,Y_GE65,PC,2014	8.8 	8.6 	0 	1.1 	24.6 	20.0 	1.4 	3.1 	1.3 	3.8 	5.0 	0.6 	2.1 	0.7 	1.7 	2.2 	6.1 	3.3 	0.5 	24.4 	0.2 	1.1 	0 	8.3 	0.2 	18.6 	22.6 	19.2 	10.4 	6.4 	0 
MV_AERO_MSC,DEG2,T,Y_GE75,PC,2014	6.5 	6.2 	0 	0.8 	18.3 u	16.0 	0 	1.9 	0.6 	1.1 	1.7 	1.1 	1.1 	0.9 	1.3 	1.4 	4.4 	2.0 	0 	20.0 	0.3 	0.8 	0 	5.1 	0.5 	12.2 u	14.3 	13.0 	10.3 	3.6 	0 
MV_AERO_MSC,DEG3,F,TOTAL,PC,2014	7.7 	8.0 	0.9 	4.5 	23.7 	17.7 	2.6 	10.0 	3.1 	5.7 	5.3 	2.3 	4.5 	2.6 	5.4 	3.8 	14.8 	6.1 	4.9 	20.6 	1.2 	2.7 	0.2 	13.2 	5.8 	21.1 	28.4 	43.2 	18.6 	11.5 	0 
MV_AERO_MSC,DEG3,F,Y15-24,PC,2014	13.5 	13.7 	5.7 	12.8 	42.9 	26.8 	3.2 	17.5 	5.6 u	12.7 	7.9 	6.8 	8.2 	5.6 	13.7 	12.3 	22.3 	16.6 	7.7 u	24.9 	3.0 	10.0 	1.4 	29.5 	16.5 	34.6 	45.6 	70.5 	42.5 	17.1 	0 
MV_AERO_MSC,DEG3,F,Y18-24,PC,2014	12.7 	13.1 	6.9 	10.0 	40.0 	26.2 	0.9 	14.7 u	9.6 u	14.6 	5.7 	5.8 	8.0 	4.1 u	13.8 	11.7 	25.5 	12.8 	: u	25.0 	2.9 	8.5 	0.5 	24.2 	14.2 	40.4 u	45.8 	67.6 u	42.1 	18.7 u	0 
MV_AERO_MSC,DEG3,F,Y18-29,PC,2014	11.5 	11.9 	5.0 	8.4 	30.9 	22.8 	2.9 	17.5 	9.0 	11.3 	4.8 	4.6 	10.4 	4.3 	12.8 	9.4 	24.1 	11.8 	10.9 u	22.9 	3.3 	7.8 	0.3 	23.7 	10.1 	32.8 	42.9 	73.4 	35.6 	18.1 	0 
MV_AERO_MSC,DEG3,F,Y18-44,PC,2014	9.2 	9.5 	2.3 	6.7 	25.9 	18.5 	3.0 	14.5 	6.8 	8.8 	5.6 	3.9 	7.1 	3.0 	9.5 	5.7 	18.2 	9.5 	10.4 	19.8 	2.1 	4.7 	0.2 	18.2 	7.6 	27.6 	32.7 	56.0 	25.6 	13.5 	0 
MV_AERO_MSC,DEG3,F,Y18-64,PC,2014	8.5 	8.8 	1.3 	5.1 	23.7 	18.4 	3.1 	11.5 	5.0 	6.4 	5.6 	2.5 	5.9 	2.8 	6.6 	4.5 	17.5 	6.8 	6.4 	20.8 	1.4 	3.0 	0.1 	14.9 	6.2 	23.7 	30.2 	44.8 	20.6 	13.6 	0 
MV_AERO_MSC,DEG3,F,Y25-34,PC,2014	8.6 	8.9 	1.4 	7.1 	13.3 	15.1 	3.7 	19.1 	8.4 	7.2 	4.9 	2.3 	9.5 	4.9 	8.6 	3.7 	17.4 	11.0 	10.0 u	16.9 	2.7 	6.5 	0 	21.2 	5.4 	22.4 	31.8 	60.4 	23.5 	14.4 	0 
MV_AERO_MSC,DEG3,F,Y25-64,PC,2014	7.9 	8.2 	0.6 	4.5 	21.4 	17.4 	3.5 	11.1 	4.6 	5.5 	5.6 	2.0 	5.6 	2.6 	5.6 	3.3 	16.4 	5.8 	5.4 	20.2 	1.2 	2.4 	0.1 	13.8 	5.0 	21.9 	27.9 	41.7 	17.3 	12.9 	0 
MV_AERO_MSC,DEG3,F,Y35-44,PC,2014	8.0 	8.1 	0.5 	5.1 	27.0 	17.3 	3.6 	11.0 	4.6 	7.8 	6.2 	4.1 	5.1 	0.7 	7.7 	3.4 	15.3 	6.0 	10.0 u	18.9 	1.1 	1.7 	0.3 	13.1 	5.9 	26.0 	27.0 	44.1 u	16.8 	10.1 	0 
MV_AERO_MSC,DEG3,F,Y45-54,PC,2014	8.4 	8.9 	0.9 	4.3 	21.7 	17.6 	5.0 	9.5 	5.0 	4.1 	6.4 	1.2 	6.0 	4.7 	4.3 	4.7 	19.2 	6.9 	0 u	20.2 	0.5 	1.3 	0 	11.4 	4.7 	25.0 	29.3 	40.1 	18.6 	15.9 	0 
MV_AERO_MSC,DEG3,F,Y45-64,PC,2014	7.6 	8.0 	0.4 	3.1 	21.5 	18.3 	3.3 	7.7 	3.3 	3.4 	5.6 	0.9 	4.5 	2.4 	3.3 	3.1 	16.5 	3.7 	1.5 	21.9 	0.5 	1.1 	0 	11.0 	4.4 	20.0 	25.5 	30.5 	14.9 	13.7 	0 
MV_AERO_MSC,DEG3,F,Y55-64,PC,2014	6.7 	7.0 	0 	2.0 	21.2 	19.2 	1.5 	5.5 	1.4 	2.5 	4.7 	0.6 	2.6 	0 	2.3 	1.2 	12.6 	1.1 	3.0 u	23.8 	0.5 	1.0 	0 	10.6 	4.0 	14.6 	21.2 	17.9 	11.0 	11.1 	0 
MV_AERO_MSC,DEG3,F,Y65-74,PC,2014	6.4 	6.4 	0 	0.5 	25.6 	18.9 	0.8 	2.5 	0.3 	4.8 	5.7 	1.5 	0.2 	0.7 	1.7 	0.9 	4.9 	1.0 	3.4 u	21.9 	0 	1.1 	0.1 	6.1 	2.0 	14.2 	24.9 	35.9 u	10.4 	7.1 	0 
